Dalata.3	Eguineensis.14001
Dalata.3143	Eguineensis.2384
Dalata.3142	Eguineensis.2385
Dalata.2968	Eguineensis.3893
Dalata.16918	Eguineensis.2387
Dalata.2969	Eguineensis.21921
Dalata.3169	Eguineensis.2388
Dalata.11558	Eguineensis.2389
Dalata.2973	Eguineensis.21923
Dalata.3170	Eguineensis.2391
Dalata.24533	Eguineensis.2392
Dalata.12719	Eguineensis.2393
Dalata.5333	Eguineensis.2395
Dalata.3172	Eguineensis.2397
Dalata.16911	Eguineensis.2399
Dalata.2979	Eguineensis.12693
Dalata.2981	Eguineensis.21927
Dalata.16910	Eguineensis.2400
Dalata.2982	Eguineensis.21930
Dalata.16907	Eguineensis.2403
Dalata.2983	Eguineensis.21931
Dalata.16906	Eguineensis.2404
Dalata.2984	Eguineensis.12695
Dalata.16905	Eguineensis.2405
Dalata.3178	Eguineensis.2406
Dalata.2986	Eguineensis.21933
Dalata.3179	Eguineensis.2408
Dalata.16903	Eguineensis.2409
Dalata.16898	Eguineensis.2410
Dalata.3184	Eguineensis.2411
Dalata.2988	Eguineensis.21937
Dalata.2991	Eguineensis.12704
Dalata.2992	Eguineensis.12942
Dalata.2993	Eguineensis.14899
Dalata.3188	Eguineensis.2413
Dalata.2995	Eguineensis.14900
Dalata.2996	Eguineensis.14901
Dalata.3190	Eguineensis.2415
Dalata.2999	Eguineensis.12134
Dalata.3001	Eguineensis.12136
Dalata.16895	Eguineensis.2417
Dalata.3002	Eguineensis.14905
Dalata.3191	Eguineensis.2418
Dalata.3003	Eguineensis.14906
Dalata.3192	Eguineensis.2419
Dalata.3004	Eguineensis.12138
Dalata.3193	Eguineensis.2420
Dalata.3006	Eguineensis.14909
Dalata.3007	Eguineensis.12142
Dalata.3008	Eguineensis.12143
Dalata.16891	Eguineensis.2421
Dalata.10766	Eguineensis.2422
Dalata.3194	Eguineensis.2424
Dalata.5307	Eguineensis.2425
Dalata.3010	Eguineensis.14914
Dalata.3011	Eguineensis.14917
Dalata.16889	Eguineensis.2426
Dalata.16888	Eguineensis.2427
Dalata.3016	Eguineensis.11662
Dalata.3017	Eguineensis.11661
Dalata.3018	Eguineensis.11660
Dalata.12688	Eguineensis.2432
Dalata.3019	Eguineensis.12259
Dalata.3200	Eguineensis.2433
Dalata.3201	Eguineensis.2434
Dalata.16885	Eguineensis.2435
Dalata.3020	Eguineensis.11659
Dalata.3205	Eguineensis.2436
Dalata.3204	Eguineensis.2439
Dalata.3023	Eguineensis.11656
Dalata.3024	Eguineensis.12256
Dalata.16882	Eguineensis.2440
Dalata.3026	Eguineensis.11665
Dalata.3028	Eguineensis.11670
Dalata.3029	Eguineensis.11669
Dalata.16858	Eguineensis.2444
Dalata.3229	Eguineensis.2445
Dalata.3030	Eguineensis.13469
Dalata.14621	Eguineensis.2447
Dalata.3031	Eguineensis.21716
Dalata.3228	Eguineensis.2448
Dalata.3033	Eguineensis.12273
Dalata.3035	Eguineensis.11595
Dalata.3036	Eguineensis.11594
Dalata.3037	Eguineensis.3292
Dalata.3226	Eguineensis.2454
Dalata.3038	Eguineensis.3293
Dalata.3039	Eguineensis.12199
Dalata.3041	Eguineensis.13608
Dalata.3042	Eguineensis.15015
Dalata.3043	Eguineensis.15014
Dalata.12669	Eguineensis.2455
Dalata.3046	Eguineensis.15007
Dalata.3047	Eguineensis.3308
Dalata.3222	Eguineensis.2457
Dalata.12651	Eguineensis.2459
Dalata.3049	Eguineensis.15006
Dalata.16868	Eguineensis.2461
Dalata.3050	Eguineensis.15005
Dalata.16869	Eguineensis.2462
Dalata.3051	Eguineensis.24111
Dalata.3213	Eguineensis.2465
Dalata.3054	Eguineensis.15004
Dalata.16877	Eguineensis.2467
Dalata.12644	Eguineensis.2468
Dalata.3055	Eguineensis.12197
Dalata.21399	Eguineensis.2470
Dalata.3056	Eguineensis.12188
Dalata.3058	Eguineensis.22546
Dalata.12639	Eguineensis.2471
Dalata.3059	Eguineensis.23173
Dalata.3060	Eguineensis.22555
Dalata.3249	Eguineensis.2474
Dalata.3247	Eguineensis.2477
Dalata.3064	Eguineensis.11640
Dalata.3067	Eguineensis.11633
Dalata.3069	Eguineensis.4798
Dalata.3070	Eguineensis.25517
Dalata.3241	Eguineensis.2478
Dalata.3071	Eguineensis.24992
Dalata.12632	Eguineensis.2481
Dalata.3237	Eguineensis.2482
Dalata.3073	Eguineensis.14637
Dalata.3235	Eguineensis.2483
Dalata.3074	Eguineensis.11598
Dalata.16855	Eguineensis.2487
Dalata.3078	Eguineensis.3650
Dalata.3079	Eguineensis.24617
Dalata.3080	Eguineensis.12212
Dalata.3081	Eguineensis.12211
Dalata.3082	Eguineensis.12209
Dalata.16856	Eguineensis.2489
Dalata.3083	Eguineensis.5294
Dalata.3084	Eguineensis.12215
Dalata.5409	Eguineensis.2491
Dalata.3085	Eguineensis.11618
Dalata.3086	Eguineensis.10805
Dalata.16881	Eguineensis.2492
Dalata.3087	Eguineensis.12224
Dalata.3206	Eguineensis.2493
Dalata.3089	Eguineensis.18899
Dalata.3090	Eguineensis.12193
Dalata.12638	Eguineensis.2496
Dalata.3091	Eguineensis.14996
Dalata.3093	Eguineensis.24904
Dalata.3094	Eguineensis.8888
Dalata.3095	Eguineensis.14987
Dalata.7759	Eguineensis.2505
Dalata.3098	Eguineensis.14986
Dalata.3255	Eguineensis.2506
Dalata.3257	Eguineensis.2508
Dalata.3099	Eguineensis.14982
Dalata.3105	Eguineensis.12235
Dalata.3106	Eguineensis.24454
Dalata.3108	Eguineensis.23187
Dalata.3110	Eguineensis.6767
Dalata.12607	Eguineensis.2512
Dalata.3112	Eguineensis.22094
Dalata.16842	Eguineensis.2513
Dalata.3113	Eguineensis.22552
Dalata.3262	Eguineensis.2515
Dalata.12605	Eguineensis.2516
Dalata.3114	Eguineensis.23180
Dalata.3115	Eguineensis.13533
Dalata.5455	Eguineensis.2517
Dalata.3116	Eguineensis.14968
Dalata.3261	Eguineensis.2518
Dalata.3117	Eguineensis.14966
Dalata.3174	Eguineensis.2519
Dalata.3118	Eguineensis.22582
Dalata.3121	Eguineensis.12277
Dalata.3122	Eguineensis.4749
Dalata.3265	Eguineensis.2522
Dalata.3267	Eguineensis.2523
Dalata.3124	Eguineensis.12275
Dalata.12599	Eguineensis.2525
Dalata.3127	Eguineensis.11597
Dalata.3268	Eguineensis.2527
Dalata.3130	Eguineensis.24884
Dalata.3270	Eguineensis.2529
Dalata.3274	Eguineensis.2530
Dalata.3275	Eguineensis.2531
Dalata.3132	Eguineensis.22751
Dalata.3135	Eguineensis.13665
Dalata.3136	Eguineensis.2833
Dalata.3137	Eguineensis.3266
Dalata.3284	Eguineensis.2534
Dalata.3285	Eguineensis.2535
Dalata.3286	Eguineensis.2536
Dalata.16835	Eguineensis.2537
Dalata.3138	Eguineensis.3245
Dalata.3139	Eguineensis.24073
Dalata.16832	Eguineensis.2538
Dalata.3140	Eguineensis.24071
Dalata.3141	Eguineensis.13715
Dalata.3288	Eguineensis.2541
Dalata.3289	Eguineensis.2542
Dalata.5119	Eguineensis.2543
Dalata.8679	Eguineensis.2544
Dalata.16829	Eguineensis.2546
Dalata.3147	Eguineensis.24067
Dalata.3294	Eguineensis.2549
Dalata.3148	Eguineensis.2814
Dalata.3149	Eguineensis.24065
Dalata.16826	Eguineensis.2550
Dalata.3150	Eguineensis.7630
Dalata.20187	Eguineensis.2553
Dalata.16824	Eguineensis.2554
Dalata.3151	Eguineensis.24064
Dalata.3300	Eguineensis.2557
Dalata.3301	Eguineensis.2558
Dalata.3152	Eguineensis.2815
Dalata.3153	Eguineensis.2816
Dalata.3304	Eguineensis.2561
Dalata.3154	Eguineensis.2817
Dalata.3305	Eguineensis.2562
Dalata.3155	Eguineensis.2818
Dalata.12812	Eguineensis.2563
Dalata.3158	Eguineensis.2822
Dalata.3159	Eguineensis.2823
Dalata.3160	Eguineensis.2824
Dalata.3308	Eguineensis.2568
Dalata.3161	Eguineensis.3261
Dalata.16815	Eguineensis.2570
Dalata.3162	Eguineensis.12875
Dalata.3310	Eguineensis.2571
Dalata.16813	Eguineensis.2572
Dalata.16812	Eguineensis.2574
Dalata.3314	Eguineensis.2576
Dalata.3316	Eguineensis.2577
Dalata.16811	Eguineensis.2579
Dalata.3317	Eguineensis.2580
Dalata.16808	Eguineensis.2581
Dalata.3318	Eguineensis.2583
Dalata.3180	Eguineensis.3753
Dalata.12962	Eguineensis.2584
Dalata.3181	Eguineensis.12384
Dalata.3182	Eguineensis.20082
Dalata.3183	Eguineensis.5774
Dalata.5017	Eguineensis.2587
Dalata.16805	Eguineensis.2588
Dalata.16804	Eguineensis.2589
Dalata.16803	Eguineensis.2590
Dalata.23155	Eguineensis.2591
Dalata.3185	Eguineensis.12386
Dalata.3187	Eguineensis.3230
Dalata.16800	Eguineensis.2594
Dalata.3327	Eguineensis.2598
Dalata.5013	Eguineensis.2599
Dalata.3325	Eguineensis.2600
Dalata.3324	Eguineensis.2601
Dalata.16792	Eguineensis.2603
Dalata.3331	Eguineensis.2604
Dalata.3332	Eguineensis.2605
Dalata.3333	Eguineensis.2606
Dalata.3236	Eguineensis.2607
Dalata.16791	Eguineensis.2608
Dalata.5226	Eguineensis.2609
Dalata.16782	Eguineensis.2611
Dalata.3209	Eguineensis.12358
Dalata.3337	Eguineensis.2614
Dalata.3214	Eguineensis.3190
Dalata.3215	Eguineensis.13840
Dalata.16786	Eguineensis.2616
Dalata.3344	Eguineensis.2621
Dalata.17354	Eguineensis.2623
Dalata.3221	Eguineensis.12369
Dalata.3349	Eguineensis.2624
Dalata.16775	Eguineensis.2625
Dalata.16773	Eguineensis.2626
Dalata.3352	Eguineensis.2628
Dalata.16771	Eguineensis.2630
Dalata.16769	Eguineensis.2633
Dalata.3230	Eguineensis.26538
Dalata.3353	Eguineensis.2634
Dalata.3355	Eguineensis.2635
Dalata.3231	Eguineensis.13781
Dalata.16767	Eguineensis.2636
Dalata.3232	Eguineensis.12372
Dalata.3233	Eguineensis.3175
Dalata.16770	Eguineensis.2640
Dalata.16765	Eguineensis.2642
Dalata.5196	Eguineensis.2644
Dalata.3239	Eguineensis.12353
Dalata.12864	Eguineensis.2645
Dalata.15497	Eguineensis.2648
Dalata.16759	Eguineensis.2649
Dalata.8174	Eguineensis.2651
Dalata.16757	Eguineensis.2652
Dalata.3376	Eguineensis.2654
Dalata.23544	Eguineensis.2655
Dalata.3248	Eguineensis.3172
Dalata.12871	Eguineensis.2658
Dalata.16753	Eguineensis.2659
Dalata.3251	Eguineensis.12325
Dalata.5176	Eguineensis.2660
Dalata.3252	Eguineensis.21421
Dalata.3381	Eguineensis.2661
Dalata.12883	Eguineensis.2662
Dalata.3253	Eguineensis.3159
Dalata.3383	Eguineensis.2663
Dalata.3384	Eguineensis.2664
Dalata.3258	Eguineensis.12329
Dalata.3391	Eguineensis.2670
Dalata.3259	Eguineensis.12330
Dalata.3260	Eguineensis.3153
Dalata.3263	Eguineensis.12333
Dalata.3264	Eguineensis.14024
Dalata.16750	Eguineensis.2671
Dalata.12889	Eguineensis.2673
Dalata.5165	Eguineensis.2676
Dalata.3395	Eguineensis.2677
Dalata.16739	Eguineensis.2678
Dalata.16740	Eguineensis.2679
Dalata.12892	Eguineensis.2681
Dalata.3396	Eguineensis.2682
Dalata.3277	Eguineensis.12343
Dalata.3279	Eguineensis.14006
Dalata.18145	Eguineensis.2691
Dalata.3283	Eguineensis.8568
Dalata.22899	Eguineensis.2696
Dalata.17449	Eguineensis.2699
Dalata.10744	Eguineensis.2700
Dalata.19434	Eguineensis.2702
Dalata.23679	Eguineensis.2703
Dalata.11447	Eguineensis.2704
Dalata.3295	Eguineensis.13989
Dalata.3465	Eguineensis.2708
Dalata.3464	Eguineensis.2710
Dalata.3302	Eguineensis.3126
Dalata.3460	Eguineensis.2714
Dalata.4961	Eguineensis.2716
Dalata.3306	Eguineensis.8680
Dalata.4958	Eguineensis.2717
Dalata.3309	Eguineensis.15405
Dalata.3313	Eguineensis.8681
Dalata.3457	Eguineensis.2721
Dalata.3456	Eguineensis.2722
Dalata.3455	Eguineensis.2723
Dalata.5061	Eguineensis.2724
Dalata.3315	Eguineensis.13915
Dalata.3319	Eguineensis.8684
Dalata.3321	Eguineensis.22677
Dalata.3322	Eguineensis.13942
Dalata.3452	Eguineensis.2726
Dalata.5050	Eguineensis.2732
Dalata.3443	Eguineensis.2734
Dalata.3435	Eguineensis.2735
Dalata.16707	Eguineensis.2736
Dalata.3334	Eguineensis.22675
Dalata.3437	Eguineensis.2739
Dalata.3431	Eguineensis.2740
Dalata.3340	Eguineensis.24126
Dalata.3341	Eguineensis.24125
Dalata.12954	Eguineensis.2746
Dalata.18668	Eguineensis.2747
Dalata.5040	Eguineensis.2749
Dalata.16719	Eguineensis.2750
Dalata.16720	Eguineensis.2751
Dalata.16721	Eguineensis.2752
Dalata.9832	Eguineensis.2753
Dalata.3348	Eguineensis.16401
Dalata.16724	Eguineensis.2757
Dalata.3417	Eguineensis.2758
Dalata.3354	Eguineensis.13902
Dalata.12931	Eguineensis.2760
Dalata.3415	Eguineensis.2763
Dalata.12928	Eguineensis.2764
Dalata.3412	Eguineensis.2765
Dalata.3411	Eguineensis.2766
Dalata.16726	Eguineensis.2767
Dalata.3360	Eguineensis.13891
Dalata.3361	Eguineensis.25047
Dalata.5131	Eguineensis.2770
Dalata.3410	Eguineensis.2771
Dalata.16730	Eguineensis.2772
Dalata.3409	Eguineensis.2773
Dalata.16732	Eguineensis.2774
Dalata.3370	Eguineensis.24448
Dalata.3405	Eguineensis.2776
Dalata.3372	Eguineensis.25086
Dalata.16734	Eguineensis.2778
Dalata.16736	Eguineensis.2779
Dalata.3404	Eguineensis.2780
Dalata.3378	Eguineensis.2785
Dalata.3385	Eguineensis.25253
Dalata.3402	Eguineensis.2789
Dalata.3389	Eguineensis.25613
Dalata.3400	Eguineensis.2792
Dalata.3393	Eguineensis.14121
Dalata.18082	Eguineensis.2794
Dalata.3394	Eguineensis.3050
Dalata.14401	Eguineensis.2797
Dalata.8663	Eguineensis.2799
Dalata.8664	Eguineensis.2801
Dalata.8665	Eguineensis.2802
Dalata.8667	Eguineensis.2803
Dalata.8668	Eguineensis.2804
Dalata.3403	Eguineensis.14104
Dalata.14402	Eguineensis.2806
Dalata.3406	Eguineensis.14102
Dalata.8670	Eguineensis.2807
Dalata.14399	Eguineensis.2809
Dalata.8677	Eguineensis.2810
Dalata.3416	Eguineensis.14128
Dalata.3423	Eguineensis.3021
Dalata.3424	Eguineensis.14149
Dalata.5357	Eguineensis.2819
Dalata.5362	Eguineensis.2821
Dalata.12749	Eguineensis.2825
Dalata.3427	Eguineensis.12039
Dalata.12751	Eguineensis.2827
Dalata.5263	Eguineensis.2830
Dalata.3438	Eguineensis.12041
Dalata.5825	Eguineensis.2831
Dalata.3442	Eguineensis.14162
Dalata.16930	Eguineensis.2834
Dalata.3453	Eguineensis.14176
Dalata.16934	Eguineensis.2835
Dalata.11390	Eguineensis.2838
Dalata.19519	Eguineensis.2839
Dalata.19518	Eguineensis.2841
Dalata.3466	Eguineensis.24127
Dalata.3467	Eguineensis.22918
Dalata.3468	Eguineensis.22919
Dalata.3469	Eguineensis.21271
Dalata.19404	Eguineensis.2846
Dalata.3474	Eguineensis.14246
Dalata.19405	Eguineensis.2848
Dalata.3478	Eguineensis.25746
Dalata.11380	Eguineensis.2850
Dalata.3480	Eguineensis.23795
Dalata.19407	Eguineensis.2852
Dalata.19411	Eguineensis.2855
Dalata.3483	Eguineensis.14223
Dalata.3484	Eguineensis.22063
Dalata.19559	Eguineensis.2856
Dalata.3485	Eguineensis.2947
Dalata.10671	Eguineensis.2857
Dalata.3487	Eguineensis.2946
Dalata.10226	Eguineensis.2861
Dalata.3491	Eguineensis.22065
Dalata.10222	Eguineensis.2866
Dalata.4863	Eguineensis.2867
Dalata.3496	Eguineensis.22049
Dalata.13093	Eguineensis.2868
Dalata.3497	Eguineensis.22073
Dalata.3498	Eguineensis.22075
Dalata.13092	Eguineensis.2870
Dalata.3499	Eguineensis.22076
Dalata.13091	Eguineensis.2871
Dalata.3501	Eguineensis.22077
Dalata.13090	Eguineensis.2873
Dalata.3503	Eguineensis.22078
Dalata.3505	Eguineensis.22081
Dalata.4866	Eguineensis.2876
Dalata.3506	Eguineensis.23629
Dalata.10272	Eguineensis.2877
Dalata.3508	Eguineensis.23631
Dalata.13089	Eguineensis.2878
Dalata.3509	Eguineensis.12284
Dalata.3511	Eguineensis.22045
Dalata.3512	Eguineensis.23065
Dalata.13087	Eguineensis.2881
Dalata.3513	Eguineensis.24826
Dalata.3514	Eguineensis.23061
Dalata.16625	Eguineensis.2883
Dalata.3519	Eguineensis.10407
Dalata.3534	Eguineensis.2886
Dalata.13082	Eguineensis.2888
Dalata.13081	Eguineensis.2889
Dalata.3524	Eguineensis.11026
Dalata.13077	Eguineensis.2892
Dalata.13076	Eguineensis.2893
Dalata.4878	Eguineensis.2894
Dalata.13065	Eguineensis.2899
Dalata.4899	Eguineensis.2900
Dalata.16615	Eguineensis.2902
Dalata.4902	Eguineensis.2904
Dalata.3535	Eguineensis.25142
Dalata.17390	Eguineensis.2906
Dalata.3537	Eguineensis.24457
Dalata.13053	Eguineensis.2907
Dalata.3540	Eguineensis.24094
Dalata.3541	Eguineensis.25659
Dalata.13052	Eguineensis.2908
Dalata.4911	Eguineensis.2909
Dalata.3553	Eguineensis.2910
Dalata.3542	Eguineensis.14973
Dalata.3545	Eguineensis.11693
Dalata.3547	Eguineensis.22018
Dalata.13044	Eguineensis.2913
Dalata.4919	Eguineensis.2915
Dalata.3551	Eguineensis.22011
Dalata.3561	Eguineensis.2916
Dalata.3552	Eguineensis.23725
Dalata.4923	Eguineensis.2918
Dalata.3554	Eguineensis.25190
Dalata.3555	Eguineensis.22009
Dalata.3556	Eguineensis.25272
Dalata.3559	Eguineensis.23721
Dalata.13037	Eguineensis.2922
Dalata.3563	Eguineensis.23056
Dalata.4931	Eguineensis.2924
Dalata.4932	Eguineensis.2925
Dalata.3564	Eguineensis.11031
Dalata.4938	Eguineensis.2927
Dalata.4943	Eguineensis.2929
Dalata.17102	Eguineensis.2930
Dalata.4949	Eguineensis.2935
Dalata.16609	Eguineensis.2939
Dalata.3578	Eguineensis.16472
Dalata.13018	Eguineensis.2944
Dalata.3582	Eguineensis.16470
Dalata.13016	Eguineensis.2945
Dalata.3586	Eguineensis.16464
Dalata.13013	Eguineensis.2950
Dalata.13012	Eguineensis.2952
Dalata.3596	Eguineensis.10393
Dalata.13009	Eguineensis.2953
Dalata.3600	Eguineensis.11145
Dalata.13007	Eguineensis.2956
Dalata.3603	Eguineensis.4911
Dalata.13004	Eguineensis.2957
Dalata.3608	Eguineensis.25315
Dalata.4991	Eguineensis.2958
Dalata.3613	Eguineensis.10392
Dalata.3614	Eguineensis.10389
Dalata.13001	Eguineensis.2960
Dalata.4988	Eguineensis.2961
Dalata.12998	Eguineensis.2965
Dalata.4984	Eguineensis.2966
Dalata.3621	Eguineensis.12052
Dalata.4982	Eguineensis.2968
Dalata.12997	Eguineensis.2969
Dalata.12994	Eguineensis.2971
Dalata.12993	Eguineensis.2972
Dalata.3627	Eguineensis.5090
Dalata.4977	Eguineensis.2977
Dalata.4975	Eguineensis.2979
Dalata.4951	Eguineensis.2981
Dalata.4972	Eguineensis.2982
Dalata.12985	Eguineensis.2985
Dalata.3631	Eguineensis.11173
Dalata.4967	Eguineensis.2986
Dalata.3636	Eguineensis.10370
Dalata.12983	Eguineensis.2989
Dalata.4962	Eguineensis.2990
Dalata.12982	Eguineensis.2991
Dalata.4956	Eguineensis.2993
Dalata.12977	Eguineensis.2995
Dalata.3642	Eguineensis.5108
Dalata.3645	Eguineensis.10365
Dalata.5056	Eguineensis.2997
Dalata.3648	Eguineensis.7590
Dalata.19921	Eguineensis.3007
Dalata.3652	Eguineensis.10563
Dalata.3653	Eguineensis.11054
Dalata.3662	Eguineensis.4933
Dalata.12956	Eguineensis.3013
Dalata.3663	Eguineensis.10570
Dalata.12952	Eguineensis.3016
Dalata.3669	Eguineensis.10575
Dalata.5156	Eguineensis.3019
Dalata.12940	Eguineensis.3020
Dalata.12939	Eguineensis.3022
Dalata.12936	Eguineensis.3025
Dalata.3678	Eguineensis.10580
Dalata.5137	Eguineensis.3030
Dalata.12925	Eguineensis.3033
Dalata.12924	Eguineensis.3034
Dalata.12918	Eguineensis.3037
Dalata.3693	Eguineensis.10346
Dalata.3696	Eguineensis.10350
Dalata.3697	Eguineensis.10351
Dalata.12897	Eguineensis.3042
Dalata.12891	Eguineensis.3047
Dalata.5163	Eguineensis.3048
Dalata.5164	Eguineensis.3049
Dalata.3710	Eguineensis.10358
Dalata.3711	Eguineensis.10360
Dalata.3712	Eguineensis.10361
Dalata.3714	Eguineensis.10559
Dalata.12882	Eguineensis.3058
Dalata.5174	Eguineensis.3059
Dalata.5179	Eguineensis.3060
Dalata.3718	Eguineensis.4956
Dalata.5188	Eguineensis.3064
Dalata.12867	Eguineensis.3066
Dalata.16763	Eguineensis.3072
Dalata.3734	Eguineensis.11082
Dalata.12861	Eguineensis.3076
Dalata.3736	Eguineensis.17706
Dalata.3737	Eguineensis.17705
Dalata.3738	Eguineensis.10193
Dalata.12860	Eguineensis.3078
Dalata.7073	Eguineensis.3080
Dalata.12855	Eguineensis.3087
Dalata.3750	Eguineensis.10209
Dalata.5229	Eguineensis.3093
Dalata.12845	Eguineensis.3094
Dalata.3760	Eguineensis.23284
Dalata.12838	Eguineensis.3098
Dalata.3762	Eguineensis.23279
Dalata.3763	Eguineensis.5203
Dalata.12836	Eguineensis.3101
Dalata.3764	Eguineensis.26233
Dalata.5019	Eguineensis.3105
Dalata.12832	Eguineensis.3107
Dalata.12831	Eguineensis.3108
Dalata.5024	Eguineensis.3109
Dalata.3766	Eguineensis.10270
Dalata.12830	Eguineensis.3110
Dalata.3769	Eguineensis.10267
Dalata.5029	Eguineensis.3112
Dalata.3768	Eguineensis.10266
Dalata.12816	Eguineensis.3113
Dalata.3771	Eguineensis.22385
Dalata.5033	Eguineensis.3116
Dalata.3772	Eguineensis.10261
Dalata.3773	Eguineensis.10258
Dalata.5034	Eguineensis.3117
Dalata.3776	Eguineensis.10256
Dalata.12823	Eguineensis.3119
Dalata.5035	Eguineensis.3120
Dalata.12824	Eguineensis.3121
Dalata.3778	Eguineensis.5217
Dalata.5039	Eguineensis.3124
Dalata.5158	Eguineensis.3127
Dalata.5121	Eguineensis.3132
Dalata.5468	Eguineensis.3144
Dalata.3795	Eguineensis.10231
Dalata.3800	Eguineensis.10225
Dalata.3801	Eguineensis.10274
Dalata.5444	Eguineensis.3155
Dalata.16845	Eguineensis.3156
Dalata.3805	Eguineensis.10278
Dalata.5434	Eguineensis.3158
Dalata.3808	Eguineensis.10282
Dalata.5439	Eguineensis.3163
Dalata.5441	Eguineensis.3165
Dalata.3815	Eguineensis.10289
Dalata.3816	Eguineensis.5374
Dalata.12612	Eguineensis.3167
Dalata.3818	Eguineensis.26220
Dalata.16848	Eguineensis.3168
Dalata.3823	Eguineensis.10130
Dalata.5413	Eguineensis.3173
Dalata.3830	Eguineensis.10140
Dalata.12640	Eguineensis.3181
Dalata.5402	Eguineensis.3182
Dalata.3835	Eguineensis.19712
Dalata.12642	Eguineensis.3183
Dalata.5401	Eguineensis.3184
Dalata.5399	Eguineensis.3186
Dalata.3840	Eguineensis.10145
Dalata.16874	Eguineensis.3188
Dalata.3844	Eguineensis.10148
Dalata.3846	Eguineensis.13444
Dalata.5388	Eguineensis.3196
Dalata.12670	Eguineensis.3197
Dalata.3849	Eguineensis.12339
Dalata.12672	Eguineensis.3199
Dalata.12662	Eguineensis.3202
Dalata.5371	Eguineensis.3203
Dalata.3852	Eguineensis.3429
Dalata.12661	Eguineensis.3205
Dalata.12660	Eguineensis.3206
Dalata.3857	Eguineensis.19717
Dalata.18911	Eguineensis.3209
Dalata.3860	Eguineensis.11374
Dalata.12683	Eguineensis.3213
Dalata.5295	Eguineensis.3214
Dalata.5296	Eguineensis.3215
Dalata.12687	Eguineensis.3219
Dalata.5302	Eguineensis.3220
Dalata.12692	Eguineensis.3222
Dalata.3870	Eguineensis.10160
Dalata.12702	Eguineensis.3223
Dalata.12703	Eguineensis.3225
Dalata.5312	Eguineensis.3226
Dalata.3875	Eguineensis.10165
Dalata.12704	Eguineensis.3227
Dalata.3876	Eguineensis.17736
Dalata.12705	Eguineensis.3228
Dalata.12708	Eguineensis.3232
Dalata.3879	Eguineensis.10312
Dalata.16904	Eguineensis.3233
Dalata.3880	Eguineensis.10168
Dalata.5320	Eguineensis.3237
Dalata.5325	Eguineensis.3238
Dalata.13145	Eguineensis.3239
Dalata.3888	Eguineensis.10116
Dalata.3891	Eguineensis.25078
Dalata.3893	Eguineensis.10097
Dalata.12729	Eguineensis.3246
Dalata.5342	Eguineensis.3247
Dalata.3894	Eguineensis.10111
Dalata.3895	Eguineensis.11369
Dalata.12736	Eguineensis.3249
Dalata.5347	Eguineensis.3250
Dalata.3897	Eguineensis.5469
Dalata.3900	Eguineensis.19597
Dalata.3902	Eguineensis.5430
Dalata.5354	Eguineensis.3253
Dalata.5355	Eguineensis.3254
Dalata.5358	Eguineensis.3255
Dalata.12744	Eguineensis.3256
Dalata.3908	Eguineensis.23635
Dalata.3909	Eguineensis.11306
Dalata.5361	Eguineensis.3257
Dalata.6877	Eguineensis.3259
Dalata.3917	Eguineensis.11452
Dalata.3920	Eguineensis.10066
Dalata.3922	Eguineensis.10118
Dalata.5262	Eguineensis.3265
Dalata.5259	Eguineensis.3268
Dalata.5257	Eguineensis.3270
Dalata.3929	Eguineensis.10515
Dalata.12757	Eguineensis.3271
Dalata.3930	Eguineensis.10513
Dalata.3931	Eguineensis.10512
Dalata.12758	Eguineensis.3272
Dalata.5252	Eguineensis.3275
Dalata.3935	Eguineensis.10509
Dalata.3939	Eguineensis.5021
Dalata.3941	Eguineensis.10503
Dalata.3942	Eguineensis.10500
Dalata.3945	Eguineensis.25627
Dalata.3946	Eguineensis.26019
Dalata.5239	Eguineensis.3284
Dalata.3947	Eguineensis.10496
Dalata.5070	Eguineensis.3286
Dalata.17096	Eguineensis.3287
Dalata.3953	Eguineensis.5056
Dalata.3954	Eguineensis.5150
Dalata.3955	Eguineensis.4847
Dalata.5075	Eguineensis.3289
Dalata.5079	Eguineensis.3291
Dalata.5082	Eguineensis.3295
Dalata.3967	Eguineensis.10465
Dalata.12797	Eguineensis.3299
Dalata.3972	Eguineensis.14529
Dalata.12799	Eguineensis.3301
Dalata.3976	Eguineensis.5613
Dalata.5094	Eguineensis.3303
Dalata.5107	Eguineensis.3309
Dalata.12856	Eguineensis.3310
Dalata.12591	Eguineensis.3311
Dalata.3988	Eguineensis.10448
Dalata.22197	Eguineensis.3314
Dalata.5493	Eguineensis.3316
Dalata.5494	Eguineensis.3318
Dalata.5496	Eguineensis.3320
Dalata.5497	Eguineensis.3321
Dalata.11455	Eguineensis.3322
Dalata.3998	Eguineensis.10426
Dalata.12569	Eguineensis.3324
Dalata.4001	Eguineensis.10428
Dalata.12565	Eguineensis.3325
Dalata.4002	Eguineensis.10429
Dalata.4003	Eguineensis.23486
Dalata.5521	Eguineensis.3328
Dalata.4004	Eguineensis.4810
Dalata.5517	Eguineensis.3331
Dalata.5513	Eguineensis.3333
Dalata.12553	Eguineensis.3335
Dalata.4023	Eguineensis.10441
Dalata.10715	Eguineensis.3339
Dalata.4026	Eguineensis.10306
Dalata.4031	Eguineensis.10319
Dalata.4032	Eguineensis.10320
Dalata.4034	Eguineensis.25350
Dalata.12544	Eguineensis.3348
Dalata.5582	Eguineensis.3349
Dalata.12538	Eguineensis.3352
Dalata.4036	Eguineensis.10329
