Dalata.17	Eguineensis.17323
Dalata.5189	Eguineensis.13885
Dalata.5191	Eguineensis.13886
Dalata.5195	Eguineensis.13892
Dalata.5197	Eguineensis.13894
Dalata.5200	Eguineensis.13898
Dalata.5208	Eguineensis.13906
Dalata.5209	Eguineensis.13907
Dalata.5211	Eguineensis.13910
Dalata.5212	Eguineensis.13912
Dalata.5213	Eguineensis.13913
Dalata.5214	Eguineensis.13914
Dalata.5216	Eguineensis.13917
Dalata.5217	Eguineensis.13918
Dalata.5218	Eguineensis.13919
Dalata.5219	Eguineensis.13922
Dalata.5221	Eguineensis.13924
Dalata.5222	Eguineensis.13930
Dalata.5223	Eguineensis.13931
Dalata.5224	Eguineensis.13932
Dalata.5228	Eguineensis.13935
Dalata.5233	Eguineensis.13944
Dalata.5234	Eguineensis.13945
Dalata.5235	Eguineensis.13946
Dalata.5237	Eguineensis.13644
Dalata.5240	Eguineensis.13645
Dalata.5241	Eguineensis.13648
Dalata.5243	Eguineensis.13652
Dalata.5249	Eguineensis.13654
Dalata.5253	Eguineensis.13660
Dalata.5260	Eguineensis.13668
Dalata.5264	Eguineensis.13670
Dalata.5265	Eguineensis.13673
Dalata.5269	Eguineensis.13675
Dalata.5279	Eguineensis.13796
Dalata.5283	Eguineensis.13790
Dalata.5285	Eguineensis.13787
Dalata.5289	Eguineensis.13782
Dalata.5290	Eguineensis.13776
Dalata.5293	Eguineensis.13778
Dalata.5294	Eguineensis.13780
Dalata.5297	Eguineensis.13772
Dalata.5298	Eguineensis.13770
Dalata.5308	Eguineensis.13758
Dalata.5313	Eguineensis.13751
Dalata.5315	Eguineensis.13747
Dalata.5317	Eguineensis.13745
Dalata.5318	Eguineensis.13741
Dalata.5319	Eguineensis.13740
Dalata.5321	Eguineensis.13738
Dalata.5332	Eguineensis.13730
Dalata.5339	Eguineensis.13721
Dalata.5343	Eguineensis.13714
Dalata.5344	Eguineensis.13710
Dalata.5346	Eguineensis.13707
Dalata.5348	Eguineensis.13706
Dalata.5349	Eguineensis.13705
Dalata.5350	Eguineensis.13703
Dalata.5356	Eguineensis.13699
Dalata.5360	Eguineensis.13689
Dalata.5363	Eguineensis.13684
Dalata.5364	Eguineensis.13680
Dalata.5365	Eguineensis.13679
Dalata.5366	Eguineensis.13677
Dalata.5372	Eguineensis.13800
Dalata.5373	Eguineensis.13803
Dalata.5374	Eguineensis.13804
Dalata.5375	Eguineensis.13806
Dalata.5378	Eguineensis.13813
Dalata.5382	Eguineensis.13810
Dalata.5386	Eguineensis.13816
Dalata.5390	Eguineensis.13822
Dalata.5392	Eguineensis.13824
Dalata.5396	Eguineensis.13847
Dalata.5400	Eguineensis.13849
Dalata.5403	Eguineensis.13853
Dalata.5407	Eguineensis.14072
Dalata.5411	Eguineensis.14064
Dalata.5417	Eguineensis.14060
Dalata.5418	Eguineensis.14061
Dalata.5419	Eguineensis.14054
Dalata.5431	Eguineensis.14043
Dalata.5433	Eguineensis.14033
Dalata.5438	Eguineensis.14038
Dalata.5442	Eguineensis.14040
Dalata.5460	Eguineensis.14021
Dalata.5464	Eguineensis.14015
Dalata.5469	Eguineensis.14013
Dalata.5470	Eguineensis.14012
Dalata.5474	Eguineensis.14005
Dalata.5475	Eguineensis.13600
Dalata.5477	Eguineensis.13596
Dalata.5478	Eguineensis.13595
Dalata.5479	Eguineensis.13594
Dalata.5483	Eguineensis.13591
Dalata.5485	Eguineensis.13593
Dalata.5486	Eguineensis.13592
Dalata.5488	Eguineensis.13589
Dalata.5490	Eguineensis.13585
Dalata.5492	Eguineensis.13584
Dalata.5500	Eguineensis.13575
Dalata.5501	Eguineensis.13573
Dalata.5502	Eguineensis.13569
Dalata.5520	Eguineensis.13563
Dalata.5522	Eguineensis.13564
Dalata.5523	Eguineensis.13565
Dalata.5532	Eguineensis.13543
Dalata.5534	Eguineensis.13544
Dalata.5535	Eguineensis.13545
Dalata.5536	Eguineensis.13546
Dalata.5537	Eguineensis.13547
Dalata.5540	Eguineensis.13550
Dalata.5566	Eguineensis.13537
Dalata.5605	Eguineensis.13513
Dalata.6463	Eguineensis.13496
Dalata.6469	Eguineensis.13483
Dalata.6473	Eguineensis.13449
Dalata.6475	Eguineensis.13443
Dalata.6478	Eguineensis.13453
Dalata.6479	Eguineensis.13454
Dalata.6480	Eguineensis.13456
Dalata.6481	Eguineensis.13457
Dalata.6482	Eguineensis.13459
Dalata.6489	Eguineensis.13468
Dalata.6492	Eguineensis.13470
Dalata.6493	Eguineensis.13472
Dalata.6562	Eguineensis.13432
Dalata.6566	Eguineensis.13427
Dalata.6567	Eguineensis.13426
Dalata.6569	Eguineensis.13422
Dalata.6571	Eguineensis.13420
Dalata.6572	Eguineensis.13419
Dalata.6576	Eguineensis.13415
Dalata.6578	Eguineensis.13412
Dalata.6581	Eguineensis.13409
Dalata.6585	Eguineensis.13404
Dalata.6588	Eguineensis.13402
Dalata.6592	Eguineensis.13396
Dalata.6597	Eguineensis.13389
Dalata.6600	Eguineensis.13381
Dalata.6602	Eguineensis.13378
Dalata.6604	Eguineensis.13376
Dalata.6605	Eguineensis.13373
Dalata.6607	Eguineensis.13371
Dalata.6609	Eguineensis.13368
Dalata.6619	Eguineensis.13356
Dalata.6621	Eguineensis.13353
Dalata.6622	Eguineensis.13350
Dalata.6624	Eguineensis.13344
Dalata.6625	Eguineensis.13343
Dalata.6627	Eguineensis.13340
Dalata.6630	Eguineensis.13333
Dalata.6637	Eguineensis.13301
Dalata.6638	Eguineensis.13302
Dalata.6640	Eguineensis.13303
Dalata.6641	Eguineensis.13304
Dalata.6642	Eguineensis.13306
Dalata.6650	Eguineensis.13314
Dalata.6653	Eguineensis.13319
Dalata.6659	Eguineensis.13324
Dalata.6661	Eguineensis.13329
Dalata.6662	Eguineensis.13330
Dalata.6663	Eguineensis.13331
Dalata.6665	Eguineensis.13332
Dalata.6247	Eguineensis.17741
Dalata.6248	Eguineensis.17740
Dalata.6249	Eguineensis.17739
Dalata.6252	Eguineensis.17728
Dalata.6253	Eguineensis.17721
Dalata.6259	Eguineensis.17713
Dalata.6260	Eguineensis.17709
Dalata.6261	Eguineensis.17708
Dalata.6262	Eguineensis.17707
Dalata.6264	Eguineensis.17703
Dalata.6272	Eguineensis.17686
Dalata.6279	Eguineensis.17671
Dalata.6280	Eguineensis.17670
Dalata.6297	Eguineensis.17667
Dalata.6298	Eguineensis.17666
Dalata.6299	Eguineensis.17665
Dalata.6301	Eguineensis.17664
Dalata.6302	Eguineensis.17663
Dalata.6304	Eguineensis.17659
Dalata.6305	Eguineensis.17658
Dalata.6308	Eguineensis.17654
Dalata.6310	Eguineensis.17650
Dalata.6320	Eguineensis.17644
Dalata.6336	Eguineensis.17616
Dalata.6811	Eguineensis.17994
Dalata.6817	Eguineensis.18001
Dalata.6823	Eguineensis.18021
Dalata.6829	Eguineensis.18039
Dalata.6833	Eguineensis.18032
Dalata.6843	Eguineensis.18052
Dalata.6848	Eguineensis.18060
Dalata.6852	Eguineensis.18071
Dalata.6862	Eguineensis.18086
Dalata.6867	Eguineensis.17801
Dalata.6868	Eguineensis.17803
Dalata.6870	Eguineensis.17812
Dalata.6872	Eguineensis.17814
Dalata.6874	Eguineensis.17817
Dalata.6875	Eguineensis.17819
Dalata.6876	Eguineensis.17833
Dalata.6879	Eguineensis.17841
Dalata.6881	Eguineensis.17845
Dalata.6883	Eguineensis.17848
Dalata.6891	Eguineensis.17858
Dalata.6893	Eguineensis.17861
Dalata.6894	Eguineensis.17862
Dalata.6896	Eguineensis.17865
Dalata.6906	Eguineensis.17757
Dalata.6907	Eguineensis.17759
Dalata.6909	Eguineensis.17769
Dalata.6913	Eguineensis.17783
Dalata.6916	Eguineensis.17793
Dalata.6927	Eguineensis.18124
Dalata.6928	Eguineensis.18125
Dalata.6929	Eguineensis.18126
Dalata.6934	Eguineensis.18131
Dalata.6935	Eguineensis.18128
Dalata.6938	Eguineensis.18169
Dalata.6940	Eguineensis.18164
Dalata.6943	Eguineensis.18152
Dalata.6944	Eguineensis.18161
Dalata.6948	Eguineensis.18137
Dalata.6949	Eguineensis.18138
Dalata.6951	Eguineensis.18151
Dalata.6956	Eguineensis.18192
Dalata.6964	Eguineensis.18174
Dalata.6966	Eguineensis.18182
Dalata.6977	Eguineensis.17938
Dalata.6979	Eguineensis.17934
Dalata.6981	Eguineensis.17930
Dalata.6982	Eguineensis.17928
Dalata.6989	Eguineensis.17919
Dalata.6992	Eguineensis.17916
Dalata.6994	Eguineensis.17914
Dalata.6999	Eguineensis.17908
Dalata.7000	Eguineensis.17905
Dalata.7005	Eguineensis.17901
Dalata.7006	Eguineensis.17900
Dalata.7010	Eguineensis.17887
Dalata.7013	Eguineensis.17881
Dalata.7025	Eguineensis.17945
Dalata.7028	Eguineensis.17948
Dalata.7029	Eguineensis.17950
Dalata.7030	Eguineensis.17952
Dalata.7039	Eguineensis.17966
Dalata.7043	Eguineensis.17969
Dalata.7046	Eguineensis.17972
Dalata.7049	Eguineensis.17977
Dalata.7050	Eguineensis.17981
Dalata.7058	Eguineensis.17997
Dalata.7059	Eguineensis.18004
Dalata.7060	Eguineensis.18005
Dalata.7061	Eguineensis.18006
Dalata.7064	Eguineensis.18007
Dalata.7069	Eguineensis.18014
Dalata.6240	Eguineensis.19714
Dalata.6256	Eguineensis.19729
Dalata.6258	Eguineensis.19734
Dalata.6270	Eguineensis.19755
Dalata.6275	Eguineensis.19765
Dalata.6282	Eguineensis.19772
Dalata.6311	Eguineensis.19793
Dalata.6326	Eguineensis.19818
Dalata.6329	Eguineensis.19810
Dalata.6332	Eguineensis.19805
Dalata.6333	Eguineensis.19804
Dalata.6334	Eguineensis.19803
Dalata.6341	Eguineensis.19820
Dalata.6819	Eguineensis.19591
Dalata.6822	Eguineensis.19598
Dalata.6834	Eguineensis.19606
Dalata.6837	Eguineensis.19603
Dalata.6845	Eguineensis.19624
Dalata.6850	Eguineensis.19631
Dalata.6856	Eguineensis.19635
Dalata.6857	Eguineensis.19636
Dalata.6858	Eguineensis.19637
Dalata.6866	Eguineensis.19646
Dalata.6880	Eguineensis.19669
Dalata.6884	Eguineensis.19674
Dalata.6888	Eguineensis.19678
Dalata.6889	Eguineensis.19679
Dalata.6890	Eguineensis.19680
Dalata.6899	Eguineensis.19683
Dalata.6932	Eguineensis.19486
Dalata.6942	Eguineensis.19473
Dalata.6953	Eguineensis.19456
Dalata.6972	Eguineensis.19450
Dalata.6980	Eguineensis.19401
Dalata.6984	Eguineensis.19406
Dalata.6985	Eguineensis.19407
Dalata.6987	Eguineensis.19409
Dalata.7004	Eguineensis.19423
Dalata.7012	Eguineensis.19430
Dalata.7019	Eguineensis.19436
Dalata.7034	Eguineensis.19389
Dalata.7036	Eguineensis.19387
Dalata.7041	Eguineensis.19382
Dalata.7042	Eguineensis.19381
Dalata.7075	Eguineensis.21172
Dalata.7086	Eguineensis.21175
Dalata.7088	Eguineensis.21179
Dalata.7092	Eguineensis.21180
Dalata.7093	Eguineensis.21183
Dalata.7097	Eguineensis.21188
Dalata.7098	Eguineensis.21189
Dalata.7116	Eguineensis.21192
Dalata.6606	Eguineensis.21259
Dalata.6611	Eguineensis.21258
Dalata.6615	Eguineensis.21256
Dalata.6617	Eguineensis.21255
Dalata.6629	Eguineensis.21237
Dalata.6635	Eguineensis.21232
Dalata.6639	Eguineensis.21234
Dalata.6651	Eguineensis.21218
Dalata.6652	Eguineensis.21216
Dalata.6654	Eguineensis.21214
Dalata.6657	Eguineensis.21211
Dalata.6664	Eguineensis.21199
Dalata.7117	Eguineensis.21376
Dalata.7119	Eguineensis.21374
Dalata.7122	Eguineensis.21364
Dalata.7130	Eguineensis.21357
Dalata.7133	Eguineensis.21352
Dalata.7134	Eguineensis.21350
Dalata.7135	Eguineensis.21349
Dalata.7137	Eguineensis.21347
Dalata.7140	Eguineensis.21343
Dalata.7141	Eguineensis.21341
Dalata.7144	Eguineensis.21336
Dalata.7149	Eguineensis.21332
Dalata.7151	Eguineensis.21331
Dalata.7157	Eguineensis.21320
Dalata.7158	Eguineensis.21319
Dalata.7160	Eguineensis.21318
Dalata.7163	Eguineensis.21317
Dalata.7165	Eguineensis.21316
Dalata.7167	Eguineensis.21315
Dalata.6360	Eguineensis.21954
Dalata.6374	Eguineensis.21950
Dalata.6375	Eguineensis.21949
Dalata.6377	Eguineensis.21948
Dalata.6378	Eguineensis.21947
Dalata.6379	Eguineensis.21943
Dalata.5909	Eguineensis.22389
Dalata.5914	Eguineensis.22383
Dalata.5927	Eguineensis.22402
Dalata.5942	Eguineensis.22415
Dalata.5946	Eguineensis.22410
Dalata.6538	Eguineensis.22780
Dalata.6539	Eguineensis.22781
Dalata.6544	Eguineensis.22784
Dalata.6551	Eguineensis.22787
Dalata.6555	Eguineensis.22792
Dalata.6235	Eguineensis.22990
Dalata.6236	Eguineensis.22992
Dalata.6239	Eguineensis.22996
Dalata.6242	Eguineensis.23000
Dalata.6243	Eguineensis.23001
Dalata.4900	Eguineensis.23740
Dalata.4906	Eguineensis.23736
Dalata.4912	Eguineensis.23731
Dalata.4916	Eguineensis.23723
Dalata.4920	Eguineensis.23716
Dalata.4921	Eguineensis.23715
Dalata.4925	Eguineensis.23710
Dalata.7265	Eguineensis.4480
Dalata.7267	Eguineensis.4475
Dalata.7269	Eguineensis.4470
Dalata.7271	Eguineensis.4467
Dalata.7277	Eguineensis.4452
Dalata.7280	Eguineensis.4448
Dalata.7282	Eguineensis.4442
Dalata.7285	Eguineensis.4435
Dalata.7287	Eguineensis.4430
Dalata.7290	Eguineensis.4421
Dalata.7292	Eguineensis.4413
Dalata.7294	Eguineensis.4408
Dalata.7297	Eguineensis.4399
Dalata.7300	Eguineensis.4366
Dalata.7301	Eguineensis.4368
Dalata.7302	Eguineensis.4369
Dalata.7306	Eguineensis.4376
Dalata.7308	Eguineensis.4380
Dalata.7311	Eguineensis.4385
Dalata.7316	Eguineensis.4390
Dalata.7318	Eguineensis.4387
Dalata.7322	Eguineensis.4353
Dalata.7324	Eguineensis.4348
Dalata.7325	Eguineensis.4346
Dalata.7329	Eguineensis.4333
Dalata.7330	Eguineensis.4328
Dalata.7338	Eguineensis.4323
Dalata.7340	Eguineensis.4318
Dalata.7344	Eguineensis.4312
Dalata.7346	Eguineensis.4309
Dalata.7347	Eguineensis.4307
Dalata.7348	Eguineensis.4306
Dalata.7350	Eguineensis.4304
Dalata.7352	Eguineensis.4302
Dalata.7356	Eguineensis.4295
Dalata.7357	Eguineensis.4293
Dalata.7363	Eguineensis.4279
Dalata.7374	Eguineensis.4266
Dalata.7380	Eguineensis.4261
Dalata.7385	Eguineensis.4253
Dalata.7389	Eguineensis.4245
Dalata.7394	Eguineensis.4237
Dalata.7396	Eguineensis.4235
Dalata.7398	Eguineensis.4231
Dalata.7403	Eguineensis.4224
Dalata.7412	Eguineensis.4215
Dalata.7413	Eguineensis.4214
Dalata.7425	Eguineensis.4173
Dalata.7426	Eguineensis.4174
Dalata.7439	Eguineensis.4197
Dalata.7445	Eguineensis.4194
Dalata.7469	Eguineensis.4169
Dalata.7587	Eguineensis.4127
Dalata.7588	Eguineensis.4131
Dalata.7589	Eguineensis.4133
Dalata.7596	Eguineensis.4139
Dalata.7597	Eguineensis.4141
Dalata.7611	Eguineensis.4151
Dalata.7615	Eguineensis.4114
Dalata.7617	Eguineensis.4113
Dalata.7618	Eguineensis.4112
Dalata.7623	Eguineensis.4107
Dalata.7656	Eguineensis.4181
Dalata.7802	Eguineensis.5567
Dalata.7810	Eguineensis.5604
Dalata.7822	Eguineensis.5586
Dalata.7829	Eguineensis.5576
Dalata.7838	Eguineensis.5561
Dalata.7842	Eguineensis.5607
Dalata.7860	Eguineensis.5539
Dalata.7869	Eguineensis.5529
Dalata.7878	Eguineensis.5520
Dalata.7895	Eguineensis.5506
Dalata.7896	Eguineensis.5505
Dalata.7932	Eguineensis.5583
Dalata.7933	Eguineensis.5585
Dalata.7938	Eguineensis.5597
Dalata.7975	Eguineensis.5628
Dalata.8010	Eguineensis.5642
Dalata.8022	Eguineensis.5627
Dalata.8026	Eguineensis.5619
Dalata.8027	Eguineensis.5616
Dalata.8028	Eguineensis.5614
Dalata.8072	Eguineensis.5308
Dalata.8086	Eguineensis.5322
Dalata.8089	Eguineensis.5326
Dalata.8090	Eguineensis.5327
Dalata.8097	Eguineensis.5335
Dalata.8118	Eguineensis.5911
Dalata.8125	Eguineensis.5901
Dalata.8130	Eguineensis.5895
Dalata.8131	Eguineensis.5893
Dalata.8139	Eguineensis.5824
Dalata.8143	Eguineensis.5835
Dalata.8145	Eguineensis.5839
Dalata.8150	Eguineensis.5847
Dalata.8152	Eguineensis.5849
Dalata.8159	Eguineensis.5860
Dalata.8161	Eguineensis.5871
Dalata.8170	Eguineensis.6053
Dalata.8172	Eguineensis.6039
Dalata.8173	Eguineensis.6038
Dalata.8175	Eguineensis.6032
Dalata.8177	Eguineensis.6030
Dalata.8178	Eguineensis.6031
Dalata.8182	Eguineensis.6025
Dalata.8184	Eguineensis.6023
Dalata.8185	Eguineensis.6020
Dalata.8188	Eguineensis.6012
Dalata.8193	Eguineensis.5998
Dalata.8196	Eguineensis.6004
Dalata.8200	Eguineensis.5996
Dalata.8204	Eguineensis.5981
Dalata.8214	Eguineensis.5980
Dalata.8216	Eguineensis.5979
Dalata.8221	Eguineensis.5968
Dalata.8222	Eguineensis.5966
Dalata.8223	Eguineensis.5965
Dalata.8224	Eguineensis.5961
Dalata.8225	Eguineensis.5956
Dalata.8226	Eguineensis.5947
Dalata.8227	Eguineensis.5946
Dalata.7736	Eguineensis.8869
Dalata.7739	Eguineensis.8870
Dalata.7743	Eguineensis.8904
Dalata.7752	Eguineensis.8876
Dalata.7762	Eguineensis.8882
Dalata.7781	Eguineensis.8912
Dalata.7793	Eguineensis.8918
Dalata.7817	Eguineensis.11447
Dalata.7821	Eguineensis.11443
Dalata.7823	Eguineensis.11440
Dalata.7830	Eguineensis.11435
Dalata.7833	Eguineensis.11431
Dalata.7844	Eguineensis.11423
Dalata.7856	Eguineensis.11418
Dalata.7857	Eguineensis.11416
Dalata.7858	Eguineensis.11415
Dalata.7859	Eguineensis.11413
Dalata.7881	Eguineensis.11393
Dalata.7323	Eguineensis.14672
Dalata.7339	Eguineensis.14700
Dalata.7341	Eguineensis.14699
Dalata.7354	Eguineensis.14705
Dalata.7355	Eguineensis.14704
Dalata.7358	Eguineensis.14708
Dalata.7361	Eguineensis.14717
Dalata.7362	Eguineensis.14718
Dalata.7368	Eguineensis.14727
Dalata.7373	Eguineensis.14732
Dalata.7384	Eguineensis.14740
Dalata.7386	Eguineensis.14744
Dalata.7388	Eguineensis.14747
Dalata.7392	Eguineensis.14756
Dalata.7393	Eguineensis.14757
Dalata.7400	Eguineensis.14768
Dalata.7410	Eguineensis.14783
Dalata.7420	Eguineensis.14800
Dalata.7468	Eguineensis.14810
Dalata.7716	Eguineensis.14569
Dalata.7718	Eguineensis.14570
Dalata.7721	Eguineensis.14571
Dalata.7749	Eguineensis.14552
Dalata.7750	Eguineensis.14550
Dalata.7751	Eguineensis.14549
Dalata.7761	Eguineensis.14546
Dalata.7767	Eguineensis.14538
Dalata.7769	Eguineensis.14536
Dalata.7770	Eguineensis.14537
Dalata.7782	Eguineensis.14533
Dalata.8029	Eguineensis.15250
Dalata.8032	Eguineensis.15254
Dalata.8039	Eguineensis.15234
Dalata.8044	Eguineensis.15245
Dalata.8047	Eguineensis.15246
Dalata.8051	Eguineensis.15228
Dalata.8054	Eguineensis.15224
Dalata.8055	Eguineensis.15222
Dalata.8060	Eguineensis.15217
Dalata.8062	Eguineensis.15213
Dalata.8065	Eguineensis.15210
Dalata.8068	Eguineensis.15207
Dalata.8070	Eguineensis.15204
Dalata.8082	Eguineensis.15190
Dalata.8094	Eguineensis.15175
Dalata.8095	Eguineensis.15174
Dalata.8096	Eguineensis.15173
Dalata.8119	Eguineensis.15143
Dalata.8124	Eguineensis.15134
Dalata.8127	Eguineensis.15132
Dalata.8128	Eguineensis.15131
Dalata.8129	Eguineensis.15130
Dalata.8132	Eguineensis.15129
Dalata.8134	Eguineensis.15122
Dalata.8141	Eguineensis.15112
Dalata.8144	Eguineensis.15110
Dalata.8155	Eguineensis.15100
Dalata.8156	Eguineensis.15099
Dalata.8162	Eguineensis.15093
Dalata.8176	Eguineensis.15081
Dalata.8199	Eguineensis.15057
Dalata.8201	Eguineensis.15053
Dalata.8215	Eguineensis.15046
Dalata.8220	Eguineensis.15040
Dalata.7272	Eguineensis.20697
Dalata.7273	Eguineensis.20698
Dalata.7284	Eguineensis.20706
Dalata.7295	Eguineensis.20716
Dalata.7304	Eguineensis.20731
Dalata.7307	Eguineensis.20727
Dalata.7314	Eguineensis.20720
Dalata.7317	Eguineensis.20721
Dalata.7590	Eguineensis.20852
Dalata.7599	Eguineensis.20860
Dalata.7600	Eguineensis.20862
Dalata.7612	Eguineensis.20866
Dalata.7622	Eguineensis.20835
Dalata.7629	Eguineensis.20825
Dalata.7631	Eguineensis.20822
Dalata.7644	Eguineensis.20815
Dalata.7647	Eguineensis.20817
Dalata.7652	Eguineensis.20814
Dalata.7654	Eguineensis.20811
Dalata.7663	Eguineensis.20803
Dalata.7665	Eguineensis.20802
Dalata.7942	Eguineensis.21426
Dalata.7943	Eguineensis.21425
Dalata.7945	Eguineensis.21419
Dalata.7946	Eguineensis.21418
Dalata.7958	Eguineensis.21416
Dalata.7959	Eguineensis.21414
Dalata.7964	Eguineensis.21411
Dalata.7965	Eguineensis.21410
Dalata.7971	Eguineensis.21405
Dalata.7976	Eguineensis.21401
Dalata.7980	Eguineensis.21393
Dalata.7982	Eguineensis.21390
Dalata.7985	Eguineensis.21383
Dalata.7994	Eguineensis.21379
Dalata.7996	Eguineensis.21381
Dalata.7515	Eguineensis.23324
Dalata.7516	Eguineensis.23323
Dalata.7563	Eguineensis.23314
Dalata.7565	Eguineensis.23313
Dalata.7571	Eguineensis.23310
Dalata.7577	Eguineensis.23308
Dalata.7578	Eguineensis.23309
Dalata.8235	Eguineensis.2341
Dalata.8236	Eguineensis.2342
Dalata.8238	Eguineensis.2343
Dalata.8240	Eguineensis.2345
Dalata.8242	Eguineensis.2349
Dalata.8244	Eguineensis.2350
Dalata.8246	Eguineensis.2356
Dalata.8247	Eguineensis.2357
Dalata.8255	Eguineensis.2363
Dalata.8259	Eguineensis.2366
Dalata.8260	Eguineensis.2367
Dalata.8262	Eguineensis.2368
Dalata.8271	Eguineensis.2377
Dalata.8663	Eguineensis.2799
Dalata.8664	Eguineensis.2801
Dalata.8665	Eguineensis.2802
Dalata.8667	Eguineensis.2803
Dalata.8668	Eguineensis.2804
Dalata.8670	Eguineensis.2807
Dalata.8677	Eguineensis.2810
Dalata.8307	Eguineensis.8404
Dalata.8308	Eguineensis.8408
Dalata.8309	Eguineensis.8406
Dalata.8311	Eguineensis.8413
Dalata.8315	Eguineensis.8417
Dalata.8316	Eguineensis.8421
Dalata.8317	Eguineensis.8419
Dalata.8320	Eguineensis.8422
Dalata.8322	Eguineensis.8428
Dalata.8323	Eguineensis.8429
Dalata.8325	Eguineensis.8430
Dalata.8329	Eguineensis.8433
Dalata.8331	Eguineensis.8434
Dalata.8335	Eguineensis.8439
Dalata.8354	Eguineensis.8456
Dalata.8355	Eguineensis.8461
Dalata.8356	Eguineensis.8462
Dalata.8361	Eguineensis.8467
Dalata.8363	Eguineensis.8470
Dalata.8364	Eguineensis.8471
Dalata.8365	Eguineensis.8473
Dalata.8368	Eguineensis.8477
Dalata.8369	Eguineensis.8478
Dalata.8370	Eguineensis.8479
Dalata.8384	Eguineensis.8484
Dalata.8385	Eguineensis.8483
Dalata.8387	Eguineensis.8486
Dalata.8388	Eguineensis.8487
Dalata.8393	Eguineensis.8488
Dalata.8399	Eguineensis.8493
Dalata.8400	Eguineensis.8541
Dalata.8444	Eguineensis.8524
Dalata.8447	Eguineensis.8517
Dalata.8449	Eguineensis.8516
Dalata.8450	Eguineensis.8513
Dalata.8480	Eguineensis.8498
Dalata.8481	Eguineensis.8497
Dalata.8485	Eguineensis.8536
Dalata.8494	Eguineensis.8551
Dalata.8495	Eguineensis.8553
Dalata.8496	Eguineensis.8554
Dalata.8499	Eguineensis.8556
Dalata.8501	Eguineensis.8557
Dalata.8505	Eguineensis.8565
Dalata.8511	Eguineensis.8579
Dalata.8514	Eguineensis.8581
Dalata.8515	Eguineensis.8582
Dalata.8517	Eguineensis.8583
Dalata.8518	Eguineensis.8584
Dalata.8522	Eguineensis.8589
Dalata.8523	Eguineensis.8590
Dalata.8525	Eguineensis.8591
Dalata.8537	Eguineensis.8598
Dalata.8541	Eguineensis.8606
Dalata.8544	Eguineensis.8607
Dalata.8564	Eguineensis.8612
Dalata.8578	Eguineensis.8617
Dalata.8581	Eguineensis.8620
Dalata.8586	Eguineensis.8625
Dalata.8590	Eguineensis.8626
Dalata.8598	Eguineensis.8641
Dalata.8601	Eguineensis.8650
Dalata.8602	Eguineensis.8653
Dalata.8605	Eguineensis.8655
Dalata.8606	Eguineensis.8654
Dalata.8612	Eguineensis.8658
Dalata.8616	Eguineensis.8664
Dalata.8624	Eguineensis.8662
Dalata.8638	Eguineensis.8676
Dalata.8642	Eguineensis.8687
Dalata.8644	Eguineensis.8688
Dalata.8648	Eguineensis.8691
Dalata.8842	Eguineensis.8733
Dalata.8848	Eguineensis.8729
Dalata.8879	Eguineensis.8721
Dalata.8883	Eguineensis.8712
Dalata.8894	Eguineensis.8695
Dalata.8895	Eguineensis.8696
Dalata.8896	Eguineensis.8701
Dalata.9075	Eguineensis.8915
Dalata.9082	Eguineensis.8947
Dalata.9087	Eguineensis.8950
Dalata.9089	Eguineensis.8956
Dalata.9090	Eguineensis.8957
Dalata.9154	Eguineensis.8385
Dalata.9161	Eguineensis.8379
Dalata.9166	Eguineensis.8375
Dalata.9168	Eguineensis.8373
Dalata.9171	Eguineensis.8372
Dalata.9172	Eguineensis.8370
Dalata.9173	Eguineensis.8368
Dalata.9175	Eguineensis.8366
Dalata.9176	Eguineensis.8365
Dalata.9177	Eguineensis.8364
Dalata.9187	Eguineensis.8351
Dalata.9189	Eguineensis.8350
Dalata.9191	Eguineensis.8346
Dalata.9193	Eguineensis.8345
Dalata.9194	Eguineensis.8343
Dalata.9196	Eguineensis.8338
Dalata.9203	Eguineensis.8324
Dalata.9212	Eguineensis.8315
Dalata.9213	Eguineensis.8312
Dalata.9214	Eguineensis.8310
Dalata.9215	Eguineensis.8308
Dalata.9216	Eguineensis.8307
Dalata.9217	Eguineensis.8306
Dalata.9219	Eguineensis.8305
Dalata.9220	Eguineensis.8304
Dalata.9230	Eguineensis.8191
Dalata.9232	Eguineensis.8194
Dalata.9235	Eguineensis.8197
Dalata.9237	Eguineensis.8202
Dalata.9238	Eguineensis.8203
Dalata.9245	Eguineensis.8217
Dalata.9254	Eguineensis.8230
Dalata.9255	Eguineensis.8235
Dalata.9261	Eguineensis.8248
Dalata.9262	Eguineensis.8250
Dalata.9268	Eguineensis.8253
Dalata.9271	Eguineensis.8255
Dalata.9276	Eguineensis.8263
Dalata.9279	Eguineensis.8267
Dalata.9282	Eguineensis.8270
Dalata.9283	Eguineensis.8271
Dalata.9284	Eguineensis.8273
Dalata.9290	Eguineensis.8280
Dalata.9291	Eguineensis.8281
Dalata.9293	Eguineensis.8283
Dalata.9295	Eguineensis.8284
Dalata.9297	Eguineensis.8286
Dalata.9304	Eguineensis.8094
Dalata.9310	Eguineensis.8086
Dalata.9315	Eguineensis.8082
Dalata.9316	Eguineensis.8081
Dalata.9317	Eguineensis.8080
Dalata.9323	Eguineensis.8069
Dalata.9325	Eguineensis.8062
Dalata.9328	Eguineensis.8059
Dalata.9336	Eguineensis.8103
