Dalata.4	Dzingiberensis.15593
Dalata.6470	Dzingiberensis.19593
Dalata.6471	Dzingiberensis.19594
Dalata.6472	Dzingiberensis.19595
Dalata.6473	Dzingiberensis.19596
Dalata.6474	Dzingiberensis.19600
Dalata.6475	Dzingiberensis.19601
Dalata.6476	Dzingiberensis.19604
Dalata.6477	Dzingiberensis.19605
Dalata.6478	Dzingiberensis.19606
Dalata.6479	Dzingiberensis.19607
Dalata.6480	Dzingiberensis.19608
Dalata.6481	Dzingiberensis.19609
Dalata.6482	Dzingiberensis.19611
Dalata.6483	Dzingiberensis.19612
Dalata.6484	Dzingiberensis.19613
Dalata.6486	Dzingiberensis.19615
Dalata.6487	Dzingiberensis.19616
Dalata.6488	Dzingiberensis.19617
Dalata.6489	Dzingiberensis.19618
Dalata.6490	Dzingiberensis.19619
Dalata.6491	Dzingiberensis.19620
Dalata.6492	Dzingiberensis.19621
Dalata.6493	Dzingiberensis.19622
Dalata.6494	Dzingiberensis.19623
Dalata.6494	Dzingiberensis.19624
Dalata.6495	Dzingiberensis.19625
Dalata.6498	Dzingiberensis.19629
Dalata.6499	Dzingiberensis.19632
Dalata.6500	Dzingiberensis.19633
Dalata.6501	Dzingiberensis.19641
Dalata.6503	Dzingiberensis.19639
Dalata.6504	Dzingiberensis.19638
Dalata.6505	Dzingiberensis.19637
Dalata.6506	Dzingiberensis.19636
Dalata.6507	Dzingiberensis.19635
Dalata.6508	Dzingiberensis.19634
Dalata.6509	Dzingiberensis.19643
Dalata.6510	Dzingiberensis.19644
Dalata.6511	Dzingiberensis.19645
Dalata.6512	Dzingiberensis.19646
Dalata.6513	Dzingiberensis.19647
Dalata.6514	Dzingiberensis.19648
Dalata.6515	Dzingiberensis.19649
Dalata.6516	Dzingiberensis.19650
Dalata.6517	Dzingiberensis.19651
Dalata.6518	Dzingiberensis.19653
Dalata.6519	Dzingiberensis.19654
Dalata.6520	Dzingiberensis.19656
Dalata.6521	Dzingiberensis.19657
Dalata.6522	Dzingiberensis.19658
Dalata.6523	Dzingiberensis.19659
Dalata.6524	Dzingiberensis.19660
Dalata.6525	Dzingiberensis.19661
Dalata.6526	Dzingiberensis.19662
Dalata.6527	Dzingiberensis.19663
Dalata.6528	Dzingiberensis.19664
Dalata.6529	Dzingiberensis.19665
Dalata.6530	Dzingiberensis.19666
Dalata.6531	Dzingiberensis.19667
Dalata.6532	Dzingiberensis.19668
Dalata.6533	Dzingiberensis.19669
Dalata.6534	Dzingiberensis.19670
Dalata.6534	Dzingiberensis.19671
Dalata.6535	Dzingiberensis.19672
Dalata.6536	Dzingiberensis.19673
Dalata.6537	Dzingiberensis.19674
Dalata.6538	Dzingiberensis.19675
Dalata.6539	Dzingiberensis.19676
Dalata.6540	Dzingiberensis.19677
Dalata.6541	Dzingiberensis.19679
Dalata.6542	Dzingiberensis.19680
Dalata.6543	Dzingiberensis.19682
Dalata.6544	Dzingiberensis.19683
Dalata.6545	Dzingiberensis.19684
Dalata.6545	Dzingiberensis.19685
Dalata.6546	Dzingiberensis.19686
Dalata.6547	Dzingiberensis.19687
Dalata.6548	Dzingiberensis.19688
Dalata.6550	Dzingiberensis.19689
Dalata.6551	Dzingiberensis.19690
Dalata.6552	Dzingiberensis.19691
Dalata.6554	Dzingiberensis.19693
Dalata.6556	Dzingiberensis.19681
Dalata.6557	Dzingiberensis.19695
Dalata.6558	Dzingiberensis.19696
Dalata.6559	Dzingiberensis.19697
Dalata.6560	Dzingiberensis.19698
Dalata.6561	Dzingiberensis.19699
Dalata.6562	Dzingiberensis.19700
Dalata.6563	Dzingiberensis.19703
Dalata.6564	Dzingiberensis.19704
Dalata.6565	Dzingiberensis.19705
Dalata.6566	Dzingiberensis.19706
Dalata.6567	Dzingiberensis.19707
Dalata.6568	Dzingiberensis.19708
Dalata.6569	Dzingiberensis.19709
Dalata.6570	Dzingiberensis.19710
Dalata.6571	Dzingiberensis.19711
Dalata.6572	Dzingiberensis.19712
Dalata.6573	Dzingiberensis.19714
Dalata.6574	Dzingiberensis.19715
Dalata.6575	Dzingiberensis.19716
Dalata.6576	Dzingiberensis.19717
Dalata.6577	Dzingiberensis.19718
Dalata.6578	Dzingiberensis.19719
Dalata.6579	Dzingiberensis.19720
Dalata.6580	Dzingiberensis.19727
Dalata.6581	Dzingiberensis.19728
Dalata.6582	Dzingiberensis.19729
Dalata.6585	Dzingiberensis.19731
Dalata.6586	Dzingiberensis.19732
Dalata.6588	Dzingiberensis.19735
Dalata.6589	Dzingiberensis.19736
Dalata.6590	Dzingiberensis.19737
Dalata.6591	Dzingiberensis.19738
Dalata.6592	Dzingiberensis.19740
Dalata.6593	Dzingiberensis.19741
Dalata.6595	Dzingiberensis.19743
Dalata.6596	Dzingiberensis.19744
Dalata.6597	Dzingiberensis.19745
Dalata.6599	Dzingiberensis.19746
Dalata.6600	Dzingiberensis.19747
Dalata.6601	Dzingiberensis.19748
Dalata.6602	Dzingiberensis.19749
Dalata.6603	Dzingiberensis.19750
Dalata.6604	Dzingiberensis.19751
Dalata.6605	Dzingiberensis.19752
Dalata.6606	Dzingiberensis.19753
Dalata.6607	Dzingiberensis.19754
Dalata.6608	Dzingiberensis.19755
Dalata.6609	Dzingiberensis.19756
Dalata.6610	Dzingiberensis.19757
Dalata.6611	Dzingiberensis.19758
Dalata.6612	Dzingiberensis.19759
Dalata.6613	Dzingiberensis.19760
Dalata.6614	Dzingiberensis.19761
Dalata.6615	Dzingiberensis.19762
Dalata.6616	Dzingiberensis.19763
Dalata.6617	Dzingiberensis.19764
Dalata.6618	Dzingiberensis.19765
Dalata.6619	Dzingiberensis.19766
Dalata.6620	Dzingiberensis.19767
Dalata.6621	Dzingiberensis.19768
Dalata.6622	Dzingiberensis.19769
Dalata.6623	Dzingiberensis.19770
Dalata.6624	Dzingiberensis.19771
Dalata.6625	Dzingiberensis.19772
Dalata.6626	Dzingiberensis.19773
Dalata.6627	Dzingiberensis.19774
Dalata.6628	Dzingiberensis.19775
Dalata.6629	Dzingiberensis.19776
Dalata.6630	Dzingiberensis.19777
Dalata.6631	Dzingiberensis.19778
Dalata.6633	Dzingiberensis.19779
Dalata.6634	Dzingiberensis.19780
Dalata.6635	Dzingiberensis.19782
Dalata.6636	Dzingiberensis.19784
Dalata.6637	Dzingiberensis.19785
Dalata.6639	Dzingiberensis.19790
Dalata.6640	Dzingiberensis.19791
Dalata.6641	Dzingiberensis.19792
Dalata.6642	Dzingiberensis.19793
Dalata.6643	Dzingiberensis.19794
Dalata.6644	Dzingiberensis.19795
Dalata.6645	Dzingiberensis.19796
Dalata.6646	Dzingiberensis.19797
Dalata.6647	Dzingiberensis.19798
Dalata.6648	Dzingiberensis.19799
Dalata.6650	Dzingiberensis.19800
Dalata.6651	Dzingiberensis.19801
Dalata.6652	Dzingiberensis.19802
Dalata.6653	Dzingiberensis.19803
Dalata.6654	Dzingiberensis.19804
Dalata.6655	Dzingiberensis.19805
Dalata.6656	Dzingiberensis.19806
Dalata.6657	Dzingiberensis.19807
Dalata.6658	Dzingiberensis.19808
Dalata.6659	Dzingiberensis.19809
Dalata.6660	Dzingiberensis.19810
Dalata.6661	Dzingiberensis.19811
Dalata.6662	Dzingiberensis.19812
Dalata.6663	Dzingiberensis.19813
Dalata.6664	Dzingiberensis.19814
Dalata.6665	Dzingiberensis.19815
Dalata.6666	Dzingiberensis.19817
Dalata.6668	Dzingiberensis.19818
Dalata.6669	Dzingiberensis.19819
Dalata.6670	Dzingiberensis.19820
Dalata.6671	Dzingiberensis.19821
Dalata.6672	Dzingiberensis.19822
Dalata.6674	Dzingiberensis.19823
Dalata.6675	Dzingiberensis.19824
Dalata.6676	Dzingiberensis.19825
Dalata.6677	Dzingiberensis.19826
Dalata.6678	Dzingiberensis.19827
Dalata.6679	Dzingiberensis.19828
Dalata.6680	Dzingiberensis.19829
Dalata.6681	Dzingiberensis.19830
Dalata.6682	Dzingiberensis.19831
Dalata.6683	Dzingiberensis.19832
Dalata.6684	Dzingiberensis.19833
Dalata.6685	Dzingiberensis.19834
Dalata.6688	Dzingiberensis.19836
Dalata.6689	Dzingiberensis.19846
Dalata.6690	Dzingiberensis.19841
Dalata.6691	Dzingiberensis.19843
Dalata.6692	Dzingiberensis.19845
Dalata.6693	Dzingiberensis.19847
Dalata.6694	Dzingiberensis.19850
Dalata.6694	Dzingiberensis.19848
Dalata.6694	Dzingiberensis.19849
Dalata.6698	Dzingiberensis.19851
Dalata.6699	Dzingiberensis.19852
Dalata.6700	Dzingiberensis.19853
Dalata.6701	Dzingiberensis.19854
Dalata.6701	Dzingiberensis.19855
Dalata.6702	Dzingiberensis.19856
Dalata.6703	Dzingiberensis.19857
Dalata.6704	Dzingiberensis.19858
Dalata.6705	Dzingiberensis.19859
Dalata.6706	Dzingiberensis.19860
Dalata.6708	Dzingiberensis.19862
Dalata.6709	Dzingiberensis.19863
Dalata.6710	Dzingiberensis.19864
Dalata.6711	Dzingiberensis.19865
Dalata.6712	Dzingiberensis.19866
Dalata.6713	Dzingiberensis.19867
Dalata.6715	Dzingiberensis.19870
Dalata.6716	Dzingiberensis.19871
Dalata.6717	Dzingiberensis.19872
Dalata.6718	Dzingiberensis.19873
Dalata.6719	Dzingiberensis.19874
Dalata.6720	Dzingiberensis.19875
Dalata.6721	Dzingiberensis.19876
Dalata.6723	Dzingiberensis.19877
Dalata.6724	Dzingiberensis.19878
Dalata.6725	Dzingiberensis.19879
Dalata.6725	Dzingiberensis.19880
Dalata.6727	Dzingiberensis.19882
Dalata.6727	Dzingiberensis.19883
Dalata.6730	Dzingiberensis.19882
Dalata.6730	Dzingiberensis.19883
Dalata.6731	Dzingiberensis.19885
Dalata.6731	Dzingiberensis.19886
Dalata.6732	Dzingiberensis.19887
Dalata.6733	Dzingiberensis.19888
Dalata.6734	Dzingiberensis.19889
Dalata.6736	Dzingiberensis.19890
Dalata.6735	Dzingiberensis.19891
Dalata.6737	Dzingiberensis.19892
Dalata.6738	Dzingiberensis.19893
Dalata.6739	Dzingiberensis.19894
Dalata.6740	Dzingiberensis.19895
Dalata.6741	Dzingiberensis.19896
Dalata.6742	Dzingiberensis.19897
Dalata.6743	Dzingiberensis.19898
Dalata.6744	Dzingiberensis.19899
Dalata.6745	Dzingiberensis.19900
Dalata.6746	Dzingiberensis.19901
Dalata.6749	Dzingiberensis.19903
Dalata.6752	Dzingiberensis.19904
Dalata.6754	Dzingiberensis.19906
Dalata.6755	Dzingiberensis.19907
Dalata.6758	Dzingiberensis.19910
Dalata.6759	Dzingiberensis.19911
Dalata.6760	Dzingiberensis.19912
Dalata.6761	Dzingiberensis.19913
Dalata.6762	Dzingiberensis.19914
Dalata.6764	Dzingiberensis.19917
Dalata.6767	Dzingiberensis.19919
Dalata.6768	Dzingiberensis.19920
Dalata.6771	Dzingiberensis.19923
Dalata.6772	Dzingiberensis.19924
Dalata.6773	Dzingiberensis.19925
Dalata.6774	Dzingiberensis.19926
Dalata.6775	Dzingiberensis.19927
Dalata.6776	Dzingiberensis.19928
Dalata.6776	Dzingiberensis.19929
Dalata.6777	Dzingiberensis.19930
Dalata.6779	Dzingiberensis.19932
Dalata.6780	Dzingiberensis.19933
Dalata.6781	Dzingiberensis.19934
Dalata.6783	Dzingiberensis.19936
Dalata.6785	Dzingiberensis.19937
Dalata.6786	Dzingiberensis.19938
Dalata.6787	Dzingiberensis.19939
Dalata.6788	Dzingiberensis.19940
Dalata.6789	Dzingiberensis.19941
Dalata.6790	Dzingiberensis.19942
Dalata.6791	Dzingiberensis.19943
Dalata.6792	Dzingiberensis.19944
Dalata.6793	Dzingiberensis.19945
Dalata.6794	Dzingiberensis.19946
Dalata.6795	Dzingiberensis.19947
Dalata.6796	Dzingiberensis.19948
Dalata.6797	Dzingiberensis.19949
Dalata.6799	Dzingiberensis.19951
Dalata.6800	Dzingiberensis.19952
Dalata.6801	Dzingiberensis.19953
Dalata.6801	Dzingiberensis.19954
Dalata.6804	Dzingiberensis.19955
Dalata.6806	Dzingiberensis.19956
Dalata.6807	Dzingiberensis.19957
Dalata.6808	Dzingiberensis.19959
Dalata.6809	Dzingiberensis.19960
Dalata.6810	Dzingiberensis.19961
Dalata.6811	Dzingiberensis.19962
Dalata.6812	Dzingiberensis.19963
Dalata.6813	Dzingiberensis.19964
Dalata.6815	Dzingiberensis.19967
Dalata.6817	Dzingiberensis.19969
Dalata.6818	Dzingiberensis.19970
Dalata.6819	Dzingiberensis.19971
Dalata.6820	Dzingiberensis.19972
Dalata.6821	Dzingiberensis.19973
Dalata.6822	Dzingiberensis.19974
Dalata.6823	Dzingiberensis.19975
Dalata.6825	Dzingiberensis.19976
Dalata.6827	Dzingiberensis.19978
Dalata.6828	Dzingiberensis.19979
Dalata.6829	Dzingiberensis.19980
Dalata.6830	Dzingiberensis.19981
Dalata.6831	Dzingiberensis.19982
Dalata.6832	Dzingiberensis.19983
Dalata.6833	Dzingiberensis.19984
Dalata.6834	Dzingiberensis.19985
Dalata.6835	Dzingiberensis.19986
Dalata.6836	Dzingiberensis.19987
Dalata.6837	Dzingiberensis.19988
Dalata.6838	Dzingiberensis.19989
Dalata.6840	Dzingiberensis.19991
Dalata.6841	Dzingiberensis.19992
Dalata.6841	Dzingiberensis.19993
Dalata.6842	Dzingiberensis.19994
Dalata.6843	Dzingiberensis.19995
Dalata.6844	Dzingiberensis.19996
Dalata.6845	Dzingiberensis.19997
Dalata.6846	Dzingiberensis.19998
Dalata.6848	Dzingiberensis.20000
Dalata.6849	Dzingiberensis.20001
Dalata.6850	Dzingiberensis.20002
Dalata.6851	Dzingiberensis.20003
Dalata.6852	Dzingiberensis.20004
Dalata.6853	Dzingiberensis.20005
Dalata.6854	Dzingiberensis.20006
Dalata.6855	Dzingiberensis.20007
Dalata.6856	Dzingiberensis.20008
Dalata.6857	Dzingiberensis.20009
Dalata.6858	Dzingiberensis.20010
Dalata.6859	Dzingiberensis.20011
Dalata.6859	Dzingiberensis.20012
Dalata.6861	Dzingiberensis.20014
Dalata.6862	Dzingiberensis.20015
Dalata.6864	Dzingiberensis.20018
Dalata.6865	Dzingiberensis.20019
Dalata.6866	Dzingiberensis.20020
Dalata.6867	Dzingiberensis.20021
Dalata.6868	Dzingiberensis.20022
Dalata.6869	Dzingiberensis.20023
Dalata.6870	Dzingiberensis.20024
Dalata.6871	Dzingiberensis.20025
Dalata.6872	Dzingiberensis.20026
Dalata.6873	Dzingiberensis.20027
Dalata.6874	Dzingiberensis.20028
Dalata.6875	Dzingiberensis.20029
Dalata.6876	Dzingiberensis.20030
Dalata.6877	Dzingiberensis.20031
Dalata.6878	Dzingiberensis.20032
Dalata.6879	Dzingiberensis.20033
Dalata.6880	Dzingiberensis.20034
Dalata.6881	Dzingiberensis.20036
Dalata.6882	Dzingiberensis.20037
Dalata.6883	Dzingiberensis.20051
Dalata.6884	Dzingiberensis.20047
Dalata.6885	Dzingiberensis.20046
Dalata.6886	Dzingiberensis.20045
Dalata.6888	Dzingiberensis.20043
Dalata.6889	Dzingiberensis.20042
Dalata.6890	Dzingiberensis.20041
Dalata.6891	Dzingiberensis.20040
Dalata.6892	Dzingiberensis.20038
Dalata.6893	Dzingiberensis.20052
Dalata.6894	Dzingiberensis.20053
Dalata.6896	Dzingiberensis.20054
Dalata.6896	Dzingiberensis.20055
Dalata.6899	Dzingiberensis.20056
Dalata.6901	Dzingiberensis.20057
Dalata.6902	Dzingiberensis.20058
Dalata.6904	Dzingiberensis.20059
Dalata.6905	Dzingiberensis.20060
Dalata.6906	Dzingiberensis.20061
Dalata.6907	Dzingiberensis.20062
Dalata.6908	Dzingiberensis.20063
Dalata.6909	Dzingiberensis.20064
Dalata.6910	Dzingiberensis.20065
Dalata.6911	Dzingiberensis.20066
Dalata.6912	Dzingiberensis.20067
Dalata.6913	Dzingiberensis.20068
Dalata.6915	Dzingiberensis.20069
Dalata.6916	Dzingiberensis.20070
Dalata.6917	Dzingiberensis.20071
Dalata.6918	Dzingiberensis.20072
Dalata.6919	Dzingiberensis.20073
Dalata.6922	Dzingiberensis.20076
Dalata.6923	Dzingiberensis.20077
Dalata.6924	Dzingiberensis.20078
Dalata.6925	Dzingiberensis.20079
Dalata.6926	Dzingiberensis.20080
Dalata.6927	Dzingiberensis.20081
Dalata.6928	Dzingiberensis.20082
Dalata.6929	Dzingiberensis.20084
Dalata.6931	Dzingiberensis.20091
Dalata.6932	Dzingiberensis.20090
Dalata.6934	Dzingiberensis.20089
Dalata.6935	Dzingiberensis.20088
Dalata.6936	Dzingiberensis.20087
Dalata.6937	Dzingiberensis.20104
Dalata.6938	Dzingiberensis.20103
Dalata.6940	Dzingiberensis.20102
Dalata.6941	Dzingiberensis.20101
Dalata.6942	Dzingiberensis.20100
Dalata.6943	Dzingiberensis.20099
Dalata.6944	Dzingiberensis.20098
Dalata.6945	Dzingiberensis.20097
Dalata.6947	Dzingiberensis.20096
Dalata.6948	Dzingiberensis.20095
Dalata.6949	Dzingiberensis.20094
Dalata.6950	Dzingiberensis.20093
Dalata.6951	Dzingiberensis.20092
Dalata.6952	Dzingiberensis.20125
Dalata.6953	Dzingiberensis.20124
Dalata.6954	Dzingiberensis.20123
Dalata.6955	Dzingiberensis.20121
Dalata.6956	Dzingiberensis.20117
Dalata.6957	Dzingiberensis.20115
Dalata.6957	Dzingiberensis.20116
Dalata.6958	Dzingiberensis.20113
Dalata.6958	Dzingiberensis.20114
Dalata.6959	Dzingiberensis.20111
Dalata.6959	Dzingiberensis.20112
Dalata.6960	Dzingiberensis.20127
Dalata.6961	Dzingiberensis.20105
Dalata.6961	Dzingiberensis.20106
Dalata.6964	Dzingiberensis.20107
Dalata.6965	Dzingiberensis.20109
Dalata.6966	Dzingiberensis.20110
Dalata.6967	Dzingiberensis.20111
Dalata.6967	Dzingiberensis.20112
Dalata.6968	Dzingiberensis.20113
Dalata.6968	Dzingiberensis.20114
Dalata.6969	Dzingiberensis.20115
Dalata.6969	Dzingiberensis.20116
Dalata.6971	Dzingiberensis.20105
Dalata.6971	Dzingiberensis.20106
Dalata.6972	Dzingiberensis.20126
Dalata.6973	Dzingiberensis.20128
Dalata.6975	Dzingiberensis.20130
Dalata.6976	Dzingiberensis.20131
Dalata.6977	Dzingiberensis.20200
Dalata.6978	Dzingiberensis.20199
Dalata.6979	Dzingiberensis.20198
Dalata.6980	Dzingiberensis.20197
Dalata.6981	Dzingiberensis.20196
Dalata.6982	Dzingiberensis.20194
Dalata.6983	Dzingiberensis.20192
Dalata.6984	Dzingiberensis.20191
Dalata.6985	Dzingiberensis.20190
Dalata.6986	Dzingiberensis.20189
Dalata.6987	Dzingiberensis.20188
Dalata.6988	Dzingiberensis.20187
Dalata.6989	Dzingiberensis.20186
Dalata.6990	Dzingiberensis.20185
Dalata.6992	Dzingiberensis.20183
Dalata.6992	Dzingiberensis.20184
Dalata.6994	Dzingiberensis.20181
Dalata.6995	Dzingiberensis.20180
Dalata.6996	Dzingiberensis.20179
Dalata.6997	Dzingiberensis.20178
Dalata.6998	Dzingiberensis.20177
Dalata.6999	Dzingiberensis.20176
Dalata.7000	Dzingiberensis.20175
Dalata.7001	Dzingiberensis.20173
Dalata.7004	Dzingiberensis.20172
Dalata.7005	Dzingiberensis.20171
Dalata.7006	Dzingiberensis.20170
Dalata.7007	Dzingiberensis.20169
Dalata.7008	Dzingiberensis.20168
Dalata.7009	Dzingiberensis.20167
Dalata.7010	Dzingiberensis.20153
Dalata.7010	Dzingiberensis.20154
Dalata.7010	Dzingiberensis.20155
Dalata.7010	Dzingiberensis.20156
Dalata.7010	Dzingiberensis.20157
Dalata.7010	Dzingiberensis.20158
Dalata.7010	Dzingiberensis.20159
Dalata.7011	Dzingiberensis.20149
Dalata.7012	Dzingiberensis.20147
Dalata.7013	Dzingiberensis.20146
Dalata.7014	Dzingiberensis.20145
Dalata.7015	Dzingiberensis.20144
Dalata.7016	Dzingiberensis.20142
Dalata.7017	Dzingiberensis.20141
Dalata.7018	Dzingiberensis.20138
Dalata.7019	Dzingiberensis.20136
Dalata.7020	Dzingiberensis.20135
Dalata.7021	Dzingiberensis.20134
Dalata.7022	Dzingiberensis.20133
Dalata.7024	Dzingiberensis.20202
Dalata.7025	Dzingiberensis.20203
Dalata.7026	Dzingiberensis.20204
Dalata.7028	Dzingiberensis.20206
Dalata.7029	Dzingiberensis.20207
Dalata.7030	Dzingiberensis.20208
Dalata.7032	Dzingiberensis.20209
Dalata.7032	Dzingiberensis.20210
Dalata.7034	Dzingiberensis.20212
Dalata.7035	Dzingiberensis.20213
Dalata.7036	Dzingiberensis.20214
Dalata.7036	Dzingiberensis.20215
Dalata.7037	Dzingiberensis.20216
Dalata.7039	Dzingiberensis.20217
Dalata.7040	Dzingiberensis.20218
Dalata.7041	Dzingiberensis.20219
Dalata.7042	Dzingiberensis.20223
Dalata.7043	Dzingiberensis.20224
Dalata.7044	Dzingiberensis.20225
Dalata.7045	Dzingiberensis.20226
Dalata.7046	Dzingiberensis.20227
Dalata.7047	Dzingiberensis.20228
Dalata.7048	Dzingiberensis.20229
Dalata.7049	Dzingiberensis.20230
Dalata.7050	Dzingiberensis.20231
Dalata.7051	Dzingiberensis.20232
Dalata.7052	Dzingiberensis.20233
Dalata.7053	Dzingiberensis.20235
Dalata.7054	Dzingiberensis.20236
Dalata.7055	Dzingiberensis.20237
Dalata.7056	Dzingiberensis.20238
Dalata.7057	Dzingiberensis.20239
Dalata.7058	Dzingiberensis.20240
Dalata.7059	Dzingiberensis.20241
Dalata.7060	Dzingiberensis.20242
Dalata.7061	Dzingiberensis.20243
Dalata.7063	Dzingiberensis.20246
Dalata.7064	Dzingiberensis.20245
Dalata.7067	Dzingiberensis.20248
Dalata.7068	Dzingiberensis.20249
Dalata.7069	Dzingiberensis.20250
Dalata.7070	Dzingiberensis.20251
Dalata.7072	Dzingiberensis.20252
Dalata.7073	Dzingiberensis.20253
Dalata.7074	Dzingiberensis.20254
Dalata.7075	Dzingiberensis.20255
Dalata.7076	Dzingiberensis.20256
Dalata.7077	Dzingiberensis.20257
Dalata.7079	Dzingiberensis.20258
Dalata.7080	Dzingiberensis.20259
Dalata.7081	Dzingiberensis.20260
Dalata.7082	Dzingiberensis.20261
Dalata.7083	Dzingiberensis.20262
Dalata.7084	Dzingiberensis.20263
Dalata.7085	Dzingiberensis.20264
Dalata.7086	Dzingiberensis.20265
Dalata.7087	Dzingiberensis.20266
Dalata.7088	Dzingiberensis.20267
Dalata.7089	Dzingiberensis.20268
Dalata.7090	Dzingiberensis.20269
Dalata.7091	Dzingiberensis.20270
Dalata.7092	Dzingiberensis.20271
Dalata.7093	Dzingiberensis.20272
Dalata.7094	Dzingiberensis.20273
Dalata.7095	Dzingiberensis.20274
Dalata.7096	Dzingiberensis.20275
Dalata.7097	Dzingiberensis.20276
Dalata.7098	Dzingiberensis.20277
Dalata.7099	Dzingiberensis.20278
Dalata.7100	Dzingiberensis.20279
Dalata.7101	Dzingiberensis.20280
Dalata.7102	Dzingiberensis.20281
Dalata.7103	Dzingiberensis.20282
Dalata.7104	Dzingiberensis.20283
Dalata.7105	Dzingiberensis.20284
Dalata.7106	Dzingiberensis.20285
Dalata.7107	Dzingiberensis.20286
Dalata.7108	Dzingiberensis.20287
Dalata.7109	Dzingiberensis.20288
Dalata.7111	Dzingiberensis.20289
Dalata.7113	Dzingiberensis.20291
Dalata.7114	Dzingiberensis.20292
Dalata.7116	Dzingiberensis.20293
Dalata.7117	Dzingiberensis.20294
Dalata.7118	Dzingiberensis.20295
Dalata.7121	Dzingiberensis.20299
Dalata.7122	Dzingiberensis.20300
Dalata.7123	Dzingiberensis.20301
Dalata.7124	Dzingiberensis.20302
Dalata.7125	Dzingiberensis.20303
Dalata.7126	Dzingiberensis.20304
Dalata.7127	Dzingiberensis.20305
Dalata.7128	Dzingiberensis.20306
Dalata.7129	Dzingiberensis.20307
Dalata.7130	Dzingiberensis.20308
Dalata.7131	Dzingiberensis.20309
Dalata.7132	Dzingiberensis.20310
Dalata.7133	Dzingiberensis.20311
Dalata.7134	Dzingiberensis.20312
Dalata.7135	Dzingiberensis.20313
Dalata.7136	Dzingiberensis.20314
Dalata.7137	Dzingiberensis.20315
Dalata.7138	Dzingiberensis.20316
Dalata.7139	Dzingiberensis.20317
Dalata.7140	Dzingiberensis.20318
Dalata.7141	Dzingiberensis.20320
Dalata.7142	Dzingiberensis.20321
Dalata.7143	Dzingiberensis.20319
Dalata.7145	Dzingiberensis.20323
Dalata.7148	Dzingiberensis.20325
Dalata.7149	Dzingiberensis.20327
Dalata.7150	Dzingiberensis.20328
Dalata.7151	Dzingiberensis.20330
Dalata.7152	Dzingiberensis.20329
Dalata.7154	Dzingiberensis.20334
Dalata.7155	Dzingiberensis.20335
Dalata.7156	Dzingiberensis.20336
Dalata.7157	Dzingiberensis.20337
Dalata.7158	Dzingiberensis.20338
Dalata.7159	Dzingiberensis.20339
Dalata.7160	Dzingiberensis.20340
Dalata.7161	Dzingiberensis.20342
Dalata.7162	Dzingiberensis.20341
Dalata.7163	Dzingiberensis.20343
Dalata.7164	Dzingiberensis.20344
Dalata.7165	Dzingiberensis.20346
Dalata.7166	Dzingiberensis.20347
Dalata.7167	Dzingiberensis.20348
Dalata.7168	Dzingiberensis.20349
Dalata.7169	Dzingiberensis.20350
Dalata.7170	Dzingiberensis.20351
Dalata.7171	Dzingiberensis.20352
Dalata.7172	Dzingiberensis.20353
Dalata.7173	Dzingiberensis.20354
Dalata.7174	Dzingiberensis.20355
Dalata.7175	Dzingiberensis.20356
Dalata.7177	Dzingiberensis.20359
Dalata.7178	Dzingiberensis.20358
Dalata.7179	Dzingiberensis.20360
Dalata.7180	Dzingiberensis.20361
Dalata.7181	Dzingiberensis.20362
Dalata.7182	Dzingiberensis.20363
Dalata.7183	Dzingiberensis.20364
Dalata.7184	Dzingiberensis.20365
Dalata.7185	Dzingiberensis.20367
Dalata.7187	Dzingiberensis.20368
Dalata.7188	Dzingiberensis.20369
Dalata.7189	Dzingiberensis.20370
Dalata.7190	Dzingiberensis.20371
Dalata.7191	Dzingiberensis.20372
Dalata.7192	Dzingiberensis.20373
Dalata.7193	Dzingiberensis.20374
Dalata.7194	Dzingiberensis.20376
Dalata.7195	Dzingiberensis.20377
Dalata.7196	Dzingiberensis.20378
Dalata.7197	Dzingiberensis.20379
Dalata.7198	Dzingiberensis.20380
Dalata.7199	Dzingiberensis.20381
Dalata.7200	Dzingiberensis.20382
Dalata.7201	Dzingiberensis.20383
Dalata.7202	Dzingiberensis.20385
Dalata.7203	Dzingiberensis.20384
Dalata.7204	Dzingiberensis.20386
Dalata.7205	Dzingiberensis.20387
Dalata.7206	Dzingiberensis.20388
Dalata.7207	Dzingiberensis.20389
Dalata.7208	Dzingiberensis.20390
Dalata.7209	Dzingiberensis.20391
Dalata.7210	Dzingiberensis.20392
Dalata.7211	Dzingiberensis.20393
Dalata.7212	Dzingiberensis.20394
Dalata.7213	Dzingiberensis.20395
Dalata.7216	Dzingiberensis.20397
Dalata.7217	Dzingiberensis.20398
Dalata.7218	Dzingiberensis.20400
Dalata.7220	Dzingiberensis.20401
Dalata.7220	Dzingiberensis.20402
Dalata.7223	Dzingiberensis.20403
Dalata.7224	Dzingiberensis.20404
Dalata.7226	Dzingiberensis.20407
Dalata.7227	Dzingiberensis.20408
Dalata.7228	Dzingiberensis.20409
Dalata.7229	Dzingiberensis.20410
Dalata.7230	Dzingiberensis.20411
Dalata.7232	Dzingiberensis.20414
Dalata.7233	Dzingiberensis.20415
Dalata.7234	Dzingiberensis.20416
Dalata.7235	Dzingiberensis.20417
Dalata.7236	Dzingiberensis.20418
Dalata.7237	Dzingiberensis.20419
Dalata.7239	Dzingiberensis.20420
Dalata.7240	Dzingiberensis.20422
