Dalata.11	Dalata.23565
Dalata.3670	Dalata.24828
Dalata.3677	Dalata.5936
Dalata.3685	Dalata.24841
Dalata.3686	Dalata.24846
Dalata.3688	Dalata.24847
Dalata.3689	Dalata.24849
Dalata.3690	Dalata.24854
Dalata.3691	Dalata.24859
Dalata.3693	Dalata.20243
Dalata.3700	Dalata.24865
Dalata.3704	Dalata.24866
Dalata.3708	Dalata.24867
Dalata.3710	Dalata.24869
Dalata.3718	Dalata.24809
Dalata.3720	Dalata.24807
Dalata.3734	Dalata.24790
Dalata.3737	Dalata.20832
Dalata.3738	Dalata.24448
Dalata.3743	Dalata.24450
Dalata.3745	Dalata.6268
Dalata.3746	Dalata.24452
Dalata.3748	Dalata.11932
Dalata.3749	Dalata.24458
Dalata.3753	Dalata.24467
Dalata.3755	Dalata.24473
Dalata.3762	Dalata.24487
Dalata.3767	Dalata.24989
Dalata.3773	Dalata.4022
Dalata.3775	Dalata.24996
Dalata.3776	Dalata.24997
Dalata.3777	Dalata.24998
Dalata.3783	Dalata.24522
Dalata.3784	Dalata.24521
Dalata.3785	Dalata.8450
Dalata.3787	Dalata.6128
Dalata.3791	Dalata.24508
Dalata.3796	Dalata.24498
Dalata.3797	Dalata.24496
Dalata.3803	Dalata.24982
Dalata.3805	Dalata.24980
Dalata.3806	Dalata.24979
Dalata.3809	Dalata.5926
Dalata.3813	Dalata.24969
Dalata.3814	Dalata.5931
Dalata.3815	Dalata.24966
Dalata.3819	Dalata.20709
Dalata.3828	Dalata.10429
Dalata.3834	Dalata.20732
Dalata.3835	Dalata.24191
Dalata.3836	Dalata.13151
Dalata.3842	Dalata.24137
Dalata.3843	Dalata.20767
Dalata.3849	Dalata.6241
Dalata.3863	Dalata.20781
Dalata.3868	Dalata.24394
Dalata.3878	Dalata.24403
Dalata.3881	Dalata.6255
Dalata.3883	Dalata.6258
Dalata.3890	Dalata.24360
Dalata.3894	Dalata.20606
Dalata.3897	Dalata.6164
Dalata.3904	Dalata.20675
Dalata.3910	Dalata.24375
Dalata.3914	Dalata.17466
Dalata.3917	Dalata.23726
Dalata.3920	Dalata.8289
Dalata.3923	Dalata.20956
Dalata.3927	Dalata.20944
Dalata.3932	Dalata.24755
Dalata.3934	Dalata.24753
Dalata.3936	Dalata.24748
Dalata.3938	Dalata.24744
Dalata.3939	Dalata.24743
Dalata.3940	Dalata.24742
Dalata.3941	Dalata.24735
Dalata.3944	Dalata.20508
Dalata.3945	Dalata.20511
Dalata.3949	Dalata.20563
Dalata.3952	Dalata.6087
Dalata.3954	Dalata.20355
Dalata.3955	Dalata.24714
Dalata.3958	Dalata.24701
Dalata.3959	Dalata.5855
Dalata.3961	Dalata.24696
Dalata.3962	Dalata.24695
Dalata.3969	Dalata.5849
Dalata.3975	Dalata.8708
Dalata.3980	Dalata.24665
Dalata.3981	Dalata.24663
Dalata.3983	Dalata.24662
Dalata.3987	Dalata.24658
Dalata.3988	Dalata.24657
Dalata.3990	Dalata.24655
Dalata.3993	Dalata.24644
Dalata.3994	Dalata.20095
Dalata.3995	Dalata.24642
Dalata.3996	Dalata.24641
Dalata.4000	Dalata.24635
Dalata.4001	Dalata.13744
Dalata.4004	Dalata.20101
Dalata.4007	Dalata.24625
Dalata.4010	Dalata.24621
Dalata.4011	Dalata.24620
Dalata.4020	Dalata.20124
Dalata.4023	Dalata.5819
Dalata.4025	Dalata.24547
Dalata.4028	Dalata.4763
Dalata.4029	Dalata.24552
Dalata.4031	Dalata.20064
Dalata.4034	Dalata.4474
Dalata.4035	Dalata.5798
Dalata.4037	Dalata.24562
Dalata.4038	Dalata.24566
Dalata.4040	Dalata.24569
Dalata.4044	Dalata.24574
Dalata.4045	Dalata.20044
Dalata.4046	Dalata.24575
Dalata.4047	Dalata.20045
Dalata.4057	Dalata.9975
Dalata.4059	Dalata.20036
Dalata.4061	Dalata.24587
Dalata.4066	Dalata.7978
Dalata.4067	Dalata.24591
Dalata.4069	Dalata.24594
Dalata.4070	Dalata.24595
Dalata.4072	Dalata.24596
Dalata.4075	Dalata.5789
Dalata.4077	Dalata.24598
Dalata.4078	Dalata.24600
Dalata.4079	Dalata.20027
Dalata.4081	Dalata.24602
Dalata.4082	Dalata.20055
Dalata.4084	Dalata.24603
Dalata.4085	Dalata.20021
Dalata.4087	Dalata.24605
Dalata.4090	Dalata.20017
Dalata.4091	Dalata.24609
Dalata.4095	Dalata.15951
Dalata.4098	Dalata.5770
Dalata.4099	Dalata.6242
Dalata.4104	Dalata.20008
Dalata.4108	Dalata.5769
Dalata.4110	Dalata.25034
Dalata.4115	Dalata.25012
Dalata.4118	Dalata.25021
Dalata.4123	Dalata.25028
Dalata.4124	Dalata.25030
Dalata.4125	Dalata.25031
Dalata.4128	Dalata.19980
Dalata.4133	Dalata.24538
Dalata.4137	Dalata.19950
Dalata.4141	Dalata.25046
Dalata.4143	Dalata.25071
Dalata.4144	Dalata.25070
Dalata.4148	Dalata.25051
Dalata.4152	Dalata.18196
Dalata.4153	Dalata.19920
Dalata.4156	Dalata.10809
Dalata.4157	Dalata.25090
Dalata.4158	Dalata.25091
Dalata.4159	Dalata.19905
Dalata.4165	Dalata.15950
Dalata.4170	Dalata.25109
Dalata.4171	Dalata.25110
Dalata.4172	Dalata.25122
Dalata.4178	Dalata.25125
Dalata.4180	Dalata.19860
Dalata.4182	Dalata.25138
Dalata.4184	Dalata.5684
Dalata.4186	Dalata.25144
Dalata.4187	Dalata.5636
Dalata.4188	Dalata.25145
Dalata.4189	Dalata.25147
Dalata.4190	Dalata.5631
Dalata.4193	Dalata.25150
Dalata.4204	Dalata.25155
Dalata.4208	Dalata.15681
Dalata.4215	Dalata.10439
Dalata.4224	Dalata.8248
Dalata.4226	Dalata.6573
Dalata.4227	Dalata.15238
Dalata.4228	Dalata.17078
Dalata.4231	Dalata.17009
Dalata.4234	Dalata.12219
Dalata.4235	Dalata.5637
Dalata.4237	Dalata.6690
Dalata.4240	Dalata.23915
Dalata.4241	Dalata.20216
Dalata.4242	Dalata.17001
Dalata.4245	Dalata.16999
Dalata.4246	Dalata.7844
Dalata.4248	Dalata.16992
Dalata.4250	Dalata.17377
Dalata.4252	Dalata.17378
Dalata.4256	Dalata.17381
Dalata.4257	Dalata.17382
Dalata.4259	Dalata.14548
Dalata.4260	Dalata.17383
Dalata.4265	Dalata.17387
Dalata.4266	Dalata.17388
Dalata.4267	Dalata.8832
Dalata.4268	Dalata.17393
Dalata.4270	Dalata.17124
Dalata.4272	Dalata.17394
Dalata.4273	Dalata.17395
Dalata.4275	Dalata.17397
Dalata.4278	Dalata.17398
Dalata.4281	Dalata.17399
Dalata.4286	Dalata.17402
Dalata.4296	Dalata.17413
Dalata.4297	Dalata.17416
Dalata.4298	Dalata.17417
Dalata.4305	Dalata.18028
Dalata.4306	Dalata.10633
Dalata.4309	Dalata.19159
Dalata.4312	Dalata.19162
Dalata.4322	Dalata.19163
Dalata.4323	Dalata.19164
Dalata.4324	Dalata.19165
Dalata.4326	Dalata.19168
Dalata.4333	Dalata.19172
Dalata.4336	Dalata.13220
Dalata.4337	Dalata.19178
Dalata.4338	Dalata.19185
Dalata.4339	Dalata.19187
Dalata.4340	Dalata.19188
Dalata.4346	Dalata.4955
Dalata.4351	Dalata.19202
Dalata.4352	Dalata.19203
Dalata.4354	Dalata.19205
Dalata.4357	Dalata.19206
Dalata.4360	Dalata.13242
Dalata.4364	Dalata.19212
Dalata.4369	Dalata.19217
Dalata.4373	Dalata.13257
Dalata.4375	Dalata.19227
Dalata.4376	Dalata.19228
Dalata.4382	Dalata.13264
Dalata.4383	Dalata.10309
Dalata.4384	Dalata.19235
Dalata.4387	Dalata.19248
Dalata.4389	Dalata.19249
Dalata.4390	Dalata.19253
Dalata.4399	Dalata.19266
Dalata.4407	Dalata.13198
Dalata.4412	Dalata.17763
Dalata.4413	Dalata.17766
Dalata.4416	Dalata.11824
Dalata.4417	Dalata.9647
Dalata.4421	Dalata.17475
Dalata.4422	Dalata.17476
Dalata.4425	Dalata.17481
Dalata.4426	Dalata.13347
Dalata.4432	Dalata.17483
Dalata.4433	Dalata.17489
Dalata.4434	Dalata.17490
Dalata.4439	Dalata.13616
Dalata.4441	Dalata.13622
Dalata.4447	Dalata.17498
Dalata.4449	Dalata.17440
Dalata.4451	Dalata.17438
Dalata.4452	Dalata.17437
Dalata.4453	Dalata.17435
Dalata.4454	Dalata.17434
Dalata.4458	Dalata.17429
Dalata.4460	Dalata.17431
Dalata.4465	Dalata.17370
Dalata.4472	Dalata.13475
Dalata.4475	Dalata.13492
Dalata.4476	Dalata.13464
Dalata.4480	Dalata.18814
Dalata.4482	Dalata.13466
Dalata.4490	Dalata.20777
Dalata.4493	Dalata.18821
Dalata.4494	Dalata.18822
Dalata.4495	Dalata.18825
Dalata.4496	Dalata.13459
Dalata.4504	Dalata.13458
Dalata.4513	Dalata.18836
Dalata.4517	Dalata.18837
Dalata.4522	Dalata.18840
Dalata.4530	Dalata.13447
Dalata.4531	Dalata.24830
Dalata.4535	Dalata.18844
Dalata.4536	Dalata.18848
Dalata.4537	Dalata.18849
Dalata.4543	Dalata.18852
Dalata.4547	Dalata.18853
Dalata.4548	Dalata.18854
Dalata.4550	Dalata.10733
Dalata.4557	Dalata.18867
Dalata.4567	Dalata.13412
Dalata.4568	Dalata.18874
Dalata.4571	Dalata.12029
Dalata.4573	Dalata.18876
Dalata.4578	Dalata.13423
Dalata.4582	Dalata.18890
Dalata.4584	Dalata.18891
Dalata.4585	Dalata.18892
Dalata.4587	Dalata.18893
Dalata.4588	Dalata.18894
Dalata.4593	Dalata.18898
Dalata.4598	Dalata.18907
Dalata.4599	Dalata.10444
Dalata.4603	Dalata.18912
Dalata.4608	Dalata.18956
Dalata.4611	Dalata.18940
Dalata.4613	Dalata.15243
Dalata.4618	Dalata.18934
Dalata.4621	Dalata.18933
Dalata.4630	Dalata.18931
Dalata.4636	Dalata.18930
Dalata.4640	Dalata.18928
Dalata.4646	Dalata.18925
Dalata.4658	Dalata.18918
Dalata.4663	Dalata.18916
Dalata.4665	Dalata.18915
Dalata.4673	Dalata.22350
Dalata.4675	Dalata.22384
Dalata.4677	Dalata.13349
Dalata.4681	Dalata.22383
Dalata.4683	Dalata.24959
Dalata.4687	Dalata.6732
Dalata.4688	Dalata.18984
Dalata.4690	Dalata.13330
Dalata.4693	Dalata.16150
Dalata.4700	Dalata.5754
Dalata.4710	Dalata.18987
Dalata.4714	Dalata.18990
Dalata.4715	Dalata.13321
Dalata.4717	Dalata.6735
Dalata.4719	Dalata.13318
Dalata.4726	Dalata.19008
Dalata.4727	Dalata.19929
Dalata.4732	Dalata.19016
Dalata.4733	Dalata.19025
Dalata.4739	Dalata.19028
Dalata.4741	Dalata.19052
Dalata.4742	Dalata.19053
Dalata.4743	Dalata.19056
Dalata.4745	Dalata.13302
Dalata.4747	Dalata.19060
Dalata.4748	Dalata.19061
Dalata.4749	Dalata.19064
Dalata.4750	Dalata.19065
Dalata.4752	Dalata.6393
Dalata.4753	Dalata.19083
Dalata.4761	Dalata.25115
Dalata.4771	Dalata.19087
Dalata.4773	Dalata.6964
Dalata.4785	Dalata.19095
Dalata.4786	Dalata.19098
Dalata.4788	Dalata.19101
Dalata.4790	Dalata.7626
Dalata.4803	Dalata.19106
Dalata.4804	Dalata.19107
Dalata.4805	Dalata.19108
Dalata.4807	Dalata.19111
Dalata.4810	Dalata.19116
Dalata.4811	Dalata.22949
Dalata.4812	Dalata.19120
Dalata.4818	Dalata.19126
Dalata.4821	Dalata.19127
Dalata.4835	Dalata.19131
Dalata.4836	Dalata.19133
Dalata.4838	Dalata.19134
Dalata.4841	Dalata.19137
Dalata.4847	Dalata.19149
Dalata.4849	Dalata.19143
Dalata.4850	Dalata.19152
Dalata.4853	Dalata.19153
Dalata.4861	Dalata.13094
Dalata.4867	Dalata.13086
Dalata.4869	Dalata.13085
Dalata.4872	Dalata.13082
Dalata.4877	Dalata.13076
Dalata.4878	Dalata.16621
Dalata.4879	Dalata.22742
Dalata.4880	Dalata.23116
Dalata.4885	Dalata.13072
Dalata.4891	Dalata.13074
Dalata.4893	Dalata.13068
Dalata.4894	Dalata.13856
Dalata.4900	Dalata.14256
Dalata.4907	Dalata.13056
Dalata.4909	Dalata.5295
Dalata.4911	Dalata.13051
Dalata.4913	Dalata.13050
Dalata.4922	Dalata.13041
Dalata.4925	Dalata.13038
Dalata.4927	Dalata.13035
Dalata.4937	Dalata.13031
Dalata.4944	Dalata.13026
Dalata.4952	Dalata.13023
Dalata.4954	Dalata.12977
Dalata.4956	Dalata.12978
Dalata.4959	Dalata.12980
Dalata.4963	Dalata.12983
Dalata.4967	Dalata.12984
Dalata.4968	Dalata.12985
Dalata.4969	Dalata.12986
Dalata.4970	Dalata.12987
Dalata.4973	Dalata.10535
Dalata.4974	Dalata.16696
Dalata.4975	Dalata.12989
Dalata.4976	Dalata.16692
Dalata.4977	Dalata.12991
Dalata.4979	Dalata.12993
Dalata.4981	Dalata.16665
Dalata.4982	Dalata.12996
Dalata.4987	Dalata.20075
Dalata.4991	Dalata.13003
Dalata.4993	Dalata.13008
Dalata.4995	Dalata.13009
Dalata.5001	Dalata.13020
Dalata.5003	Dalata.13021
Dalata.5010	Dalata.24098
Dalata.5012	Dalata.12839
Dalata.5013	Dalata.12838
Dalata.5017	Dalata.16806
Dalata.5020	Dalata.12834
Dalata.5022	Dalata.12831
Dalata.5026	Dalata.12829
Dalata.5027	Dalata.12814
Dalata.5030	Dalata.12816
Dalata.5031	Dalata.12817
Dalata.5032	Dalata.12821
Dalata.5033	Dalata.12820
Dalata.5037	Dalata.12825
Dalata.5040	Dalata.12950
Dalata.5044	Dalata.12953
Dalata.5046	Dalata.12954
Dalata.5053	Dalata.12970
Dalata.5055	Dalata.12972
Dalata.5058	Dalata.12974
Dalata.5060	Dalata.12975
Dalata.5065	Dalata.5236
Dalata.5073	Dalata.17096
Dalata.5075	Dalata.12786
Dalata.5080	Dalata.12789
Dalata.5081	Dalata.12790
Dalata.5082	Dalata.12791
Dalata.5084	Dalata.12793
Dalata.5086	Dalata.12795
Dalata.5087	Dalata.12799
Dalata.5092	Dalata.12801
Dalata.5096	Dalata.12802
Dalata.5114	Dalata.19234
Dalata.5119	Dalata.16831
Dalata.5120	Dalata.8679
Dalata.5122	Dalata.12806
Dalata.5130	Dalata.14448
Dalata.5132	Dalata.23227
Dalata.5136	Dalata.12927
Dalata.5147	Dalata.12931
Dalata.5154	Dalata.12940
Dalata.5156	Dalata.12941
Dalata.5157	Dalata.12811
Dalata.5161	Dalata.12894
Dalata.5162	Dalata.12891
Dalata.5166	Dalata.12888
Dalata.5167	Dalata.21907
Dalata.5169	Dalata.12886
Dalata.5170	Dalata.12884
Dalata.5172	Dalata.12883
Dalata.5176	Dalata.12879
Dalata.5185	Dalata.12870
Dalata.5189	Dalata.12868
Dalata.5193	Dalata.12866
Dalata.5198	Dalata.12862
Dalata.5199	Dalata.16763
Dalata.5202	Dalata.12860
Dalata.5215	Dalata.20928
Dalata.5219	Dalata.8132
Dalata.5221	Dalata.16784
Dalata.5230	Dalata.12847
Dalata.5231	Dalata.12846
Dalata.5232	Dalata.12843
Dalata.5237	Dalata.12773
Dalata.5240	Dalata.12771
Dalata.5250	Dalata.12764
Dalata.5252	Dalata.16937
Dalata.5254	Dalata.12758
Dalata.5258	Dalata.12756
Dalata.5260	Dalata.12755
Dalata.5262	Dalata.16928
Dalata.5265	Dalata.12752
Dalata.5279	Dalata.12659
Dalata.5282	Dalata.16862
Dalata.5284	Dalata.12656
Dalata.5291	Dalata.12683
Dalata.5293	Dalata.12681
Dalata.5296	Dalata.12684
Dalata.5299	Dalata.9930
Dalata.5301	Dalata.12687
Dalata.5302	Dalata.9702
Dalata.5303	Dalata.12688
Dalata.5305	Dalata.16890
Dalata.5306	Dalata.22633
Dalata.5326	Dalata.12714
Dalata.5329	Dalata.12716
Dalata.5330	Dalata.12717
Dalata.5331	Dalata.16912
Dalata.5333	Dalata.24864
Dalata.5335	Dalata.12719
Dalata.5345	Dalata.12736
Dalata.5351	Dalata.12740
Dalata.5352	Dalata.12741
Dalata.5358	Dalata.12743
Dalata.5360	Dalata.12744
Dalata.5362	Dalata.12745
Dalata.5363	Dalata.12746
Dalata.5364	Dalata.12748
Dalata.5365	Dalata.19662
Dalata.5367	Dalata.12660
Dalata.5368	Dalata.12661
Dalata.5370	Dalata.16864
Dalata.5373	Dalata.12663
Dalata.5377	Dalata.12670
Dalata.5384	Dalata.12671
Dalata.5389	Dalata.12678
Dalata.5390	Dalata.12650
Dalata.5404	Dalata.21399
Dalata.5405	Dalata.5915
Dalata.5409	Dalata.12635
Dalata.5411	Dalata.12634
Dalata.5418	Dalata.16856
Dalata.5420	Dalata.12618
Dalata.5421	Dalata.20245
Dalata.5423	Dalata.12621
Dalata.5433	Dalata.12609
Dalata.5449	Dalata.12608
Dalata.5450	Dalata.12607
Dalata.5459	Dalata.6360
Dalata.5490	Dalata.17143
Dalata.5495	Dalata.12582
Dalata.5499	Dalata.12579
Dalata.5501	Dalata.12567
Dalata.5504	Dalata.17780
Dalata.5507	Dalata.16373
Dalata.5511	Dalata.23882
Dalata.5516	Dalata.12561
Dalata.5518	Dalata.20462
Dalata.5538	Dalata.9431
Dalata.5541	Dalata.6115
Dalata.5544	Dalata.7149
Dalata.5546	Dalata.19779
Dalata.5552	Dalata.5929
Dalata.5557	Dalata.8526
Dalata.5559	Dalata.19774
Dalata.5564	Dalata.19764
Dalata.5565	Dalata.19762
Dalata.5567	Dalata.19760
Dalata.5568	Dalata.19759
Dalata.5569	Dalata.19758
Dalata.5572	Dalata.19757
Dalata.5610	Dalata.20828
Dalata.5613	Dalata.6144
Dalata.5614	Dalata.19780
Dalata.5617	Dalata.19783
Dalata.5618	Dalata.19788
Dalata.5619	Dalata.19791
Dalata.5621	Dalata.19797
Dalata.5625	Dalata.25149
Dalata.5634	Dalata.19808
Dalata.5635	Dalata.19813
Dalata.5640	Dalata.19822
Dalata.5644	Dalata.19880
Dalata.5645	Dalata.25100
Dalata.5654	Dalata.19875
Dalata.5655	Dalata.19874
Dalata.5666	Dalata.25132
Dalata.5667	Dalata.19856
Dalata.5668	Dalata.15910
Dalata.5669	Dalata.19852
Dalata.5671	Dalata.19851
Dalata.5682	Dalata.19831
Dalata.5689	Dalata.18810
Dalata.5697	Dalata.25081
Dalata.5699	Dalata.19914
Dalata.5704	Dalata.19901
Dalata.5705	Dalata.19899
Dalata.5706	Dalata.19898
Dalata.5707	Dalata.25094
Dalata.5709	Dalata.25064
Dalata.5710	Dalata.18310
Dalata.5714	Dalata.19938
Dalata.5721	Dalata.25054
Dalata.5723	Dalata.19948
Dalata.5725	Dalata.25047
Dalata.5729	Dalata.19952
Dalata.5732	Dalata.24536
Dalata.5737	Dalata.24532
Dalata.5738	Dalata.19985
Dalata.5740	Dalata.23008
Dalata.5747	Dalata.19989
Dalata.5751	Dalata.25015
Dalata.5753	Dalata.9959
Dalata.5758	Dalata.19998
Dalata.5763	Dalata.19999
Dalata.5771	Dalata.25182
Dalata.5773	Dalata.25186
Dalata.5774	Dalata.20012
Dalata.5777	Dalata.21586
Dalata.5778	Dalata.24610
Dalata.5781	Dalata.20019
Dalata.5782	Dalata.20022
Dalata.5784	Dalata.24601
Dalata.5791	Dalata.20032
Dalata.5793	Dalata.20040
Dalata.5795	Dalata.20050
Dalata.5799	Dalata.20060
Dalata.5800	Dalata.24559
Dalata.5802	Dalata.20061
Dalata.5803	Dalata.20062
Dalata.5805	Dalata.20071
Dalata.5808	Dalata.20076
Dalata.5809	Dalata.20078
Dalata.5814	Dalata.20080
Dalata.5816	Dalata.20083
Dalata.5817	Dalata.24546
Dalata.5818	Dalata.24544
Dalata.5820	Dalata.20120
Dalata.5821	Dalata.19077
Dalata.5822	Dalata.20115
Dalata.5824	Dalata.7423
Dalata.5826	Dalata.20109
Dalata.5828	Dalata.8106
Dalata.5832	Dalata.21168
Dalata.5834	Dalata.20105
Dalata.5836	Dalata.20099
Dalata.5842	Dalata.24656
Dalata.5851	Dalata.20157
Dalata.5852	Dalata.20159
Dalata.5853	Dalata.24698
Dalata.5856	Dalata.6670
Dalata.5857	Dalata.20169
Dalata.5859	Dalata.14241
Dalata.5860	Dalata.20847
Dalata.5861	Dalata.20180
Dalata.5862	Dalata.20184
Dalata.5864	Dalata.20186
Dalata.5865	Dalata.24928
Dalata.5866	Dalata.20198
Dalata.5868	Dalata.9333
Dalata.5870	Dalata.20199
Dalata.5871	Dalata.20202
Dalata.5873	Dalata.23336
Dalata.5875	Dalata.20203
Dalata.5878	Dalata.24942
Dalata.5889	Dalata.24862
Dalata.5890	Dalata.20234
Dalata.5891	Dalata.20233
Dalata.5892	Dalata.23528
Dalata.5895	Dalata.24868
Dalata.5897	Dalata.20225
Dalata.5901	Dalata.20212
Dalata.5911	Dalata.7486
Dalata.5930	Dalata.24968
Dalata.5934	Dalata.9898
Dalata.5940	Dalata.14295
Dalata.5948	Dalata.21936
Dalata.5951	Dalata.20363
Dalata.5954	Dalata.17957
Dalata.5962	Dalata.24858
Dalata.5963	Dalata.20377
Dalata.5965	Dalata.24956
Dalata.5971	Dalata.24952
Dalata.5978	Dalata.25177
Dalata.5979	Dalata.20420
Dalata.5985	Dalata.24814
Dalata.5994	Dalata.20443
Dalata.5997	Dalata.20444
Dalata.5998	Dalata.20445
Dalata.6000	Dalata.20447
Dalata.6003	Dalata.24803
Dalata.6004	Dalata.20454
Dalata.6006	Dalata.20455
Dalata.6007	Dalata.20458
Dalata.6008	Dalata.20459
Dalata.6011	Dalata.20466
Dalata.6015	Dalata.20472
Dalata.6019	Dalata.17547
Dalata.6020	Dalata.20477
Dalata.6023	Dalata.20480
Dalata.6024	Dalata.20481
Dalata.6025	Dalata.20483
Dalata.6044	Dalata.24770
Dalata.6046	Dalata.20487
Dalata.6048	Dalata.20489
Dalata.6050	Dalata.24761
Dalata.6056	Dalata.20493
Dalata.6057	Dalata.24752
Dalata.6059	Dalata.20497
Dalata.6060	Dalata.24745
Dalata.6063	Dalata.20505
Dalata.6065	Dalata.24731
Dalata.6067	Dalata.20516
Dalata.6073	Dalata.24726
Dalata.6074	Dalata.20525
Dalata.6075	Dalata.20567
Dalata.6079	Dalata.24719
Dalata.6082	Dalata.14594
Dalata.6088	Dalata.20555
Dalata.6090	Dalata.24919
Dalata.6091	Dalata.20548
Dalata.6093	Dalata.24918
Dalata.6096	Dalata.24915
Dalata.6099	Dalata.20544
Dalata.6101	Dalata.20540
Dalata.6102	Dalata.16625
Dalata.6103	Dalata.20539
Dalata.6105	Dalata.24906
Dalata.6107	Dalata.20532
Dalata.6113	Dalata.20571
Dalata.6114	Dalata.20572
Dalata.6117	Dalata.20574
Dalata.6119	Dalata.20579
Dalata.6124	Dalata.24507
Dalata.6126	Dalata.20581
Dalata.6134	Dalata.20598
Dalata.6145	Dalata.20602
Dalata.6149	Dalata.20605
Dalata.6150	Dalata.20608
Dalata.6151	Dalata.24186
Dalata.6152	Dalata.20611
Dalata.6155	Dalata.20616
Dalata.6156	Dalata.20625
Dalata.6168	Dalata.20630
Dalata.6169	Dalata.20631
Dalata.6170	Dalata.20632
Dalata.6173	Dalata.20646
Dalata.6174	Dalata.20647
Dalata.6175	Dalata.20694
Dalata.6177	Dalata.19458
Dalata.6178	Dalata.21394
Dalata.6180	Dalata.20684
Dalata.6181	Dalata.20683
Dalata.6183	Dalata.20680
Dalata.6184	Dalata.20679
Dalata.6186	Dalata.20678
Dalata.6187	Dalata.20677
Dalata.6188	Dalata.20676
Dalata.6189	Dalata.20674
Dalata.6190	Dalata.20672
Dalata.6191	Dalata.20671
Dalata.6192	Dalata.24354
Dalata.6195	Dalata.23796
Dalata.6197	Dalata.20656
Dalata.6200	Dalata.20654
Dalata.6202	Dalata.14234
Dalata.6204	Dalata.20649
Dalata.6212	Dalata.20708
Dalata.6213	Dalata.20711
Dalata.6216	Dalata.20714
Dalata.6220	Dalata.20718
Dalata.6221	Dalata.6550
Dalata.6223	Dalata.6843
Dalata.6224	Dalata.20734
Dalata.6228	Dalata.19043
Dalata.6234	Dalata.20764
Dalata.6244	Dalata.20776
Dalata.6249	Dalata.24356
Dalata.6250	Dalata.20801
Dalata.6254	Dalata.20823
Dalata.6257	Dalata.20826
Dalata.6260	Dalata.24439
Dalata.6261	Dalata.20830
Dalata.6263	Dalata.23812
Dalata.6265	Dalata.20835
Dalata.6266	Dalata.20838
Dalata.6267	Dalata.20840
Dalata.6272	Dalata.20854
Dalata.6274	Dalata.24462
Dalata.6275	Dalata.20861
Dalata.6276	Dalata.20862
Dalata.6277	Dalata.8231
Dalata.6278	Dalata.20867
Dalata.6279	Dalata.10830
Dalata.6282	Dalata.13375
Dalata.6285	Dalata.7263
Dalata.6286	Dalata.20875
Dalata.6294	Dalata.20880
Dalata.6296	Dalata.20881
Dalata.6299	Dalata.20883
Dalata.6300	Dalata.20882
Dalata.6301	Dalata.20885
Dalata.6303	Dalata.20888
Dalata.6304	Dalata.20889
Dalata.6307	Dalata.20892
Dalata.6312	Dalata.20898
Dalata.6314	Dalata.20897
Dalata.6318	Dalata.19846
Dalata.6321	Dalata.20926
Dalata.6323	Dalata.20930
Dalata.6331	Dalata.20947
Dalata.6334	Dalata.7341
Dalata.6338	Dalata.20938
Dalata.6339	Dalata.20959
Dalata.6344	Dalata.12526
Dalata.6345	Dalata.23335
Dalata.6348	Dalata.12516
Dalata.6349	Dalata.12514
Dalata.6351	Dalata.10250
Dalata.6354	Dalata.12508
Dalata.6365	Dalata.12503
Dalata.6381	Dalata.12491
Dalata.6382	Dalata.13155
Dalata.6385	Dalata.22308
Dalata.6387	Dalata.12487
Dalata.6388	Dalata.12486
Dalata.6391	Dalata.12484
Dalata.6392	Dalata.12481
Dalata.6396	Dalata.20941
Dalata.6400	Dalata.12475
Dalata.6403	Dalata.12468
Dalata.6405	Dalata.12466
Dalata.6408	Dalata.12462
Dalata.6409	Dalata.12461
Dalata.6416	Dalata.7803
Dalata.6418	Dalata.17079
Dalata.6423	Dalata.12446
Dalata.6425	Dalata.12438
Dalata.6429	Dalata.12435
Dalata.6440	Dalata.12429
Dalata.6441	Dalata.12430
Dalata.6442	Dalata.12857
Dalata.6443	Dalata.17073
Dalata.6449	Dalata.12424
Dalata.6454	Dalata.12423
Dalata.6458	Dalata.9648
Dalata.6460	Dalata.12383
Dalata.6461	Dalata.12385
Dalata.6463	Dalata.12405
Dalata.6466	Dalata.12407
Dalata.6468	Dalata.12409
Dalata.6470	Dalata.17056
Dalata.6475	Dalata.12389
Dalata.6481	Dalata.12341
Dalata.6483	Dalata.12334
Dalata.6491	Dalata.17044
Dalata.6498	Dalata.12324
Dalata.6501	Dalata.12332
Dalata.6503	Dalata.12310
Dalata.6504	Dalata.12307
Dalata.6508	Dalata.12305
Dalata.6515	Dalata.12303
Dalata.6516	Dalata.12292
Dalata.6519	Dalata.12290
Dalata.6521	Dalata.12289
Dalata.6525	Dalata.12288
Dalata.6527	Dalata.12287
Dalata.6530	Dalata.12283
Dalata.6532	Dalata.12281
Dalata.6533	Dalata.17031
Dalata.6534	Dalata.12279
Dalata.6535	Dalata.12277
Dalata.6537	Dalata.12274
Dalata.6540	Dalata.12273
Dalata.6543	Dalata.17023
Dalata.6545	Dalata.12271
Dalata.6546	Dalata.12270
Dalata.6548	Dalata.17026
Dalata.6552	Dalata.12267
Dalata.6553	Dalata.12266
Dalata.6554	Dalata.12263
Dalata.6557	Dalata.12261
Dalata.6561	Dalata.12251
Dalata.6562	Dalata.12253
Dalata.6564	Dalata.12254
Dalata.6570	Dalata.17013
Dalata.6576	Dalata.17012
Dalata.6579	Dalata.12222
Dalata.6580	Dalata.17010
