Dalata.18	Dalata.14141
Dalata.6645	Dalata.12165
Dalata.6646	Dalata.12164
Dalata.6647	Dalata.12163
Dalata.6648	Dalata.12162
Dalata.6653	Dalata.12157
Dalata.6654	Dalata.12156
Dalata.6655	Dalata.12155
Dalata.6656	Dalata.12152
Dalata.6663	Dalata.12146
Dalata.7076	Dalata.19631
Dalata.7080	Dalata.19612
Dalata.7085	Dalata.19634
Dalata.7087	Dalata.19636
Dalata.7095	Dalata.19641
Dalata.7101	Dalata.19540
Dalata.7102	Dalata.19541
Dalata.7107	Dalata.19599
Dalata.7111	Dalata.19594
Dalata.7112	Dalata.19587
Dalata.7119	Dalata.19649
Dalata.7120	Dalata.19652
Dalata.7131	Dalata.19664
Dalata.7148	Dalata.19684
Dalata.7175	Dalata.19697
Dalata.7180	Dalata.19694
Dalata.7186	Dalata.19712
Dalata.7195	Dalata.19721
Dalata.7200	Dalata.19728
Dalata.7223	Dalata.19739
Dalata.7230	Dalata.19741
Dalata.5546	Dalata.19779
Dalata.5559	Dalata.19774
Dalata.5564	Dalata.19764
Dalata.5565	Dalata.19762
Dalata.5567	Dalata.19760
Dalata.5568	Dalata.19759
Dalata.5569	Dalata.19758
Dalata.5572	Dalata.19757
Dalata.5614	Dalata.19780
Dalata.5617	Dalata.19783
Dalata.5618	Dalata.19788
Dalata.5619	Dalata.19791
Dalata.5621	Dalata.19797
Dalata.5634	Dalata.19808
Dalata.5635	Dalata.19813
Dalata.5640	Dalata.19822
Dalata.5644	Dalata.19880
Dalata.5654	Dalata.19875
Dalata.5655	Dalata.19874
Dalata.5667	Dalata.19856
Dalata.5669	Dalata.19852
Dalata.5671	Dalata.19851
Dalata.5682	Dalata.19831
Dalata.5699	Dalata.19914
Dalata.5704	Dalata.19901
Dalata.5705	Dalata.19899
Dalata.5706	Dalata.19898
Dalata.5714	Dalata.19938
Dalata.5723	Dalata.19948
Dalata.5729	Dalata.19952
Dalata.5738	Dalata.19985
Dalata.5747	Dalata.19989
Dalata.5758	Dalata.19998
Dalata.5763	Dalata.19999
Dalata.5774	Dalata.20012
Dalata.5781	Dalata.20019
Dalata.5782	Dalata.20022
Dalata.5791	Dalata.20032
Dalata.5793	Dalata.20040
Dalata.5795	Dalata.20050
Dalata.5799	Dalata.20060
Dalata.5802	Dalata.20061
Dalata.5803	Dalata.20062
Dalata.5805	Dalata.20071
Dalata.5808	Dalata.20076
Dalata.5809	Dalata.20078
Dalata.5814	Dalata.20080
Dalata.5816	Dalata.20083
Dalata.5820	Dalata.20120
Dalata.5822	Dalata.20115
Dalata.5826	Dalata.20109
Dalata.5834	Dalata.20105
Dalata.5836	Dalata.20099
Dalata.5851	Dalata.20157
Dalata.5852	Dalata.20159
Dalata.5857	Dalata.20169
Dalata.5861	Dalata.20180
Dalata.5862	Dalata.20184
Dalata.5864	Dalata.20186
Dalata.5866	Dalata.20198
Dalata.5870	Dalata.20199
Dalata.5871	Dalata.20202
Dalata.5875	Dalata.20203
Dalata.5890	Dalata.20234
Dalata.5891	Dalata.20233
Dalata.5897	Dalata.20225
Dalata.5901	Dalata.20212
Dalata.5951	Dalata.20363
Dalata.5963	Dalata.20377
Dalata.5979	Dalata.20420
Dalata.5994	Dalata.20443
Dalata.5997	Dalata.20444
Dalata.5998	Dalata.20445
Dalata.6000	Dalata.20447
Dalata.6004	Dalata.20454
Dalata.6006	Dalata.20455
Dalata.6007	Dalata.20458
Dalata.6008	Dalata.20459
Dalata.6011	Dalata.20466
Dalata.6015	Dalata.20472
Dalata.6020	Dalata.20477
Dalata.6023	Dalata.20480
Dalata.6024	Dalata.20481
Dalata.6025	Dalata.20483
Dalata.6046	Dalata.20487
Dalata.6048	Dalata.20489
Dalata.6056	Dalata.20493
Dalata.6059	Dalata.20497
Dalata.6063	Dalata.20505
Dalata.6067	Dalata.20516
Dalata.6074	Dalata.20525
Dalata.6075	Dalata.20567
Dalata.6088	Dalata.20555
Dalata.6091	Dalata.20548
Dalata.6099	Dalata.20544
Dalata.6101	Dalata.20540
Dalata.6103	Dalata.20539
Dalata.6107	Dalata.20532
Dalata.6113	Dalata.20571
Dalata.6114	Dalata.20572
Dalata.6117	Dalata.20574
Dalata.6119	Dalata.20579
Dalata.6126	Dalata.20581
Dalata.6134	Dalata.20598
Dalata.6145	Dalata.20602
Dalata.6149	Dalata.20605
Dalata.6150	Dalata.20608
Dalata.6152	Dalata.20611
Dalata.6155	Dalata.20616
Dalata.6156	Dalata.20625
Dalata.6168	Dalata.20630
Dalata.6169	Dalata.20631
Dalata.6170	Dalata.20632
Dalata.6173	Dalata.20646
Dalata.6174	Dalata.20647
Dalata.6175	Dalata.20694
Dalata.6180	Dalata.20684
Dalata.6181	Dalata.20683
Dalata.6183	Dalata.20680
Dalata.6184	Dalata.20679
Dalata.6186	Dalata.20678
Dalata.6187	Dalata.20677
Dalata.6188	Dalata.20676
Dalata.6189	Dalata.20674
Dalata.6190	Dalata.20672
Dalata.6191	Dalata.20671
Dalata.6197	Dalata.20656
Dalata.6200	Dalata.20654
Dalata.6204	Dalata.20649
Dalata.6212	Dalata.20708
Dalata.6213	Dalata.20711
Dalata.6216	Dalata.20714
Dalata.6220	Dalata.20718
Dalata.6224	Dalata.20734
Dalata.6234	Dalata.20764
Dalata.6244	Dalata.20776
Dalata.6250	Dalata.20801
Dalata.6254	Dalata.20823
Dalata.6257	Dalata.20826
Dalata.6261	Dalata.20830
Dalata.6265	Dalata.20835
Dalata.6266	Dalata.20838
Dalata.6267	Dalata.20840
Dalata.6272	Dalata.20854
Dalata.6275	Dalata.20861
Dalata.6276	Dalata.20862
Dalata.6278	Dalata.20867
Dalata.6286	Dalata.20875
Dalata.6294	Dalata.20880
Dalata.6296	Dalata.20881
Dalata.6299	Dalata.20883
Dalata.6300	Dalata.20882
Dalata.6301	Dalata.20885
Dalata.6303	Dalata.20888
Dalata.6304	Dalata.20889
Dalata.6307	Dalata.20892
Dalata.6312	Dalata.20898
Dalata.6314	Dalata.20897
Dalata.6321	Dalata.20926
Dalata.6323	Dalata.20930
Dalata.6331	Dalata.20947
Dalata.6338	Dalata.20938
Dalata.6339	Dalata.20959
Dalata.6396	Dalata.20941
Dalata.6734	Dalata.21584
Dalata.6737	Dalata.21594
Dalata.6740	Dalata.21596
Dalata.6741	Dalata.21597
Dalata.6751	Dalata.21615
Dalata.6754	Dalata.21618
Dalata.6757	Dalata.21626
Dalata.6774	Dalata.21641
Dalata.6778	Dalata.21644
Dalata.6781	Dalata.21647
Dalata.6783	Dalata.21649
Dalata.6784	Dalata.21654
Dalata.6786	Dalata.21655
Dalata.6788	Dalata.21657
Dalata.6794	Dalata.21659
Dalata.6796	Dalata.21661
Dalata.6805	Dalata.21675
Dalata.6812	Dalata.21680
Dalata.6813	Dalata.21681
Dalata.6815	Dalata.21683
Dalata.6826	Dalata.21714
Dalata.6827	Dalata.21713
Dalata.6831	Dalata.21709
Dalata.6832	Dalata.21708
Dalata.6840	Dalata.21703
Dalata.6841	Dalata.21702
Dalata.6846	Dalata.21729
Dalata.6847	Dalata.21730
Dalata.6849	Dalata.21732
Dalata.6852	Dalata.21736
Dalata.6853	Dalata.21737
Dalata.6858	Dalata.21711
Dalata.6859	Dalata.21739
Dalata.6860	Dalata.21740
Dalata.6861	Dalata.21742
Dalata.6863	Dalata.21744
Dalata.6864	Dalata.21745
Dalata.6869	Dalata.21755
Dalata.6873	Dalata.21846
Dalata.6876	Dalata.21772
Dalata.6880	Dalata.21779
Dalata.6881	Dalata.21781
Dalata.6886	Dalata.21786
Dalata.6909	Dalata.21802
Dalata.6911	Dalata.21812
Dalata.6912	Dalata.21813
Dalata.6913	Dalata.21816
Dalata.6914	Dalata.21818
Dalata.6917	Dalata.21833
Dalata.6923	Dalata.21844
Dalata.6686	Dalata.22659
Dalata.6691	Dalata.22655
Dalata.6699	Dalata.22648
Dalata.6703	Dalata.22641
Dalata.6708	Dalata.22627
Dalata.6709	Dalata.22617
Dalata.6711	Dalata.22615
Dalata.6717	Dalata.22611
Dalata.6744	Dalata.22528
Dalata.6761	Dalata.22484
Dalata.6928	Dalata.22590
Dalata.6936	Dalata.22576
Dalata.6937	Dalata.22540
Dalata.6941	Dalata.22544
Dalata.6947	Dalata.22573
Dalata.6952	Dalata.22519
Dalata.6953	Dalata.22521
Dalata.6955	Dalata.22522
Dalata.6956	Dalata.22523
Dalata.6965	Dalata.22532
Dalata.6976	Dalata.22507
Dalata.6978	Dalata.22445
Dalata.6981	Dalata.22448
Dalata.6983	Dalata.22449
Dalata.6986	Dalata.22452
Dalata.6988	Dalata.22453
Dalata.6989	Dalata.22454
Dalata.6990	Dalata.22456
Dalata.6992	Dalata.22457
Dalata.6994	Dalata.22459
Dalata.6998	Dalata.22460
Dalata.7001	Dalata.22468
Dalata.7002	Dalata.22469
Dalata.7009	Dalata.22479
Dalata.7011	Dalata.22481
Dalata.7012	Dalata.22482
Dalata.7014	Dalata.22500
Dalata.7016	Dalata.22491
Dalata.7018	Dalata.22493
Dalata.7019	Dalata.22495
Dalata.7026	Dalata.22437
Dalata.7029	Dalata.22434
Dalata.7035	Dalata.22429
Dalata.7036	Dalata.22428
Dalata.7037	Dalata.22427
Dalata.7038	Dalata.22426
Dalata.7040	Dalata.22424
Dalata.7047	Dalata.22418
Dalata.7048	Dalata.22417
Dalata.7050	Dalata.22413
Dalata.7051	Dalata.22412
Dalata.7055	Dalata.22408
Dalata.7056	Dalata.22405
Dalata.7059	Dalata.22397
Dalata.7064	Dalata.22392
Dalata.7939	Dalata.21084
Dalata.7960	Dalata.21102
Dalata.7961	Dalata.21103
Dalata.7962	Dalata.21104
Dalata.7964	Dalata.21105
Dalata.7966	Dalata.21113
Dalata.7967	Dalata.21114
Dalata.7968	Dalata.21115
Dalata.7971	Dalata.21119
Dalata.7972	Dalata.21120
Dalata.7973	Dalata.21125
Dalata.7979	Dalata.21150
Dalata.7982	Dalata.21155
Dalata.7983	Dalata.21159
Dalata.7995	Dalata.21163
Dalata.8009	Dalata.21166
Dalata.8019	Dalata.21152
Dalata.8022	Dalata.21126
Dalata.8060	Dalata.21411
Dalata.8061	Dalata.21415
Dalata.8064	Dalata.21416
Dalata.8073	Dalata.21443
Dalata.8074	Dalata.21445
Dalata.8076	Dalata.21448
Dalata.8077	Dalata.21471
Dalata.8081	Dalata.21476
Dalata.8083	Dalata.21485
Dalata.8087	Dalata.21492
Dalata.8091	Dalata.21495
Dalata.8092	Dalata.21502
Dalata.8093	Dalata.21504
Dalata.8097	Dalata.21505
Dalata.8098	Dalata.21507
Dalata.8103	Dalata.21513
Dalata.8111	Dalata.21533
Dalata.8113	Dalata.21539
Dalata.8122	Dalata.21561
Dalata.8123	Dalata.21562
Dalata.8126	Dalata.21571
Dalata.8131	Dalata.21573
Dalata.8138	Dalata.21576
Dalata.8140	Dalata.21579
Dalata.8162	Dalata.21051
Dalata.8165	Dalata.21049
Dalata.8166	Dalata.21048
Dalata.8167	Dalata.21046
Dalata.8176	Dalata.21038
Dalata.8182	Dalata.21034
Dalata.8183	Dalata.21033
Dalata.8186	Dalata.21025
Dalata.8191	Dalata.21020
Dalata.8200	Dalata.21007
Dalata.8201	Dalata.21006
Dalata.8221	Dalata.20987
Dalata.8223	Dalata.20984
Dalata.8224	Dalata.20983
Dalata.7268	Dalata.24109
Dalata.7274	Dalata.24103
Dalata.7277	Dalata.24101
Dalata.7279	Dalata.24100
Dalata.7281	Dalata.24096
Dalata.7283	Dalata.24092
Dalata.7287	Dalata.24087
Dalata.7288	Dalata.24086
Dalata.7289	Dalata.24075
Dalata.7295	Dalata.24072
Dalata.7296	Dalata.24070
Dalata.7298	Dalata.24068
Dalata.7310	Dalata.24049
Dalata.7312	Dalata.24048
Dalata.7327	Dalata.24033
Dalata.7336	Dalata.24023
Dalata.7339	Dalata.24018
Dalata.7352	Dalata.24014
Dalata.7356	Dalata.24009
Dalata.7363	Dalata.24002
Dalata.7364	Dalata.24001
Dalata.7366	Dalata.24000
Dalata.7367	Dalata.23997
Dalata.7372	Dalata.23993
Dalata.7376	Dalata.23992
Dalata.7377	Dalata.23987
Dalata.7382	Dalata.23986
Dalata.7384	Dalata.23978
Dalata.7391	Dalata.23965
Dalata.7395	Dalata.23962
Dalata.7399	Dalata.23958
Dalata.7402	Dalata.23959
Dalata.7405	Dalata.23954
Dalata.7409	Dalata.23950
Dalata.7418	Dalata.23938
Dalata.7421	Dalata.23934
Dalata.7453	Dalata.23913
Dalata.7462	Dalata.23922
Dalata.7433	Dalata.23504
Dalata.7442	Dalata.23475
Dalata.7473	Dalata.23527
Dalata.7475	Dalata.23532
Dalata.7479	Dalata.23537
Dalata.7480	Dalata.23538
Dalata.7481	Dalata.23545
Dalata.7485	Dalata.23553
Dalata.7487	Dalata.23556
Dalata.7489	Dalata.23559
Dalata.7492	Dalata.23561
Dalata.7494	Dalata.23568
Dalata.7495	Dalata.23569
Dalata.7573	Dalata.23694
Dalata.7584	Dalata.23659
Dalata.7585	Dalata.23660
Dalata.7599	Dalata.23683
Dalata.7601	Dalata.23685
Dalata.7619	Dalata.23655
Dalata.7620	Dalata.23654
Dalata.7622	Dalata.23651
Dalata.7623	Dalata.23649
Dalata.7628	Dalata.23643
Dalata.7632	Dalata.23638
Dalata.7647	Dalata.23633
Dalata.7655	Dalata.23629
Dalata.7660	Dalata.23625
Dalata.7665	Dalata.23620
Dalata.7666	Dalata.23612
Dalata.7686	Dalata.23598
Dalata.7688	Dalata.23594
Dalata.7689	Dalata.23593
Dalata.7695	Dalata.23583
Dalata.7697	Dalata.23591
Dalata.7712	Dalata.23842
Dalata.7716	Dalata.23834
Dalata.7721	Dalata.23832
Dalata.7735	Dalata.23851
Dalata.7750	Dalata.23900
Dalata.7760	Dalata.23898
Dalata.7764	Dalata.23891
Dalata.7784	Dalata.23875
Dalata.7752	Dalata.23691
Dalata.7801	Dalata.23748
Dalata.7839	Dalata.23745
Dalata.7852	Dalata.23749
Dalata.7854	Dalata.23754
Dalata.7856	Dalata.23755
Dalata.7863	Dalata.23765
Dalata.7869	Dalata.23770
Dalata.7870	Dalata.23772
Dalata.7871	Dalata.23774
Dalata.7877	Dalata.23775
Dalata.7878	Dalata.23776
Dalata.7889	Dalata.23785
Dalata.7895	Dalata.23791
Dalata.7900	Dalata.23795
Dalata.7901	Dalata.23800
Dalata.7905	Dalata.23807
Dalata.7915	Dalata.23826
Dalata.7918	Dalata.23828
Dalata.7920	Dalata.23831
Dalata.7932	Dalata.23704
Dalata.8244	Dalata.14146
Dalata.8252	Dalata.14149
Dalata.8253	Dalata.14151
Dalata.8256	Dalata.14156
Dalata.8260	Dalata.14157
Dalata.8266	Dalata.14161
Dalata.8277	Dalata.14168
Dalata.8293	Dalata.14176
Dalata.8296	Dalata.14177
Dalata.8298	Dalata.14178
Dalata.8299	Dalata.14179
Dalata.8308	Dalata.14185
Dalata.8312	Dalata.14187
Dalata.8320	Dalata.14190
Dalata.8334	Dalata.14196
Dalata.8339	Dalata.14198
Dalata.8340	Dalata.14199
Dalata.8350	Dalata.14203
Dalata.8359	Dalata.14208
Dalata.8367	Dalata.14209
Dalata.8385	Dalata.14212
Dalata.8390	Dalata.14215
Dalata.8391	Dalata.14216
Dalata.8417	Dalata.14253
Dalata.8423	Dalata.14252
Dalata.8424	Dalata.14251
Dalata.8425	Dalata.14250
Dalata.8427	Dalata.14249
Dalata.8432	Dalata.14247
Dalata.8435	Dalata.14245
Dalata.8436	Dalata.14242
Dalata.8442	Dalata.14236
Dalata.8462	Dalata.14223
Dalata.8466	Dalata.14221
Dalata.8487	Dalata.14264
Dalata.8502	Dalata.14277
Dalata.8503	Dalata.14279
Dalata.8511	Dalata.14283
Dalata.8538	Dalata.14298
Dalata.8570	Dalata.14330
Dalata.8571	Dalata.14331
Dalata.8573	Dalata.14332
Dalata.8579	Dalata.14342
Dalata.8582	Dalata.14344
Dalata.8587	Dalata.14346
Dalata.8593	Dalata.14348
Dalata.8598	Dalata.14351
Dalata.8600	Dalata.14354
Dalata.8611	Dalata.14392
Dalata.8613	Dalata.14391
Dalata.8624	Dalata.14389
Dalata.8632	Dalata.14379
Dalata.8667	Dalata.14400
Dalata.8676	Dalata.14399
Dalata.8680	Dalata.14394
Dalata.8687	Dalata.14406
Dalata.8696	Dalata.14417
Dalata.8734	Dalata.14431
Dalata.8759	Dalata.14535
Dalata.8774	Dalata.14436
Dalata.8789	Dalata.14459
Dalata.8811	Dalata.14542
Dalata.8812	Dalata.14544
Dalata.8839	Dalata.14570
Dalata.8840	Dalata.14574
Dalata.8841	Dalata.14573
Dalata.8842	Dalata.14579
Dalata.8875	Dalata.14583
Dalata.8887	Dalata.14588
Dalata.8892	Dalata.14595
Dalata.8917	Dalata.14622
Dalata.8925	Dalata.14623
Dalata.8939	Dalata.14627
Dalata.8974	Dalata.14633
Dalata.8975	Dalata.14634
Dalata.8980	Dalata.14636
Dalata.8982	Dalata.14637
Dalata.8983	Dalata.14638
Dalata.8987	Dalata.14640
Dalata.9017	Dalata.14642
Dalata.9019	Dalata.14643
Dalata.9028	Dalata.14645
Dalata.9034	Dalata.14648
Dalata.9041	Dalata.14650
Dalata.9055	Dalata.14652
Dalata.9057	Dalata.14653
Dalata.9075	Dalata.14593
Dalata.9086	Dalata.14659
Dalata.9090	Dalata.14663
Dalata.9095	Dalata.14665
Dalata.9105	Dalata.14671
Dalata.9119	Dalata.14675
Dalata.9126	Dalata.14679
Dalata.9148	Dalata.14689
Dalata.9153	Dalata.14691
Dalata.9154	Dalata.14693
Dalata.9156	Dalata.14692
Dalata.9157	Dalata.14694
Dalata.9161	Dalata.14704
Dalata.9162	Dalata.14703
Dalata.9164	Dalata.14701
Dalata.9167	Dalata.14705
Dalata.9180	Dalata.14708
Dalata.9182	Dalata.14710
Dalata.9183	Dalata.14711
Dalata.9185	Dalata.14716
Dalata.9194	Dalata.14721
Dalata.9200	Dalata.14727
Dalata.9203	Dalata.14731
Dalata.9205	Dalata.14733
Dalata.9208	Dalata.14734
Dalata.9211	Dalata.14741
Dalata.9213	Dalata.14738
Dalata.9221	Dalata.14745
Dalata.9222	Dalata.14746
Dalata.9223	Dalata.14747
Dalata.9225	Dalata.14754
Dalata.9227	Dalata.14748
Dalata.9231	Dalata.14800
Dalata.9237	Dalata.14805
Dalata.9241	Dalata.14807
Dalata.9243	Dalata.14808
Dalata.9249	Dalata.14766
Dalata.9254	Dalata.14768
Dalata.9255	Dalata.14774
Dalata.9258	Dalata.14777
Dalata.9262	Dalata.14791
Dalata.9270	Dalata.14792
Dalata.9275	Dalata.14793
Dalata.9277	Dalata.14794
Dalata.9278	Dalata.14765
Dalata.9281	Dalata.14764
Dalata.9282	Dalata.14762
Dalata.9289	Dalata.14759
Dalata.9301	Dalata.14867
Dalata.9304	Dalata.14873
Dalata.9306	Dalata.14877
Dalata.9308	Dalata.14878
Dalata.9311	Dalata.14879
Dalata.9312	Dalata.14880
Dalata.9314	Dalata.14883
Dalata.9318	Dalata.14885
Dalata.9320	Dalata.14888
Dalata.9321	Dalata.14896
Dalata.9322	Dalata.14895
Dalata.9328	Dalata.14932
Dalata.9329	Dalata.14818
Dalata.9331	Dalata.14796
Dalata.9334	Dalata.14797
Dalata.9339	Dalata.14839
Dalata.9342	Dalata.14853
Dalata.9344	Dalata.14854
Dalata.9346	Dalata.14855
Dalata.9347	Dalata.14850
Dalata.9350	Dalata.14848
Dalata.9354	Dalata.14843
Dalata.9363	Dalata.14837
Dalata.9364	Dalata.14836
Dalata.9401	Dalata.14931
Dalata.9406	Dalata.14930
Dalata.9409	Dalata.14925
Dalata.9415	Dalata.14922
Dalata.9417	Dalata.14915
Dalata.9419	Dalata.14907
Dalata.9424	Dalata.14938
Dalata.9425	Dalata.14940
Dalata.9427	Dalata.14943
Dalata.9429	Dalata.14950
Dalata.9436	Dalata.14978
Dalata.9446	Dalata.14970
Dalata.9447	Dalata.14969
Dalata.9450	Dalata.14967
Dalata.9452	Dalata.14982
Dalata.9454	Dalata.14985
Dalata.9456	Dalata.14986
Dalata.9458	Dalata.14987
Dalata.9459	Dalata.14988
Dalata.9460	Dalata.14989
Dalata.9462	Dalata.14991
Dalata.9465	Dalata.14997
Dalata.9468	Dalata.14999
Dalata.9471	Dalata.15009
Dalata.9474	Dalata.15011
Dalata.9479	Dalata.15016
Dalata.9480	Dalata.15017
Dalata.9481	Dalata.15018
Dalata.9499	Dalata.15026
Dalata.9501	Dalata.15027
Dalata.9503	Dalata.15030
Dalata.9508	Dalata.15033
Dalata.9512	Dalata.15034
Dalata.9513	Dalata.15037
Dalata.9518	Dalata.15042
Dalata.9519	Dalata.15045
Dalata.9521	Dalata.15046
Dalata.9522	Dalata.15047
Dalata.9525	Dalata.15048
Dalata.9527	Dalata.15049
Dalata.9530	Dalata.15053
Dalata.9536	Dalata.15055
Dalata.9539	Dalata.15059
Dalata.9542	Dalata.15060
Dalata.9550	Dalata.15069
Dalata.9554	Dalata.15073
Dalata.9557	Dalata.15074
Dalata.9561	Dalata.15079
Dalata.9569	Dalata.15082
Dalata.9580	Dalata.15095
Dalata.9590	Dalata.15103
Dalata.9603	Dalata.17507
Dalata.9609	Dalata.17529
Dalata.9613	Dalata.17542
Dalata.9614	Dalata.17546
Dalata.9616	Dalata.17548
Dalata.9617	Dalata.17549
Dalata.9621	Dalata.17557
Dalata.9622	Dalata.17559
Dalata.9629	Dalata.17571
Dalata.9636	Dalata.17574
Dalata.9641	Dalata.17575
Dalata.9642	Dalata.17576
Dalata.9643	Dalata.17578
Dalata.9645	Dalata.17580
Dalata.9650	Dalata.17585
Dalata.9672	Dalata.17597
Dalata.9679	Dalata.17606
Dalata.9682	Dalata.17609
Dalata.9683	Dalata.17612
Dalata.9685	Dalata.17614
Dalata.9697	Dalata.17650
Dalata.9700	Dalata.17655
Dalata.9710	Dalata.17665
Dalata.9711	Dalata.17670
Dalata.9714	Dalata.17678
Dalata.9716	Dalata.17679
Dalata.9718	Dalata.17688
Dalata.9725	Dalata.17732
Dalata.9727	Dalata.17731
Dalata.9733	Dalata.17741
Dalata.9738	Dalata.17754
Dalata.9739	Dalata.17757
Dalata.9748	Dalata.17774
Dalata.9749	Dalata.17777
Dalata.9753	Dalata.17786
Dalata.9754	Dalata.17785
Dalata.9783	Dalata.17811
Dalata.9786	Dalata.17813
Dalata.9802	Dalata.17824
Dalata.9820	Dalata.17864
Dalata.9824	Dalata.17872
Dalata.9825	Dalata.17883
Dalata.9830	Dalata.17892
Dalata.9834	Dalata.17898
Dalata.9849	Dalata.17978
Dalata.9858	Dalata.17926
Dalata.9883	Dalata.17916
Dalata.9897	Dalata.17961
Dalata.9921	Dalata.17979
Dalata.9927	Dalata.17972
Dalata.9939	Dalata.18011
Dalata.10765	Dalata.18040
Dalata.10769	Dalata.18088
Dalata.10770	Dalata.18090
Dalata.10773	Dalata.18098
Dalata.10775	Dalata.18103
Dalata.10776	Dalata.18104
Dalata.10788	Dalata.18146
Dalata.10790	Dalata.18140
Dalata.10794	Dalata.18117
Dalata.10795	Dalata.18159
Dalata.10798	Dalata.18166
Dalata.10800	Dalata.18177
Dalata.10814	Dalata.18203
Dalata.10817	Dalata.18207
Dalata.10826	Dalata.18224
Dalata.10831	Dalata.18231
Dalata.10832	Dalata.18232
Dalata.10834	Dalata.18239
Dalata.10836	Dalata.18240
Dalata.10839	Dalata.18249
Dalata.10848	Dalata.18269
Dalata.10849	Dalata.18271
Dalata.10854	Dalata.18279
Dalata.10855	Dalata.18281
Dalata.10858	Dalata.18285
Dalata.10859	Dalata.18286
Dalata.10861	Dalata.18289
Dalata.10862	Dalata.18291
Dalata.10865	Dalata.18295
Dalata.10866	Dalata.18297
Dalata.10867	Dalata.18298
Dalata.10869	Dalata.18299
Dalata.10870	Dalata.18300
Dalata.10872	Dalata.18311
Dalata.10875	Dalata.18309
Dalata.10882	Dalata.18305
Dalata.10884	Dalata.18302
Dalata.10894	Dalata.18338
Dalata.10895	Dalata.18342
Dalata.10898	Dalata.18343
Dalata.10899	Dalata.18349
Dalata.10900	Dalata.18350
Dalata.10902	Dalata.18355
Dalata.10903	Dalata.18369
Dalata.10906	Dalata.18376
Dalata.10907	Dalata.18377
Dalata.10919	Dalata.18393
Dalata.10922	Dalata.18403
Dalata.10927	Dalata.18415
Dalata.10930	Dalata.18416
Dalata.10934	Dalata.18424
Dalata.10936	Dalata.18426
Dalata.10938	Dalata.18428
Dalata.10940	Dalata.18430
Dalata.10942	Dalata.18432
Dalata.10943	Dalata.18434
Dalata.10944	Dalata.18435
Dalata.10945	Dalata.18436
Dalata.10946	Dalata.18440
Dalata.10953	Dalata.18449
Dalata.10960	Dalata.18460
Dalata.10963	Dalata.18472
Dalata.10964	Dalata.18473
Dalata.10965	Dalata.18474
Dalata.10967	Dalata.18475
Dalata.10973	Dalata.18482
Dalata.10981	Dalata.18484
Dalata.10987	Dalata.18491
Dalata.10993	Dalata.18497
Dalata.10996	Dalata.18498
Dalata.11002	Dalata.18504
Dalata.11029	Dalata.18529
Dalata.11033	Dalata.18535
Dalata.11035	Dalata.18538
Dalata.11036	Dalata.18556
Dalata.11042	Dalata.18559
Dalata.11043	Dalata.18561
Dalata.11044	Dalata.18563
Dalata.11045	Dalata.18564
Dalata.11046	Dalata.18566
Dalata.11049	Dalata.18568
Dalata.11052	Dalata.18577
Dalata.11053	Dalata.18580
Dalata.11055	Dalata.18654
Dalata.11057	Dalata.18584
Dalata.11058	Dalata.18585
Dalata.11060	Dalata.18588
Dalata.11062	Dalata.18595
Dalata.11065	Dalata.18601
Dalata.11066	Dalata.18604
Dalata.11078	Dalata.18625
Dalata.11080	Dalata.18628
Dalata.11097	Dalata.18636
Dalata.11099	Dalata.18637
Dalata.11100	Dalata.18640
Dalata.11101	Dalata.18641
Dalata.11103	Dalata.18642
Dalata.11106	Dalata.18649
Dalata.11112	Dalata.18660
Dalata.11114	Dalata.18652
Dalata.11115	Dalata.18664
Dalata.11119	Dalata.18668
Dalata.11124	Dalata.18671
Dalata.11125	Dalata.18673
Dalata.11129	Dalata.18674
Dalata.11135	Dalata.18683
Dalata.11139	Dalata.18689
Dalata.11156	Dalata.18697
Dalata.11157	Dalata.18699
Dalata.11159	Dalata.18701
Dalata.11163	Dalata.18703
Dalata.11164	Dalata.18705
Dalata.11165	Dalata.18707
Dalata.11166	Dalata.18714
Dalata.11171	Dalata.18716
Dalata.11172	Dalata.18717
Dalata.11173	Dalata.18719
Dalata.11174	Dalata.18721
Dalata.11175	Dalata.18722
Dalata.11176	Dalata.18736
Dalata.11177	Dalata.18739
Dalata.11187	Dalata.18750
Dalata.11188	Dalata.18753
Dalata.11189	Dalata.18756
Dalata.11190	Dalata.18757
Dalata.11194	Dalata.18765
Dalata.11198	Dalata.18780
Dalata.11202	Dalata.18783
Dalata.11203	Dalata.18784
Dalata.11204	Dalata.18786
Dalata.11205	Dalata.18788
Dalata.11208	Dalata.18789
Dalata.11209	Dalata.18792
Dalata.11210	Dalata.18794
Dalata.11211	Dalata.18795
Dalata.11218	Dalata.18801
Dalata.11230	Dalata.18803
Dalata.11287	Dalata.19286
Dalata.11290	Dalata.19287
Dalata.11293	Dalata.19288
Dalata.11311	Dalata.19304
Dalata.11314	Dalata.19308
Dalata.11320	Dalata.19309
Dalata.11325	Dalata.19312
Dalata.11330	Dalata.19316
Dalata.11334	Dalata.19321
Dalata.11335	Dalata.19322
Dalata.11336	Dalata.19325
Dalata.11338	Dalata.19349
Dalata.11339	Dalata.19352
Dalata.11343	Dalata.19358
Dalata.11346	Dalata.19361
Dalata.11389	Dalata.19518
Dalata.11402	Dalata.19486
Dalata.11406	Dalata.19481
Dalata.11412	Dalata.19479
Dalata.11417	Dalata.19474
Dalata.11432	Dalata.19467
