ContigName	ContigLength	MedianDepth
tig00003673	124474	52
tig00003678	164215	62
tig00003698	242332	50
tig00003699	70992	52
tig00003700	43507	47
tig00003704	38454	125
tig00003714	156662	51
tig00003722	328977	59
tig00003725	275342	51
tig00003729	48626	46
tig00003732	73997	53
tig00003733	226970	57
tig00003734	112790	50
tig00003735	65290	61
tig00003738	35422	61
tig00003740	52401	57
tig00003741	29423	6
tig00003751	95466	52
tig00003763	59004	49
tig00003779	169090	60
tig00003780	65492	47
tig00003796	54438	48
tig00003799	138744	57
tig00003805	36439	58
tig00003814	372179	0
tig00003823	53128	54
tig00003827	36098	52
tig00003831	259552	50
tig00003834	290181	54
tig00003844	294338	0
tig00003852	81546	266
tig00003853	67155	59
tig00003866	146328	49
tig00003867	49072	45
tig00003870	193081	252
tig00003874	49467	222
tig00003878	274415	59
tig00003896	227240	45
tig00003901	94995	63
tig00003910	53209	207
tig00003915	307483	0
tig00003916	27333	11
tig00003919	99515	59
tig00003933	37275	243
tig00003934	45608	27
tig00003935	64829	7933
tig00003936	86161	238
tig00003937	51071	61
tig00003940	197593	59
tig00003942	115992	54
tig00003948	28080	47
tig00003950	262883	45
tig00003953	53700	51
tig00003961	284734	0
tig00003971	49601	57
tig00003981	98441	56
tig00003993	103253	54
tig00003994	55762	65
tig00003995	208055	56
tig00003997	177573	41
tig00004010	240728	1
tig00004012	162523	112
tig00004025	86081	63
tig00004029	213178	0
tig00004030	222334	0
tig00004037	63760	222
tig00004039	38335	54
tig00004042	71773	58
tig00004049	43944	53
tig00004071	67928	248
tig00004083	104209	39
tig00004089	139606	225
tig00004090	23134	87
tig00004091	53197	129
tig00004094	108736	56
tig00004101	176540	69
tig00004115	65133	216
tig00004126	50322	52
tig00004135	46759	271
tig00004136	168601	0
tig00004138	58327	223
tig00004139	50337	135
tig00004140	47831	222
tig00004143	57025	205
tig00004144	36926	272
tig00004155	192214	0
tig00004165	42350	148
tig00004179	14758	48
tig00004193	190745	0
tig00004201	75577	157
tig00004208	41842	52
tig00004214	49103	223
tig00004218	29142	155
tig00004219	89927	42
tig00004283	148304	63
tig00004284	147005	59
tig00004286	230689	68
tig00004316	28478	97
tig00004317	131505	57
tig00004320	56100	235
tig00004321	63502	208
tig00004324	107006	58
tig00004335	38244	62
tig00004336	65397	156
tig00004356	50160	152
tig00004363	50330	218
tig00004386	48972	220
tig00004393	90154	52
tig00004395	24744	318
tig00004397	126055	39
tig00004405	36874	46
tig00004410	38150	255
tig00004457	136773	62
tig00004471	47230	99
tig00004501	87061	0
tig00004504	92369	126
tig00004506	57319	170
tig00004508	50580	129
tig00004511	167753	0
tig00004535	61784	46
tig00004538	38786	211
tig00004562	118264	205
tig00004589	141834	63
tig00004642	44086	48
tig00004662	59261	16
tig00004663	141027	0
tig00004664	141972	0
tig00004695	37870	43
tig00004705	83203	62
tig00004728	41163	53
tig00004736	62541	68
tig00004755	115689	0
tig00004761	20224	45
tig00004764	32552	193
tig00004765	117574	62
tig00004771	130930	59
tig00004780	45507	49
tig00004781	80337	95
tig00004828	126780	61
tig00004831	108145	54
tig00004858	16323	78
tig00004867	144423	0
tig00004872	82051	39
tig00004884	98911	65
tig00004887	19193	13
tig00004905	33912	167
tig00004921	65668	0
tig00004925	81650	60
tig00004930	75225	84
tig00004932	116686	0
tig00004940	118047	65
tig00004955	86828	60
tig00004957	45212	116
tig00004961	50777	17
tig00004973	17864	202
tig00005050	22118	13
tig00005061	101231	52
tig00005064	134879	1
tig00005076	98077	0
tig00005117	65843	1
tig00005118	34573	63
tig00005176	105391	54
tig00005179	79498	63
tig00005333	64752	67
tig00005410	24697	48
tig00005439	132052	0
tig00005440	100852	84
tig00005442	80557	64
tig00005452	77706	162
tig00005453	81541	54
tig00005462	66715	62
tig00005480	69991	64
tig00005546	40741	60
tig00005606	45717	62
tig00005609	97952	0
tig00005619	65283	0
tig00005641	59241	74
tig00005644	24768	28
tig00005674	89384	62
tig00005723	73045	61
tig00005745	38613	55
tig00005931	23869	66
tig00005941	27126	120
tig00005945	55458	55
tig00005984	61979	74
tig00006013	52175	59
tig00006019	76883	58
tig00006045	30391	67
tig00006072	57770	55
tig00006076	28170	51
tig00006084	93824	81
tig00006102	59196	50
tig00006155	26059	89
tig00006218	24436	36
tig00006253	86702	0
tig00006261	72692	0
tig00006315	67800	63
tig00006317	56511	63
tig00006322	63834	63
tig00006336	61026	58
tig00006338	50362	67
tig00006347	67218	62
tig00006352	67013	65
tig00006379	29000	7
tig00006384	43659	66
tig00006430	32503	71
tig00006431	68879	64
tig00006510	36271	29
tig00006516	54807	59
tig00006518	58052	0
tig00006520	43224	0
tig00006521	48394	57
tig00006523	71080	0
tig00006524	67698	65
tig00006533	43333	62
tig00006538	48251	69
tig00006539	65795	37
tig00006544	68836	61
tig00006554	48976	65
tig00006557	45301	53
tig00006573	42566	60
tig00006576	67476	82
tig00006577	17549	50
tig00006581	63036	59
tig00006603	29884	30
tig00006615	71294	1
tig00006619	54155	151
tig00006622	46095	59
tig00006623	31195	60
tig00006624	65456	177
tig00006627	47319	59
tig00006636	71210	60
tig00006652	47631	56
tig00006654	45695	57
tig00006660	62446	63
tig00006678	30350	55
tig00006681	58243	53
tig00006684	37954	157
tig00006713	96169	58
tig00006718	48371	59
tig00006719	33237	108
tig00006720	50075	0
tig00006721	48643	76
tig00006722	47279	55
tig00006723	66762	59
tig00006724	43132	54
tig00006725	46604	0
tig00006727	44549	47
tig00006729	111566	60
tig00006731	48552	66
tig00006749	37831	42
tig00006752	45862	57
tig00006756	43888	52
tig00006762	49049	60
tig00006772	56109	58
tig00006780	39269	58
tig00006821	45718	80
tig00006837	54057	56
tig00006849	57012	59
tig00006854	55503	0
tig00006856	63224	0
tig00006857	30951	0
tig00006858	43933	0
tig00006861	38475	61
tig00006863	67087	0
tig00006868	48193	71
tig00006872	53455	42
tig00006879	48179	59
tig00006887	34740	55
tig00006891	31730	104
tig00006894	27171	60
tig00006895	39820	60
tig00006896	20829	61
tig00006897	21120	42
tig00006903	64317	57
tig00006914	30880	66
tig00006915	46152	34
tig00006916	31923	59
tig00006922	56442	61
tig00006928	31667	53
tig00006932	52157	67
tig00006933	22621	51
tig00006941	30160	68
tig00006947	30885	57
tig00006953	33043	62
tig00006967	47365	191
tig00007009	50321	284
tig00007014	20185	73
tig00007015	28079	73
tig00007017	46779	59
tig00007018	50121	67
tig00007021	10547	224
tig00007024	27124	60
tig00007026	43068	0
tig00007028	33092	0
tig00007030	26935	52
tig00007033	33397	61
tig00007037	32861	67
tig00007041	30485	78
tig00007046	37057	51
tig00007047	38568	95
tig00007054	41021	60
tig00007057	55673	54
tig00007058	24101	94
tig00007064	39403	55
tig00007068	47065	56
tig00007070	33126	55
tig00007071	43403	58
tig00007075	34715	53
tig00007077	44408	65
tig00007080	27797	65
tig00007089	20655	74
tig00007094	29341	71
tig00007108	38149	72
tig00007110	38415	83
tig00007121	37508	61
tig00007126	39030	57
tig00007142	43486	57
tig00007156	47944	157
tig00007157	26484	86
tig00007162	32995	63
tig00007197	31659	58
tig00007199	27243	66
tig00007203	22934	58
tig00007204	23510	57
tig00007205	32312	59
tig00007206	37943	0
tig00007210	24640	56
tig00007212	39639	78
tig00007213	23403	0
tig00007216	23144	76
tig00007220	36083	70
tig00007222	34144	44
tig00007229	41499	56
tig00007235	27955	64
tig00007236	27309	55
tig00007237	42030	68
tig00007240	40828	59
tig00007245	48485	348
tig00007248	27563	72
tig00007268	42280	67
tig00007269	36046	65
tig00007275	22948	62
tig00007281	33382	191
tig00007289	18660	61
tig00007290	17588	64
tig00007292	19234	48
tig00007298	25645	52
tig00007303	21910	52
tig00007331	25715	135
tig00007377	24892	0
tig00007378	28805	59
tig00007380	24034	68
tig00007383	28368	0
tig00007388	22132	66
tig00007396	26804	117
tig00007398	19113	0
tig00007419	22020	75
tig00007423	21191	65
tig00007426	16705	49
tig00007433	22661	67
tig00007436	23248	102
tig00007444	31267	57
tig00007448	25154	59
tig00007450	26479	61
tig00007451	33526	78
tig00007477	16479	60
tig00007479	27831	64
tig00007488	28714	58
tig00007496	23634	82
tig00007516	26459	166
tig00007527	20071	0
tig00007532	23286	34
tig00007535	28107	62
tig00007543	18422	25
tig00007548	18840	58
tig00007567	25462	49
tig00007589	15839	59
tig00008569	25411	0
tig00009171	5187	0
tig00009348	6293	1
tig00009447	14648	0
tig00009669	18198	0
tig00009734	7163	0
tig00010077	12442	92
tig00010191	6627	0
tig00011067	7418	0
tig00011071	14592	0
tig00011244	7706	0
tig00011705	6995	0
tig00013342	9237	109
tig00013728	13722	16
tig00015305	7234	0
tig00016240	10362	0
tig00016893	9871	2
tig00017125	6290	0
tig00018157	10232	0
tig00018970	9161	69
tig00019284	8675	1
tig00019359	14315	0
tig00019577	10515	0
tig00019964	6674	0
tig00021139	5944	0
tig00021311	7818	0
tig00021628	17832	0
tig00021768	16309	65
tig00023098	8811	0
tig00023344	8747	0
tig00024292	10274	0
tig00024452	15038	0
tig00024719	16915	0
tig00025016	20436	0
tig00026074	8673	0
tig00026722	15775	2
tig00026829	6618	0
tig00027169	30189	23
tig00027170	743720	54
tig00027171	64362	36
tig00027172	7180469	104
tig00027173	111714	50
tig00027174	1574097	55
tig00027175	52784	35
tig00027176	49967	29
tig00027177	9397270	56
tig00027178	35960	41
tig00027179	10337888	74
tig00027181	52822	39
tig00027182	67066	54
tig00027183	3480877	59
tig00027184	48473	22
tig00027185	527251	59
tig00027186	40847	31
tig00027187	3684778	57
tig00027188	75289	39
tig00027189	3064965	56
tig00027190	39542	38
tig00027191	87740	51
tig00027192	8654475	107
tig00027193	71090	33
tig00027194	3789213	54
tig00027195	63604	34
tig00027196	1008922	52
tig00027197	2296724	56
tig00027198	109349	46
tig00027199	359036	53
tig00027200	130186	48
tig00027201	3324453	62
tig00027202	179682	58
tig00027203	28908	43
tig00027204	3516263	54
tig00027205	95148	42
tig00027206	5253513	55
tig00027207	44518	22
tig00027208	4487662	70
tig00027210	133885	39
tig00027211	2372247	60
tig00027212	1625245	52
tig00027213	49509	31
tig00027214	3620345	57
tig00027215	76227	40
tig00027216	5862902	57
tig00027217	135916	44
tig00027218	219788	48
tig00027219	63971	38
tig00027220	1031116	52
tig00027221	2353036	56
tig00027222	133673	48
tig00027223	427395	62
tig00027224	71888	48
tig00027225	2981057	57
tig00027226	37522	22
tig00027227	704140	53
tig00027228	47002	33
tig00027229	1747593	53
tig00027230	1390435	57
tig00027231	70118	43
tig00027232	5689967	59
tig00027233	47851	54
tig00027234	4127453	107
tig00027236	66429	30
tig00027237	3746354	52
tig00027238	117202	56
tig00027239	69704	36
tig00027240	4202170	57
tig00027241	69002	33
tig00027242	6723838	60
tig00027243	8742867	104
tig00027244	78531	46
tig00027245	2497708	53
tig00027246	1065556	56
tig00027247	114419	46
tig00027248	17691	2
tig00027249	74412	45
tig00027250	1112565	53
tig00027251	3094875	55
tig00027252	39412	36
tig00027253	2528562	56
tig00027254	51611	44
tig00027255	4673829	56
tig00027256	220995	56
tig00027257	271835	50
tig00027258	42309	29
tig00027259	5779450	59
tig00027260	71356	42
tig00027261	2280611	58
tig00027262	98468	46
tig00027263	1607991	55
tig00027264	137453	52
tig00027265	24268	18
tig00027266	140068	50
tig00027267	1137078	54
tig00027268	58307	33
tig00027269	2948934	56
tig00027270	57909	34
tig00027272	7658658	56
tig00027273	42455	29
tig00027274	2260128	58
tig00027275	2254690	54
tig00027276	48774	30
tig00027277	2899516	56
tig00027278	155079	55
tig00027279	55341	34
tig00027280	416870	55
tig00027281	4027083	55
tig00027282	41803	20
tig00027283	3992695	54
tig00027284	6526319	67
tig00027285	104593	48
tig00027286	2871415	63
tig00027287	121542	123
tig00027288	39123	1
tig00027289	606631	54
tig00027290	105327	40
tig00027291	829962	54
tig00027292	61338	27
tig00027293	590160	54
tig00027294	1095252	56
tig00027295	58686	26
tig00027296	5726812	55
tig00027298	99689	46
tig00027299	1820208	54
tig00027300	106982	49
tig00027301	1121800	55
tig00027302	96886	45
tig00027304	61651	177
tig00027305	2176226	52
tig00027306	118328	73
tig00027307	40317	27
tig00027308	86898	114
tig00027309	59394	46
tig00027310	60930	37
tig00027311	5560339	59
tig00027312	79079	35
tig00027313	2989593	58
tig00027314	105082	55
tig00027315	85645	56
tig00027316	588573	53
tig00027317	1357962	55
tig00027318	7962	2
tig00027319	39915	31
tig00027320	4166819	56
tig00027321	81658	42
tig00027322	2468170	72
tig00027323	55705	180
tig00027324	311839	71
tig00027326	45326	35
tig00027327	2704028	53
tig00027328	4572848	56
tig00027329	68922	34
tig00027330	2989944	55
tig00027332	38072	15
tig00027333	1065859	83
tig00027334	66271	28
tig00027335	1406980	56
tig00027336	197218	78
tig00027337	3731030	52
tig00027338	91012	36
tig00027339	86352	44
tig00027340	125297	63
tig00027341	34522	27
tig00027342	1120488	51
tig00027343	925266	51
tig00027344	91472	41
tig00027346	84392	50
tig00027347	45716	29
tig00027348	163754	51
tig00027349	528726	52
tig00027350	351785	51
tig00027351	30233	17
tig00027352	192222	78
tig00027353	1226232	53
tig00027354	37252	27
tig00027355	633438	53
tig00027356	94739	56
tig00027357	96925	54
tig00027358	244357	61
tig00027359	95166	53
tig00027360	197145	59
tig00027361	310218	59
tig00027362	486275	52
tig00027363	85355	35
tig00027364	1519506	57
tig00027365	31743	23
tig00027366	2784743	54
tig00027367	128730	46
tig00027368	1125093	59
tig00027369	80340	38
tig00027370	498678	55
tig00027371	139183	42
tig00027372	191056	67
tig00027373	1993331	54
tig00027374	66750	27
tig00027375	870981	58
tig00027376	59672	61
tig00027377	2499530	56
tig00027378	87396	45
tig00027379	201875	55
tig00027380	1945955	57
tig00027381	57195	29
tig00027382	283692	82
tig00027383	117470	50
tig00027384	2612048	55
tig00027385	996442	53
tig00027386	96520	45
tig00027387	409315	53
tig00027388	121609	52
tig00027389	70439	47
tig00027390	38521	39
tig00027391	70321	39
tig00027392	191483	53
tig00027393	69395	33
tig00027394	71759	36
tig00027396	65983	57
tig00027397	169840	53
tig00027398	81369	53
tig00027399	178671	52
tig00027400	129198	51
tig00027401	27221	11
tig00027402	174941	53
tig00027403	90109	50
tig00027404	61154	43
tig00027405	231385	52
tig00027406	2174163	57
tig00027407	78034	47
tig00027408	1341251	63
tig00027409	54541	17
tig00027410	1411968	51
tig00027411	137081	51
tig00027412	32953	15
tig00027413	81146	55
tig00027414	60179	47
tig00027415	132249	53
tig00027416	43243	27
tig00027417	324489	55
tig00027418	291066	64
tig00027419	2265180	55
tig00027420	65560	33
tig00027421	208737	50
tig00027422	47820	19
tig00027423	189360	55
tig00027424	106121	261
tig00027425	3398405	110
tig00027426	75797	58
tig00027427	43304	18
tig00027428	199197	65
tig00027429	79947	53
tig00027430	42959	50
tig00027431	143631	54
tig00027432	46659	39
tig00027433	112332	57
tig00027434	48425	38
tig00027435	164477	61
tig00027436	185666	68
tig00027437	41894	43
tig00027438	29117	22
tig00027439	24064	36
tig00027440	20646	17
tig00027441	55577	40
tig00027444	57287	36
tig00027445	70107	51
tig00027446	27379	81
tig00027447	16054	149
tig00027448	15210	4
tig00027449	369344	54
tig00027450	92568	53
tig00027451	1189343	55
tig00027452	57307	53
tig00027453	111278	54
tig00027454	823989	107
tig00027455	105343	48
tig00027456	745033	53
tig00027457	84090	35
tig00027458	729986	56
tig00027459	400729	54
tig00027460	62599	27
tig00027461	507299	55
tig00027462	57124	42
tig00027463	37409	43
tig00027464	575118	60
tig00027465	79490	36
tig00027466	157774	52
tig00027467	39094	30
tig00027468	250105	53
tig00027469	32970	18
tig00027470	1156026	56
tig00027471	25223	45
tig00027472	23334	1
tig00027473	151015	55
tig00027474	53110	49
tig00027475	61845	58
tig00027476	24039	9
tig00027477	42805	54
tig00027478	550276	54
tig00027479	81464	52
tig00027480	1103101	56
tig00027481	75849	49
tig00027482	126412	73
tig00027483	1055443	55
tig00027484	436992	103
tig00027485	118056	80
tig00027486	43684	92
tig00027488	538271	113
tig00027489	181389	73
tig00027490	44430	36
tig00027491	66235	52
tig00027492	82549	46
tig00027494	152372	56
tig00027495	78584	50
tig00027496	53569	51
tig00027497	50658	5387
tig00027498	42313	897
tig00027499	41517	253
tig00027500	31171	17
tig00027501	25601	41
tig00027502	81379	248
tig00027503	42728	38
tig00027504	71865	52
tig00027505	117952	62
tig00027506	223088	54
tig00027507	79973	151
tig00027508	25274	128
tig00027509	72506	250
tig00027511	115458	71
tig00027512	25900	3
tig00027513	40031	137
tig00027514	78009	60
tig00027515	25906	28
tig00027516	121964	57
tig00027517	41068	26
tig00027518	35565	250
tig00027519	26693	10
tig00027520	89068	299
tig00027521	24265	4
tig00027522	21261	6
tig00027523	19341	3
tig00027524	40809	1
tig00027525	127727	170
tig00027526	52741	54
tig00027527	43653	184
tig00027528	55009	643
tig00027529	94547	49
tig00027530	13931	81
tig00027531	10341	39
tig00027532	12548	14
tig00027533	50088	57
tig00027534	14899	11
tig00027535	27308	21
tig00027537	35149	4
tig00027538	35252	33
tig00027540	91883	63
tig00027541	62698	60
tig00027542	22469	1
tig00027543	53899	32
tig00027544	26595	8
tig00027546	261285	42
tig00027547	35866	1
tig00027548	40184	61
tig00027549	28713	43
tig00027550	45700	35
tig00027551	25397	54
tig00027552	50586	92
tig00027553	16547	12
tig00027554	60186	210
tig00027555	81484	34
tig00027556	57574	22
tig00027557	40070	74
tig00027558	82223	41
tig00027559	33246	122
tig00027560	52782	241
tig00027561	39398	36
tig00027562	39132	70
tig00027563	27130	113
tig00027564	3633167	85
tig00027565	6127795	55
tig00027566	13389	26
tig00027567	186374	260
tig00027568	6121	0
tig00229774	37343	1
tig00229775	145796	50
tig00229776	27355	1
tig00229777	27034	4
tig00229778	185212	56
tig00229779	28095	4
tig00229780	156950	53
tig00229781	87261	54
tig00229782	32806	4
tig00229783	77547	52
tig00229784	21914	5
tig00229785	33023	3
tig00229786	263091	55
tig00229787	317248	54
tig00229788	29085	1
tig00229789	32284	2
tig00229790	48279	50
tig00229791	146908	58
tig00229792	35304	7
tig00229793	29133	3
tig00229794	40609	54
tig00229795	32601	1
tig00229796	52547	52
tig00229797	27237	0
tig00229798	75087	51
tig00229799	24979	2
tig00229800	90975	49
tig00229801	31246	1
tig00229802	358574	52
tig00229803	23049	6
tig00229804	115241	65
tig00229805	41614	4
tig00229806	54543	33
tig00229807	35831	2
tig00229808	59555	47
tig00229809	99579	51
tig00229810	43949	6
tig00229811	49741	46
tig00229812	33696	5
tig00229813	74244	47
tig00229814	38583	8
tig00229815	154724	49
tig00229816	48268	8
tig00229817	25240	2
tig00229818	370085	53
tig00229819	96926	50
tig00229820	29729	1
tig00229821	78137	52
tig00229822	30240	3
tig00229823	48185	3
tig00229824	362495	59
tig00229825	50766	5
tig00229826	243321	54
tig00229827	740880	55
tig00229828	35096	14
tig00229829	82130	50
tig00229830	53153	3
tig00229831	32237	7
tig00229832	68169	46
tig00229833	882795	55
tig00229834	51609	7
tig00229835	38559	4
tig00229836	211255	53
tig00229837	163868	51
tig00229838	35427	1
tig00229839	64806	44
tig00229840	43711	2
tig00229841	401754	56
tig00229842	31584	4
tig00229843	34058	4
tig00229844	275399	55
tig00229845	50703	11
tig00229846	47912	4
tig00229847	31334	5
tig00229848	242459	52
tig00229849	155226	52
tig00229850	50164	2
tig00229851	26988	4
tig00229852	40517	48
tig00229853	38273	5
tig00229854	128006	51
tig00229855	30860	5
tig00229856	83677	54
tig00229857	256247	55
tig00229858	35150	4
tig00229859	100856	47
tig00229860	34607	7
tig00229861	25857	4
tig00229862	70850	52
tig00229863	720934	53
tig00229864	45394	7
tig00229865	40368	3
tig00229866	292500	54
tig00229867	35911	1
tig00229868	47524	49
tig00229869	29972	10
tig00229870	22415	1
tig00229871	74585	47
tig00229872	95232	51
tig00229873	35724	6
tig00229874	37804	8
tig00229875	179839	52
tig00229876	113152	45
tig00229877	29030	6
tig00229878	61874	56
tig00229879	37821	0
tig00229880	49859	11
tig00229881	1362910	53
tig00229882	49891	51
tig00229883	31282	0
tig00229884	52879	4
tig00229885	220347	54
tig00229886	49455	3
tig00229887	43499	47
tig00229888	26473	5
tig00229889	74847	48
tig00229890	31735	9
tig00229891	86858	52
tig00229892	28167	1
tig00229893	56626	47
tig00229894	336943	52
tig00229895	33760	13
tig00229896	34967	4
tig00229897	259748	53
tig00229898	80247	49
tig00229899	27410	1
tig00229900	30193	6
tig00229901	90677	50
tig00229902	37844	7
tig00229903	142707	51
tig00229904	254608	52
tig00229905	35611	1
tig00229906	26325	1
tig00229907	128155	53
tig00229908	187260	53
tig00229909	30277	3
tig00229910	294025	53
tig00229911	43550	4
tig00229912	30213	3
tig00229913	50327	50
tig00229914	35287	7
tig00229915	39435	49
tig00229916	89709	51
tig00229917	24031	1
tig00229918	43418	21
tig00229919	43250	4
tig00229920	27196	3
tig00229921	137024	52
tig00229922	29218	9
tig00229923	182225	54
tig00229924	82710	50
tig00229925	51662	1
tig00229926	26920	0
tig00229927	54459	48
tig00229928	75987	44
tig00229929	25430	2
tig00229930	26841	1
tig00229931	43037	46
tig00229932	285939	55
tig00229933	49164	3
tig00229934	1075331	56
tig00229935	33204	3
tig00229936	37797	8
tig00229937	170251	52
tig00229938	50790	2
tig00229939	301233	55
tig00229940	49231	55
tig00229941	39110	1
tig00229942	35321	0
tig00229943	6758829	0
tig00229944	252871	57
tig00229945	25665	5
tig00229946	3841770	54
tig00229947	59224	6
tig00229948	26220	2
tig00229949	638787	53
tig00229950	32304	9
tig00229951	47667	48
tig00229952	344964	54
tig00229953	28046	9
tig00229954	194624	53
tig00229955	29774	2
tig00229956	43108	6
tig00229957	235768	55
tig00229958	39016	6
tig00229959	104843	51
tig00229960	689237	53
tig00229961	35294	6
tig00229962	865356	57
tig00229963	27854	10
tig00229964	57135	8
tig00229965	199218	51
tig00229966	556493	54
tig00229967	38459	2
tig00229968	43715	0
tig00229969	378815	54
tig00229970	105149	54
tig00229971	44382	5
tig00229972	916027	57
tig00229973	30644	1
tig00229974	124035	51
tig00229975	37769	8
tig00229976	34908	4
tig00229977	369863	55
tig00229978	85681	53
tig00229979	35987	4
tig00229980	32902	2
tig00229981	97423	56
tig00229982	194939	55
tig00229983	43962	4
tig00229984	176076	53
tig00229985	51451	4
tig00229986	36987	5
tig00229987	59432	50
tig00229988	37651	1
tig00229989	503172	55
tig00229990	59631	1
tig00229991	146876	53
tig00229992	34993	4
tig00229993	72608	56
tig00229994	7525444	57
tig00229995	31654	10
tig00229996	959962	54
tig00229997	33502	1
tig00229998	27848	2
tig00229999	154182	52
tig00230000	36122	6
tig00230001	836140	52
tig00230002	208836	53
tig00230003	26931	5
tig00230004	59775	48
tig00230005	36310	9
tig00230006	29591	2
tig00230007	2892980	53
tig00230008	920088	55
tig00230009	39408	6
tig00230010	36320	3
tig00230011	73840	50
tig00230012	185212	57
tig00230013	28641	7
tig00230014	33346	2
tig00230015	94219	58
tig00230016	309256	56
tig00230017	33595	4
tig00230018	40425	5
tig00230019	324970	57
tig00230020	268911	57
tig00230021	31491	6
tig00230022	24415	30
tig00230023	27818	6
tig00230024	256744	50
tig00230025	39798	6
tig00230026	36795	5
tig00230027	47232	53
tig00230028	32775	5
tig00230029	166551	54
tig00230030	29270	0
tig00230031	61939	55
tig00230032	35988	7
tig00230033	132536	56
tig00230034	32870	4
tig00230035	133788	56
tig00230036	30061	8
tig00230037	305430	52
tig00230038	38028	1
tig00230039	91880	53
tig00230040	44325	51
tig00230041	30194	3
tig00230042	30756	0
tig00230043	348107	53
tig00230044	489382	56
tig00230045	43928	6
tig00230046	233234	54
tig00230047	22463	2
tig00230048	24712	0
tig00230049	335188	55
tig00230050	26795	3
tig00230051	94777	53
tig00230052	285504	55
tig00230053	38623	3
tig00230054	37999	0
tig00230055	117803	56
tig00230056	28086	8
tig00230057	58299	49
tig00230058	39176	3
tig00230059	230132	54
tig00230060	52512	56
tig00230061	40719	4
tig00230062	30127	3
tig00230063	190411	51
tig00230064	88679	52
tig00230065	35147	1
tig00230066	48846	5
tig00230067	306672	50
tig00230069	35614	4
tig00230070	39903	4
tig00230071	105164	55
tig00230072	41711	3
tig00230073	67362	55
tig00230074	31249	4
tig00230075	138659	53
tig00230076	34214	8
tig00230077	249079	55
tig00230078	40801	2
tig00230079	55003	52
tig00230080	395729	56
tig00230081	43613	4
tig00230082	60406	53
tig00230083	39887	1
tig00230084	33265	10
tig00230085	67927	51
tig00230086	29217	1
tig00230087	35536	1
tig00230088	49202	71
tig00230089	39359	5
tig00230090	119699	52
tig00230091	43190	8
tig00230092	131542	47
tig00230093	32469	0
tig00230094	32380	3
tig00230095	79191	58
tig00230096	55600	47
tig00230097	40189	5
tig00230098	36950	8
tig00230099	436255	53
tig00230100	178553	53
tig00230101	25571	7
tig00230102	160722	50
tig00230103	30587	1
tig00230104	303257	56
tig00230105	41317	4
tig00230106	719270	55
tig00230107	33446	2
tig00230108	35977	2
tig00230109	232150	48
tig00230110	225473	49
tig00230111	31723	3
tig00230112	49192	2
tig00230113	120202	53
tig00230114	35631	3
tig00230115	56924	49
tig00230116	26901	3
tig00230117	33418	56
tig00230118	21967	0
tig00230119	95841	54
tig00230120	34997	0
tig00230121	110888	58
tig00230122	28645	0
tig00230123	31798	2
tig00230124	84208	52
tig00230125	151470	53
tig00230126	38207	4
tig00230127	48635	4
tig00230128	206093	52
tig00230129	30668	4
tig00230130	106853	54
tig00230131	31151	1
tig00230132	89405	51
tig00230133	815940	53
tig00230134	46481	4
tig00230135	89211	51
tig00230136	33135	6
tig00230137	67381	2
tig00230138	83326	57
tig00230139	355553	54
tig00230140	40367	6
tig00230141	574534	52
tig00230142	30280	3
tig00230143	735251	53
tig00230144	63842	0
tig00230145	32889	1
tig00230146	77331	50
tig00230147	33312	8
tig00230148	66147	49
tig00230149	182946	54
tig00230150	26210	1
tig00230151	170195	52
tig00230152	18319	4
tig00230153	50812	52
tig00230154	28231	2
tig00230155	22089	1
tig00230156	2102316	64
tig00230157	38067	4
tig00230158	142622	52
tig00230159	28012	8
tig00230160	253663	54
tig00230161	42407	0
tig00230162	348793	57
tig00230163	32313	10
tig00230164	54706	48
tig00230165	32775	4
tig00230166	41692	3
tig00230167	113155	57
tig00230168	25997	2
tig00230169	51616	49
tig00230170	35252	1
tig00230171	36148	8
tig00230172	71171	48
tig00230173	33179	1
tig00230174	204761	51
tig00230175	28329	1
tig00230176	55543	49
tig00230177	54101	3
tig00230178	29403	40
tig00230179	24550	3
tig00230180	90862	53
tig00230181	45377	4
tig00230182	676400	54
tig00230183	50959	8
tig00230184	74723	54
tig00230185	34404	2
tig00230186	32486	1104
tig00230187	29333	12
tig00230188	46645	56
tig00230189	13064	4
tig00230190	22908	4
tig00230191	32592	53
tig00230192	25374	2
tig00230193	178227	124
tig00230194	43881	2
tig00230195	122619	56
tig00230196	37570	4
tig00230197	140179	53
tig00230198	23607	1
tig00230199	29123	49
tig00230200	13227	0
tig00230201	567701	60
tig00230202	34979	7
tig00230203	84774	50
tig00230204	381847	53
tig00230205	35846	1
tig00230206	35900	9
tig00230207	131880	52
tig00230208	15584	0
tig00230209	72187	55
tig00230210	99012	59
tig00230211	26586	3
tig00230212	27730	1
tig00230213	77921	61
tig00230214	267614	56
tig00230215	35718	1
tig00230216	47213	415
tig00230217	60758	4926
tig00230218	47303	37
tig00230219	32444	1
tig00230220	37990	4
tig00230221	222006	55
tig00230222	32376	1
tig00230223	107917	62
tig00230224	36835	2
tig00230225	134276	75
tig00230226	35967	7
tig00230227	10639	2
tig00230228	113243	67
tig00230229	22086	2
tig00230230	100699	67
tig00230231	20528	2
tig00230232	108549	51
tig00230233	56243	59
tig00230234	29345	1
tig00230235	109861	60
tig00230236	14670	24
tig00230237	139021	62
tig00230238	28803	2
tig00230239	10432	20
