Dalata.22838	Acomosus.4
Dalata.2872	Acomosus.2598
Dalata.2873	Acomosus.2599
Dalata.7073	Acomosus.2473
Dalata.2874	Acomosus.2600
Dalata.7074	Acomosus.2474
Dalata.2875	Acomosus.2602
Dalata.7086	Acomosus.2475
Dalata.19636	Acomosus.2477
Dalata.2876	Acomosus.6888
Dalata.2877	Acomosus.13872
Dalata.2878	Acomosus.2656
Dalata.7091	Acomosus.2478
Dalata.2880	Acomosus.6949
Dalata.10281	Acomosus.2479
Dalata.10277	Acomosus.2483
Dalata.10275	Acomosus.2485
Dalata.10271	Acomosus.2488
Dalata.7096	Acomosus.2491
Dalata.10268	Acomosus.2493
Dalata.19648	Acomosus.2497
Dalata.10266	Acomosus.2498
Dalata.2908	Acomosus.6948
Dalata.16915	Acomosus.2500
Dalata.2909	Acomosus.6946
Dalata.2914	Acomosus.2650
Dalata.2915	Acomosus.6942
Dalata.2916	Acomosus.2648
Dalata.2917	Acomosus.2647
Dalata.2920	Acomosus.6937
Dalata.2923	Acomosus.6934
Dalata.19681	Acomosus.2510
Dalata.2926	Acomosus.2643
Dalata.10245	Acomosus.2513
Dalata.21840	Acomosus.2514
Dalata.2930	Acomosus.2641
Dalata.2931	Acomosus.2640
Dalata.2932	Acomosus.2640
Dalata.2933	Acomosus.18137
Dalata.10244	Acomosus.2515
Dalata.2934	Acomosus.18136
Dalata.2935	Acomosus.18134
Dalata.2937	Acomosus.18132
Dalata.2938	Acomosus.2633
Dalata.10232	Acomosus.2521
Dalata.7151	Acomosus.2522
Dalata.2941	Acomosus.22529
Dalata.10229	Acomosus.2523
Dalata.10224	Acomosus.2526
Dalata.2948	Acomosus.9078
Dalata.5232	Acomosus.2532
Dalata.2950	Acomosus.6925
Dalata.2951	Acomosus.2628
Dalata.10211	Acomosus.2533
Dalata.10210	Acomosus.2534
Dalata.2955	Acomosus.2626
Dalata.2956	Acomosus.16915
Dalata.2956	Acomosus.22060
Dalata.2957	Acomosus.6922
Dalata.2958	Acomosus.16919
Dalata.2959	Acomosus.2624
Dalata.2961	Acomosus.6919
Dalata.2962	Acomosus.6918
Dalata.10187	Acomosus.2539
Dalata.2963	Acomosus.6916
Dalata.2968	Acomosus.13868
Dalata.2969	Acomosus.18120
Dalata.10197	Acomosus.2547
Dalata.2978	Acomosus.6903
Dalata.2979	Acomosus.2612
Dalata.2982	Acomosus.6901
Dalata.2983	Acomosus.16933
Dalata.2985	Acomosus.18118
Dalata.2986	Acomosus.16934
Dalata.2988	Acomosus.6895
Dalata.2990	Acomosus.6894
Dalata.2990	Acomosus.18701
Dalata.2991	Acomosus.6892
Dalata.2992	Acomosus.13885
Dalata.10167	Acomosus.2558
Dalata.2993	Acomosus.6950
Dalata.10169	Acomosus.2560
Dalata.2995	Acomosus.18141
Dalata.2996	Acomosus.2658
Dalata.10156	Acomosus.2565
Dalata.2999	Acomosus.18142
Dalata.10155	Acomosus.2566
Dalata.3001	Acomosus.6954
Dalata.10154	Acomosus.2567
Dalata.3002	Acomosus.4344
Dalata.10153	Acomosus.2568
Dalata.3004	Acomosus.6956
Dalata.10152	Acomosus.2570
Dalata.3006	Acomosus.6958
Dalata.3007	Acomosus.13873
Dalata.3008	Acomosus.16149
Dalata.7183	Acomosus.2573
Dalata.3010	Acomosus.6961
Dalata.3011	Acomosus.6963
Dalata.7187	Acomosus.2581
Dalata.10129	Acomosus.2583
Dalata.10126	Acomosus.2585
Dalata.10125	Acomosus.2586
Dalata.10124	Acomosus.2587
Dalata.10118	Acomosus.2588
Dalata.10114	Acomosus.2589
Dalata.3023	Acomosus.15965
Dalata.5858	Acomosus.2591
Dalata.3025	Acomosus.7154
Dalata.10106	Acomosus.2594
Dalata.10105	Acomosus.2595
Dalata.3028	Acomosus.5431
Dalata.10104	Acomosus.2596
Dalata.10103	Acomosus.2597
Dalata.3031	Acomosus.13423
Dalata.3032	Acomosus.14010
Dalata.3033	Acomosus.18247
Dalata.7196	Acomosus.2601
Dalata.3036	Acomosus.5512
Dalata.3037	Acomosus.15788
Dalata.10099	Acomosus.2604
Dalata.3039	Acomosus.5511
Dalata.3041	Acomosus.15801
Dalata.10089	Acomosus.2606
Dalata.3046	Acomosus.5503
Dalata.10087	Acomosus.2610
Dalata.3047	Acomosus.18463
Dalata.3048	Acomosus.19953
Dalata.10070	Acomosus.2619
Dalata.10069	Acomosus.2620
Dalata.3055	Acomosus.5342
Dalata.19731	Acomosus.2621
Dalata.3059	Acomosus.5400
Dalata.3060	Acomosus.16097
Dalata.3064	Acomosus.5396
Dalata.3066	Acomosus.9833
Dalata.3067	Acomosus.5389
Dalata.3069	Acomosus.5097
Dalata.3070	Acomosus.10950
Dalata.7223	Acomosus.2631
Dalata.10046	Acomosus.2632
Dalata.3073	Acomosus.7955
Dalata.3073	Acomosus.21951
Dalata.10044	Acomosus.2634
Dalata.10043	Acomosus.2635
Dalata.7879	Acomosus.2636
Dalata.10041	Acomosus.2637
Dalata.3077	Acomosus.5371
Dalata.3079	Acomosus.5366
Dalata.10029	Acomosus.2645
Dalata.3085	Acomosus.5383
Dalata.3087	Acomosus.5384
Dalata.10020	Acomosus.2654
Dalata.3093	Acomosus.19475
Dalata.3094	Acomosus.11562
Dalata.10010	Acomosus.2657
Dalata.10447	Acomosus.2660
Dalata.16055	Acomosus.2662
Dalata.16059	Acomosus.2664
Dalata.19219	Acomosus.2665
Dalata.3105	Acomosus.5412
Dalata.16064	Acomosus.2666
Dalata.3109	Acomosus.18272
Dalata.3110	Acomosus.8379
Dalata.23033	Acomosus.2669
Dalata.3111	Acomosus.16001
Dalata.3112	Acomosus.3802
Dalata.23035	Acomosus.2670
Dalata.23036	Acomosus.2672
Dalata.4415	Acomosus.2675
Dalata.17472	Acomosus.2676
Dalata.17473	Acomosus.2677
Dalata.4409	Acomosus.2678
Dalata.17470	Acomosus.2679
Dalata.17469	Acomosus.2680
Dalata.3122	Acomosus.11759
Dalata.4405	Acomosus.2681
Dalata.3123	Acomosus.3862
Dalata.4404	Acomosus.2682
Dalata.4403	Acomosus.2683
Dalata.3124	Acomosus.5439
Dalata.4396	Acomosus.2686
Dalata.3127	Acomosus.8442
Dalata.19255	Acomosus.2688
Dalata.4389	Acomosus.2691
Dalata.19248	Acomosus.2692
Dalata.13263	Acomosus.2693
Dalata.3132	Acomosus.10581
Dalata.13529	Acomosus.2695
Dalata.3135	Acomosus.15761
Dalata.3136	Acomosus.5522
Dalata.10691	Acomosus.2699
Dalata.7476	Acomosus.2701
Dalata.3138	Acomosus.18528
Dalata.4429	Acomosus.2708
Dalata.3139	Acomosus.12372
Dalata.4434	Acomosus.2713
Dalata.3147	Acomosus.5533
Dalata.3148	Acomosus.5532
Dalata.17494	Acomosus.2716
Dalata.17496	Acomosus.2717
Dalata.3150	Acomosus.9668
Dalata.13622	Acomosus.2718
Dalata.4444	Acomosus.2720
Dalata.13626	Acomosus.2721
Dalata.18483	Acomosus.2722
Dalata.4280	Acomosus.2723
Dalata.17399	Acomosus.2724
Dalata.3152	Acomosus.5531
Dalata.4286	Acomosus.2725
Dalata.3153	Acomosus.5530
Dalata.13134	Acomosus.2727
Dalata.21582	Acomosus.2728
Dalata.17414	Acomosus.2731
Dalata.4468	Acomosus.2733
Dalata.4466	Acomosus.2734
Dalata.17422	Acomosus.2736
Dalata.3161	Acomosus.15755
Dalata.3162	Acomosus.13265
Dalata.3165	Acomosus.12791
Dalata.3167	Acomosus.13494
Dalata.16384	Acomosus.2741
Dalata.3169	Acomosus.5538
Dalata.16383	Acomosus.2743
Dalata.3170	Acomosus.5540
Dalata.16381	Acomosus.2745
Dalata.16374	Acomosus.2753
Dalata.3177	Acomosus.6001
Dalata.16373	Acomosus.2754
Dalata.15471	Acomosus.2756
Dalata.16368	Acomosus.2759
Dalata.3182	Acomosus.7719
Dalata.22922	Acomosus.2761
Dalata.22933	Acomosus.2762
Dalata.17216	Acomosus.2763
Dalata.3187	Acomosus.18541
Dalata.22927	Acomosus.2765
Dalata.3189	Acomosus.5577
Dalata.17212	Acomosus.2766
Dalata.3190	Acomosus.5578
Dalata.3191	Acomosus.15724
Dalata.17207	Acomosus.2768
Dalata.17205	Acomosus.2769
Dalata.3194	Acomosus.5580
Dalata.13766	Acomosus.2771
Dalata.22899	Acomosus.2775
Dalata.3209	Acomosus.5606
Dalata.3210	Acomosus.15668
Dalata.17283	Acomosus.2785
Dalata.3214	Acomosus.5604
Dalata.11092	Acomosus.2787
Dalata.18629	Acomosus.2787
Dalata.11502	Acomosus.2787
Dalata.16067	Acomosus.2788
Dalata.21191	Acomosus.2791
Dalata.16069	Acomosus.2792
Dalata.3221	Acomosus.5599
Dalata.3222	Acomosus.5601
Dalata.3223	Acomosus.5600
Dalata.16083	Acomosus.2795
Dalata.3231	Acomosus.15707
Dalata.3232	Acomosus.19841
Dalata.3234	Acomosus.5617
Dalata.14122	Acomosus.2807
Dalata.3236	Acomosus.5616
Dalata.19071	Acomosus.2812
Dalata.16118	Acomosus.2813
Dalata.3248	Acomosus.18576
Dalata.16122	Acomosus.2821
Dalata.3257	Acomosus.5610
Dalata.16125	Acomosus.2831
Dalata.16127	Acomosus.2836
Dalata.3261	Acomosus.5623
Dalata.16132	Acomosus.2838
Dalata.16135	Acomosus.2839
Dalata.3267	Acomosus.5625
Dalata.3268	Acomosus.5627
Dalata.16446	Acomosus.2845
Dalata.13545	Acomosus.2846
Dalata.16455	Acomosus.2847
Dalata.16458	Acomosus.2849
Dalata.3274	Acomosus.6829
Dalata.3277	Acomosus.5630
Dalata.3279	Acomosus.18600
Dalata.19156	Acomosus.2856
Dalata.16215	Acomosus.2858
Dalata.19932	Acomosus.2860
Dalata.3285	Acomosus.5631
Dalata.16214	Acomosus.2864
Dalata.3295	Acomosus.15602
Dalata.16211	Acomosus.2867
Dalata.3300	Acomosus.5647
Dalata.3302	Acomosus.15598
Dalata.14013	Acomosus.2868
Dalata.14008	Acomosus.2868
Dalata.16210	Acomosus.2870
Dalata.3303	Acomosus.5648
Dalata.3304	Acomosus.5649
Dalata.3306	Acomosus.15594
Dalata.16208	Acomosus.2873
Dalata.3309	Acomosus.5653
Dalata.3310	Acomosus.15590
Dalata.3313	Acomosus.5656
Dalata.21792	Acomosus.2876
Dalata.16201	Acomosus.2877
Dalata.6919	Acomosus.2881
Dalata.3315	Acomosus.15554
Dalata.3318	Acomosus.5659
Dalata.13986	Acomosus.2885
Dalata.3322	Acomosus.15571
Dalata.13980	Acomosus.2890
Dalata.13979	Acomosus.2891
Dalata.16224	Acomosus.2892
Dalata.3331	Acomosus.5665
Dalata.3332	Acomosus.5666
Dalata.19583	Acomosus.2893
Dalata.16226	Acomosus.2894
Dalata.16231	Acomosus.2903
Dalata.13968	Acomosus.2908
Dalata.7434	Acomosus.2909
Dalata.3348	Acomosus.5675
Dalata.16239	Acomosus.2910
Dalata.16240	Acomosus.2911
Dalata.16243	Acomosus.2912
Dalata.3353	Acomosus.5679
Dalata.3354	Acomosus.15548
Dalata.22749	Acomosus.2916
Dalata.11069	Acomosus.2923
Dalata.18605	Acomosus.2924
Dalata.3360	Acomosus.15539
Dalata.3362	Acomosus.15536
Dalata.16246	Acomosus.2934
Dalata.3370	Acomosus.10540
Dalata.3370	Acomosus.21412
Dalata.3372	Acomosus.6067
Dalata.16248	Acomosus.2937
Dalata.3377	Acomosus.22241
Dalata.3384	Acomosus.15514
Dalata.3394	Acomosus.15506
Dalata.8749	Acomosus.2958
Dalata.8791	Acomosus.2959
Dalata.3400	Acomosus.5727
Dalata.3401	Acomosus.3284
Dalata.16178	Acomosus.2964
Dalata.3403	Acomosus.18591
Dalata.3411	Acomosus.5736
Dalata.3412	Acomosus.18679
Dalata.16169	Acomosus.2967
Dalata.8745	Acomosus.2970
Dalata.16163	Acomosus.2971
Dalata.3423	Acomosus.18692
Dalata.3424	Acomosus.15474
Dalata.7718	Acomosus.2976
Dalata.3437	Acomosus.5743
Dalata.16160	Acomosus.2992
Dalata.3450	Acomosus.18702
Dalata.3452	Acomosus.5749
Dalata.16279	Acomosus.2995
Dalata.3478	Acomosus.5761
Dalata.3479	Acomosus.5762
Dalata.3485	Acomosus.18734
Dalata.16138	Acomosus.3012
Dalata.16137	Acomosus.3013
Dalata.3487	Acomosus.18735
Dalata.22859	Acomosus.3016
Dalata.3495	Acomosus.17725
Dalata.16436	Acomosus.3017
Dalata.16440	Acomosus.3018
Dalata.22893	Acomosus.3020
Dalata.17196	Acomosus.3027
Dalata.3505	Acomosus.5777
Dalata.17168	Acomosus.3028
Dalata.3506	Acomosus.5785
Dalata.3508	Acomosus.21487
Dalata.3510	Acomosus.18741
Dalata.23228	Acomosus.3033
Dalata.3511	Acomosus.5791
Dalata.23227	Acomosus.3034
Dalata.17988	Acomosus.3036
Dalata.23225	Acomosus.3038
Dalata.3516	Acomosus.18898
Dalata.3517	Acomosus.11212
Dalata.3519	Acomosus.10980
Dalata.3524	Acomosus.10219
Dalata.16423	Acomosus.3046
Dalata.18860	Acomosus.3047
Dalata.3527	Acomosus.10218
Dalata.3528	Acomosus.10210
Dalata.22887	Acomosus.3050
Dalata.4651	Acomosus.3051
Dalata.22885	Acomosus.3052
Dalata.16478	Acomosus.3054
Dalata.16425	Acomosus.3055
Dalata.16428	Acomosus.3056
Dalata.4268	Acomosus.3058
Dalata.4270	Acomosus.3059
Dalata.3534	Acomosus.12220
Dalata.4272	Acomosus.3060
Dalata.4274	Acomosus.3061
Dalata.3537	Acomosus.18773
Dalata.4278	Acomosus.3064
Dalata.17440	Acomosus.3068
Dalata.17439	Acomosus.3070
Dalata.14456	Acomosus.3071
Dalata.4457	Acomosus.3073
Dalata.17430	Acomosus.3074
Dalata.4459	Acomosus.3075
Dalata.3547	Acomosus.5799
Dalata.4463	Acomosus.3077
Dalata.3551	Acomosus.5812
Dalata.17423	Acomosus.3078
Dalata.3552	Acomosus.15392
Dalata.16387	Acomosus.3081
Dalata.14337	Acomosus.3082
Dalata.3553	Acomosus.5794
Dalata.16389	Acomosus.3084
Dalata.3554	Acomosus.12967
Dalata.3555	Acomosus.5811
Dalata.3556	Acomosus.5809
Dalata.3558	Acomosus.15394
Dalata.3561	Acomosus.16986
Dalata.3563	Acomosus.20268
Dalata.3565	Acomosus.11216
Dalata.16401	Acomosus.3094
Dalata.16390	Acomosus.3095
Dalata.3569	Acomosus.10978
Dalata.16407	Acomosus.3099
Dalata.17246	Acomosus.3102
Dalata.17244	Acomosus.3104
Dalata.17243	Acomosus.3105
Dalata.23144	Acomosus.3106
Dalata.3578	Acomosus.8480
Dalata.3582	Acomosus.8432
Dalata.22964	Acomosus.3108
Dalata.3585	Acomosus.22649
Dalata.3586	Acomosus.16151
Dalata.17239	Acomosus.3109
Dalata.3589	Acomosus.14930
Dalata.17238	Acomosus.3110
Dalata.3593	Acomosus.10963
Dalata.16202	Acomosus.3114
Dalata.22957	Acomosus.3115
Dalata.3596	Acomosus.10957
Dalata.22954	Acomosus.3119
Dalata.3600	Acomosus.10346
Dalata.17232	Acomosus.3121
Dalata.3603	Acomosus.21498
Dalata.22982	Acomosus.3123
Dalata.22949	Acomosus.3124
Dalata.3608	Acomosus.14719
Dalata.3610	Acomosus.14945
Dalata.3611	Acomosus.14943
Dalata.3612	Acomosus.10956
Dalata.3613	Acomosus.10955
Dalata.22940	Acomosus.3128
Dalata.3614	Acomosus.10954
Dalata.22937	Acomosus.3131
Dalata.3616	Acomosus.14929
Dalata.16366	Acomosus.3133
Dalata.3617	Acomosus.10951
Dalata.3619	Acomosus.14926
Dalata.3621	Acomosus.17835
Dalata.3623	Acomosus.14925
Dalata.3626	Acomosus.14921
Dalata.13894	Acomosus.3145
Dalata.3629	Acomosus.14919
Dalata.3631	Acomosus.5272
Dalata.16330	Acomosus.3155
Dalata.16268	Acomosus.3157
Dalata.16265	Acomosus.3159
Dalata.4827	Acomosus.3162
Dalata.3636	Acomosus.10939
Dalata.19130	Acomosus.3164
Dalata.4825	Acomosus.3165
Dalata.3637	Acomosus.14918
Dalata.4824	Acomosus.3166
Dalata.22857	Acomosus.3167
Dalata.3638	Acomosus.10370
Dalata.3640	Acomosus.14911
Dalata.19157	Acomosus.3169
Dalata.4308	Acomosus.3170
Dalata.3642	Acomosus.10934
Dalata.19159	Acomosus.3171
Dalata.3643	Acomosus.14909
Dalata.4311	Acomosus.3173
Dalata.3644	Acomosus.10931
Dalata.19161	Acomosus.3174
Dalata.3645	Acomosus.14907
Dalata.19162	Acomosus.3175
Dalata.4315	Acomosus.3176
Dalata.4316	Acomosus.3177
Dalata.17343	Acomosus.3178
Dalata.3648	Acomosus.3693
Dalata.23125	Acomosus.3180
Dalata.3652	Acomosus.11175
Dalata.3653	Acomosus.10250
Dalata.4371	Acomosus.3185
Dalata.4376	Acomosus.3186
Dalata.3656	Acomosus.11812
Dalata.4383	Acomosus.3191
Dalata.3661	Acomosus.15091
Dalata.19215	Acomosus.3194
Dalata.3662	Acomosus.15089
Dalata.3663	Acomosus.15082
Dalata.3664	Acomosus.15081
Dalata.23130	Acomosus.3198
Dalata.23131	Acomosus.3199
Dalata.3669	Acomosus.15078
Dalata.3673	Acomosus.15070
Dalata.3676	Acomosus.11462
Dalata.3678	Acomosus.11460
Dalata.4362	Acomosus.3210
Dalata.19208	Acomosus.3212
Dalata.3686	Acomosus.15345
Dalata.22152	Acomosus.3213
Dalata.4359	Acomosus.3214
Dalata.4356	Acomosus.3215
Dalata.3687	Acomosus.11457
Dalata.13238	Acomosus.3217
Dalata.3688	Acomosus.15344
Dalata.3690	Acomosus.20034
Dalata.19203	Acomosus.3222
Dalata.3693	Acomosus.11346
Dalata.4351	Acomosus.3224
Dalata.13228	Acomosus.3227
Dalata.3696	Acomosus.14890
Dalata.4346	Acomosus.3229
Dalata.19192	Acomosus.3230
Dalata.19191	Acomosus.3231
Dalata.13227	Acomosus.3232
Dalata.4343	Acomosus.3233
Dalata.4342	Acomosus.3234
Dalata.3707	Acomosus.3296
Dalata.4339	Acomosus.3236
Dalata.3709	Acomosus.10917
Dalata.3710	Acomosus.14898
Dalata.4338	Acomosus.3237
Dalata.19181	Acomosus.3238
Dalata.3714	Acomosus.11179
Dalata.19175	Acomosus.3241
Dalata.3716	Acomosus.15095
Dalata.4335	Acomosus.3242
Dalata.19173	Acomosus.3243
Dalata.3718	Acomosus.11817
Dalata.3719	Acomosus.11184
Dalata.3720	Acomosus.11185
Dalata.13218	Acomosus.3244
Dalata.19171	Acomosus.3246
Dalata.4324	Acomosus.3249
Dalata.4323	Acomosus.3250
Dalata.4322	Acomosus.3251
Dalata.3735	Acomosus.11099
Dalata.3736	Acomosus.12144
Dalata.3737	Acomosus.15019
Dalata.3739	Acomosus.11092
Dalata.3740	Acomosus.11091
Dalata.3742	Acomosus.15010
Dalata.3743	Acomosus.11090
Dalata.3745	Acomosus.11084
Dalata.3748	Acomosus.12560
Dalata.3748	Acomosus.19612
Dalata.13208	Acomosus.3253
Dalata.17352	Acomosus.3257
Dalata.3750	Acomosus.11079
Dalata.23113	Acomosus.3258
Dalata.3751	Acomosus.11078
Dalata.23111	Acomosus.3259
Dalata.17354	Acomosus.3260
Dalata.24537	Acomosus.3261
Dalata.23110	Acomosus.3262
Dalata.3758	Acomosus.11066
Dalata.3763	Acomosus.5320
Dalata.3764	Acomosus.11029
Dalata.8049	Acomosus.3267
Dalata.3765	Acomosus.14971
Dalata.17359	Acomosus.3268
Dalata.17363	Acomosus.3269
Dalata.23100	Acomosus.3270
Dalata.17370	Acomosus.3271
Dalata.23094	Acomosus.3272
Dalata.3766	Acomosus.11031
Dalata.23093	Acomosus.3273
Dalata.3769	Acomosus.11033
Dalata.23092	Acomosus.3274
Dalata.3768	Acomosus.11034
Dalata.3770	Acomosus.14975
Dalata.3771	Acomosus.11036
Dalata.4252	Acomosus.3278
Dalata.3772	Acomosus.14978
Dalata.3775	Acomosus.11041
Dalata.3776	Acomosus.5324
Dalata.17379	Acomosus.3281
Dalata.3778	Acomosus.11876
Dalata.17381	Acomosus.3286
Dalata.3779	Acomosus.14984
Dalata.4261	Acomosus.3288
Dalata.17383	Acomosus.3289
Dalata.3782	Acomosus.14987
Dalata.4259	Acomosus.3290
Dalata.3783	Acomosus.11046
Dalata.3785	Acomosus.14989
Dalata.16418	Acomosus.3291
Dalata.3788	Acomosus.17149
Dalata.3790	Acomosus.14990
Dalata.16416	Acomosus.3295
Dalata.3793	Acomosus.15237
Dalata.3794	Acomosus.11059
Dalata.3795	Acomosus.14994
Dalata.13176	Acomosus.3301
Dalata.3796	Acomosus.14995
Dalata.22971	Acomosus.3303
Dalata.3798	Acomosus.11061
Dalata.3798	Acomosus.21433
Dalata.3800	Acomosus.11063
Dalata.3799	Acomosus.14999
Dalata.22983	Acomosus.3308
Dalata.22985	Acomosus.3309
Dalata.22987	Acomosus.3311
Dalata.17260	Acomosus.3312
Dalata.22990	Acomosus.3313
Dalata.3801	Acomosus.11026
Dalata.3802	Acomosus.11027
Dalata.22997	Acomosus.3316
Dalata.3804	Acomosus.21063
Dalata.13287	Acomosus.3317
Dalata.22998	Acomosus.3319
Dalata.17266	Acomosus.3321
Dalata.3808	Acomosus.11021
Dalata.3811	Acomosus.11009
Dalata.3813	Acomosus.14950
Dalata.3815	Acomosus.14948
Dalata.3816	Acomosus.5903
Dalata.3818	Acomosus.14791
Dalata.17271	Acomosus.3332
Dalata.3819	Acomosus.5904
Dalata.3820	Acomosus.10575
Dalata.3822	Acomosus.19021
Dalata.3824	Acomosus.10868
Dalata.3826	Acomosus.12125
Dalata.3827	Acomosus.10873
Dalata.18839	Acomosus.3333
Dalata.17272	Acomosus.3335
Dalata.3832	Acomosus.10887
Dalata.23012	Acomosus.3336
Dalata.17275	Acomosus.3337
Dalata.3833	Acomosus.10592
Dalata.3834	Acomosus.14871
Dalata.23022	Acomosus.3344
Dalata.3840	Acomosus.15048
Dalata.23024	Acomosus.3346
Dalata.3844	Acomosus.11125
Dalata.3846	Acomosus.6665
Dalata.3849	Acomosus.15043
Dalata.4418	Acomosus.3351
Dalata.3851	Acomosus.11114
Dalata.3852	Acomosus.15042
Dalata.17297	Acomosus.3354
Dalata.17299	Acomosus.3356
Dalata.17334	Acomosus.3358
Dalata.17331	Acomosus.3360
Dalata.17330	Acomosus.3361
Dalata.14992	Acomosus.3362
Dalata.21993	Acomosus.3362
Dalata.21988	Acomosus.3362
Dalata.3864	Acomosus.15040
Dalata.17329	Acomosus.3363
Dalata.23072	Acomosus.3364
Dalata.3866	Acomosus.11112
Dalata.17327	Acomosus.3365
Dalata.13822	Acomosus.3366
Dalata.23229	Acomosus.3368
Dalata.3870	Acomosus.11110
Dalata.3872	Acomosus.11108
Dalata.3873	Acomosus.15037
Dalata.23079	Acomosus.3370
Dalata.23080	Acomosus.3371
Dalata.23069	Acomosus.3372
Dalata.23068	Acomosus.3373
Dalata.17323	Acomosus.3374
Dalata.3875	Acomosus.15036
Dalata.3876	Acomosus.10620
Dalata.17321	Acomosus.3375
Dalata.3879	Acomosus.11316
Dalata.3880	Acomosus.11103
Dalata.3881	Acomosus.11104
Dalata.3884	Acomosus.15022
Dalata.3887	Acomosus.14795
Dalata.23060	Acomosus.3381
Dalata.13806	Acomosus.3384
Dalata.23055	Acomosus.3386
Dalata.3889	Acomosus.10755
Dalata.23054	Acomosus.3389
Dalata.3895	Acomosus.10479
Dalata.23050	Acomosus.3390
Dalata.3897	Acomosus.14816
Dalata.3898	Acomosus.21973
Dalata.23047	Acomosus.3392
Dalata.3900	Acomosus.6649
Dalata.17305	Acomosus.3393
Dalata.3902	Acomosus.5863
Dalata.13784	Acomosus.3395
Dalata.23040	Acomosus.3396
Dalata.17301	Acomosus.3397
Dalata.3907	Acomosus.5889
Dalata.17166	Acomosus.3398
Dalata.3908	Acomosus.21591
Dalata.3909	Acomosus.5893
Dalata.3913	Acomosus.11902
Dalata.3914	Acomosus.14799
Dalata.3915	Acomosus.14794
Dalata.3916	Acomosus.14790
Dalata.3918	Acomosus.10731
Dalata.3919	Acomosus.10726
Dalata.3920	Acomosus.10783
Dalata.3921	Acomosus.10799
Dalata.17154	Acomosus.3406
Dalata.3922	Acomosus.10823
Dalata.3925	Acomosus.10782
Dalata.17147	Acomosus.3409
Dalata.3927	Acomosus.10723
Dalata.3929	Acomosus.11228
Dalata.3930	Acomosus.15123
Dalata.3931	Acomosus.11230
Dalata.3935	Acomosus.10314
Dalata.13851	Acomosus.3412
Dalata.17145	Acomosus.3413
Dalata.3939	Acomosus.5243
Dalata.3941	Acomosus.11240
Dalata.3942	Acomosus.15134
Dalata.13844	Acomosus.3416
Dalata.3945	Acomosus.11242
Dalata.3946	Acomosus.11244
Dalata.3953	Acomosus.11842
Dalata.3963	Acomosus.22334
Dalata.16522	Acomosus.3433
Dalata.16521	Acomosus.3434
Dalata.3967	Acomosus.15156
Dalata.3969	Acomosus.11264
Dalata.3971	Acomosus.11266
Dalata.3972	Acomosus.15161
Dalata.3976	Acomosus.14162
Dalata.3977	Acomosus.11269
Dalata.3978	Acomosus.15164
Dalata.16503	Acomosus.3450
Dalata.16498	Acomosus.3453
Dalata.3984	Acomosus.11275
Dalata.16493	Acomosus.3454
Dalata.3987	Acomosus.11280
Dalata.3988	Acomosus.5115
Dalata.16490	Acomosus.3457
Dalata.3989	Acomosus.15171
Dalata.3991	Acomosus.15174
Dalata.3992	Acomosus.11284
Dalata.16484	Acomosus.3458
Dalata.16219	Acomosus.3460
Dalata.3998	Acomosus.15189
Dalata.4001	Acomosus.11295
Dalata.4002	Acomosus.15191
Dalata.16322	Acomosus.3464
Dalata.4003	Acomosus.5824
Dalata.4004	Acomosus.10168
Dalata.22402	Acomosus.3469
Dalata.4006	Acomosus.11298
Dalata.4019	Acomosus.15203
Dalata.4020	Acomosus.15206
Dalata.4021	Acomosus.15205
Dalata.4022	Acomosus.15207
Dalata.4023	Acomosus.15208
Dalata.16306	Acomosus.3484
Dalata.16303	Acomosus.3487
Dalata.4028	Acomosus.10148
Dalata.16302	Acomosus.3488
Dalata.4030	Acomosus.11321
Dalata.4031	Acomosus.11324
Dalata.4032	Acomosus.13887
Dalata.4034	Acomosus.15231
Dalata.16299	Acomosus.3492
Dalata.4035	Acomosus.5076
Dalata.4036	Acomosus.11332
Dalata.16289	Acomosus.3498
Dalata.16257	Acomosus.3499
Dalata.4039	Acomosus.13757
Dalata.4040	Acomosus.11339
Dalata.19131	Acomosus.3504
Dalata.4042	Acomosus.15239
Dalata.4043	Acomosus.10131
Dalata.4837	Acomosus.3506
Dalata.19136	Acomosus.3508
Dalata.19143	Acomosus.3510
Dalata.4048	Acomosus.11452
Dalata.19147	Acomosus.3513
Dalata.19149	Acomosus.3515
Dalata.4847	Acomosus.3515
Dalata.4049	Acomosus.11450
Dalata.19151	Acomosus.3516
Dalata.4849	Acomosus.3517
Dalata.4853	Acomosus.3518
Dalata.4854	Acomosus.3519
Dalata.4051	Acomosus.11448
Dalata.4052	Acomosus.20885
Dalata.10521	Acomosus.3520
Dalata.4053	Acomosus.10646
Dalata.4821	Acomosus.3521
Dalata.4054	Acomosus.11445
Dalata.19122	Acomosus.3522
Dalata.19121	Acomosus.3523
Dalata.4055	Acomosus.15332
Dalata.4056	Acomosus.10125
Dalata.4812	Acomosus.3524
Dalata.11523	Acomosus.3525
Dalata.19119	Acomosus.3526
Dalata.4058	Acomosus.11444
Dalata.4059	Acomosus.15331
Dalata.4811	Acomosus.3530
Dalata.4810	Acomosus.3531
Dalata.4809	Acomosus.3532
Dalata.19111	Acomosus.3533
Dalata.4805	Acomosus.3535
Dalata.4066	Acomosus.11441
Dalata.19107	Acomosus.3536
Dalata.4803	Acomosus.3537
Dalata.4069	Acomosus.15327
Dalata.4070	Acomosus.11438
