Dalata.186	Acomosus.7749
Dalata.3136	Acomosus.5522
Dalata.3147	Acomosus.5533
Dalata.3148	Acomosus.5532
Dalata.3152	Acomosus.5531
Dalata.3153	Acomosus.5530
Dalata.3169	Acomosus.5538
Dalata.3170	Acomosus.5540
Dalata.3189	Acomosus.5577
Dalata.3190	Acomosus.5578
Dalata.3194	Acomosus.5580
Dalata.3209	Acomosus.5606
Dalata.3214	Acomosus.5604
Dalata.3221	Acomosus.5599
Dalata.3222	Acomosus.5601
Dalata.3223	Acomosus.5600
Dalata.3234	Acomosus.5617
Dalata.3236	Acomosus.5616
Dalata.3257	Acomosus.5610
Dalata.3261	Acomosus.5623
Dalata.3267	Acomosus.5625
Dalata.3268	Acomosus.5627
Dalata.3277	Acomosus.5630
Dalata.3285	Acomosus.5631
Dalata.3300	Acomosus.5647
Dalata.3303	Acomosus.5648
Dalata.3304	Acomosus.5649
Dalata.3309	Acomosus.5653
Dalata.3313	Acomosus.5656
Dalata.3318	Acomosus.5659
Dalata.3331	Acomosus.5665
Dalata.3332	Acomosus.5666
Dalata.3348	Acomosus.5675
Dalata.3353	Acomosus.5679
Dalata.3400	Acomosus.5727
Dalata.3411	Acomosus.5736
Dalata.3437	Acomosus.5743
Dalata.3452	Acomosus.5749
Dalata.3478	Acomosus.5761
Dalata.3479	Acomosus.5762
Dalata.3505	Acomosus.5777
Dalata.3506	Acomosus.5785
Dalata.3511	Acomosus.5791
Dalata.3547	Acomosus.5799
Dalata.3551	Acomosus.5812
Dalata.3553	Acomosus.5794
Dalata.3555	Acomosus.5811
Dalata.3556	Acomosus.5809
Dalata.4226	Acomosus.5459
Dalata.4230	Acomosus.5462
Dalata.4233	Acomosus.5466
Dalata.4239	Acomosus.5474
Dalata.4240	Acomosus.5475
Dalata.4245	Acomosus.5482
Dalata.4386	Acomosus.5709
Dalata.4393	Acomosus.5703
Dalata.4401	Acomosus.5700
Dalata.4407	Acomosus.5698
Dalata.4417	Acomosus.5694
Dalata.4430	Acomosus.5712
Dalata.4263	Acomosus.8446
Dalata.4267	Acomosus.8447
Dalata.4275	Acomosus.8457
Dalata.4327	Acomosus.8503
Dalata.4330	Acomosus.8501
Dalata.4331	Acomosus.8500
Dalata.4334	Acomosus.8497
Dalata.4334	Acomosus.8498
Dalata.4349	Acomosus.8046
Dalata.4354	Acomosus.8053
Dalata.4360	Acomosus.8057
Dalata.4369	Acomosus.8086
Dalata.4372	Acomosus.8084
Dalata.4375	Acomosus.8078
Dalata.4377	Acomosus.8077
Dalata.4378	Acomosus.8075
Dalata.4381	Acomosus.8071
Dalata.4470	Acomosus.8986
Dalata.4471	Acomosus.8984
Dalata.4485	Acomosus.8982
Dalata.4507	Acomosus.8971
Dalata.4523	Acomosus.8969
Dalata.4525	Acomosus.8968
Dalata.4530	Acomosus.8967
Dalata.4540	Acomosus.8961
Dalata.4541	Acomosus.8959
Dalata.4547	Acomosus.8958
Dalata.4549	Acomosus.8956
Dalata.4561	Acomosus.8948
Dalata.4568	Acomosus.8942
Dalata.4571	Acomosus.8940
Dalata.4572	Acomosus.8939
Dalata.4588	Acomosus.8926
Dalata.4589	Acomosus.8925
Dalata.4592	Acomosus.8924
Dalata.4594	Acomosus.8920
Dalata.4595	Acomosus.8919
Dalata.4608	Acomosus.8868
Dalata.4636	Acomosus.8879
Dalata.4638	Acomosus.8880
Dalata.4640	Acomosus.8883
Dalata.4644	Acomosus.8895
Dalata.4645	Acomosus.8896
Dalata.4650	Acomosus.8901
Dalata.4652	Acomosus.8902
Dalata.4658	Acomosus.8904
Dalata.4666	Acomosus.8905
Dalata.4666	Acomosus.8915
Dalata.4667	Acomosus.8916
Dalata.4683	Acomosus.8856
Dalata.4691	Acomosus.8830
Dalata.4695	Acomosus.8853
Dalata.4696	Acomosus.8852
Dalata.4710	Acomosus.8826
Dalata.4711	Acomosus.8825
Dalata.4712	Acomosus.8824
Dalata.4716	Acomosus.8817
Dalata.4717	Acomosus.8818
Dalata.4736	Acomosus.8801
Dalata.4738	Acomosus.8799
Dalata.4742	Acomosus.8798
Dalata.4744	Acomosus.8797
Dalata.4769	Acomosus.8795
Dalata.4772	Acomosus.8780
Dalata.4779	Acomosus.8776
Dalata.4785	Acomosus.8772
Dalata.4788	Acomosus.8768
Dalata.4817	Acomosus.8755
Dalata.4819	Acomosus.8753
Dalata.4820	Acomosus.8752
Dalata.4822	Acomosus.8750
Dalata.4836	Acomosus.8737
Dalata.4851	Acomosus.8746
Dalata.3569	Acomosus.10978
Dalata.3593	Acomosus.10963
Dalata.3596	Acomosus.10957
Dalata.3612	Acomosus.10956
Dalata.3613	Acomosus.10955
Dalata.3614	Acomosus.10954
Dalata.3617	Acomosus.10951
Dalata.3636	Acomosus.10939
Dalata.3642	Acomosus.10934
Dalata.3644	Acomosus.10931
Dalata.3735	Acomosus.11099
Dalata.3739	Acomosus.11092
Dalata.3740	Acomosus.11091
Dalata.3743	Acomosus.11090
Dalata.3745	Acomosus.11084
Dalata.3750	Acomosus.11079
Dalata.3751	Acomosus.11078
Dalata.3758	Acomosus.11066
Dalata.3764	Acomosus.11029
Dalata.3766	Acomosus.11031
Dalata.3769	Acomosus.11033
Dalata.3768	Acomosus.11034
Dalata.3771	Acomosus.11036
Dalata.3775	Acomosus.11041
Dalata.3783	Acomosus.11046
Dalata.3794	Acomosus.11059
Dalata.3798	Acomosus.11061
Dalata.3800	Acomosus.11063
Dalata.3801	Acomosus.11026
Dalata.3802	Acomosus.11027
Dalata.3808	Acomosus.11021
Dalata.3811	Acomosus.11009
Dalata.3844	Acomosus.11125
Dalata.3851	Acomosus.11114
Dalata.3866	Acomosus.11112
Dalata.3870	Acomosus.11110
Dalata.3872	Acomosus.11108
Dalata.3880	Acomosus.11103
Dalata.3881	Acomosus.11104
Dalata.3889	Acomosus.10755
Dalata.3918	Acomosus.10731
Dalata.3919	Acomosus.10726
Dalata.3920	Acomosus.10783
Dalata.3921	Acomosus.10799
Dalata.3922	Acomosus.10823
Dalata.3925	Acomosus.10782
Dalata.3927	Acomosus.10723
Dalata.3929	Acomosus.11228
Dalata.3931	Acomosus.11230
Dalata.3941	Acomosus.11240
Dalata.3945	Acomosus.11242
Dalata.3946	Acomosus.11244
Dalata.3969	Acomosus.11264
Dalata.3971	Acomosus.11266
Dalata.3977	Acomosus.11269
Dalata.3984	Acomosus.11275
Dalata.3987	Acomosus.11280
Dalata.3992	Acomosus.11284
Dalata.4001	Acomosus.11295
Dalata.4006	Acomosus.11298
Dalata.4030	Acomosus.11321
Dalata.4031	Acomosus.11324
Dalata.4036	Acomosus.11332
Dalata.4040	Acomosus.11339
Dalata.4048	Acomosus.11452
Dalata.4049	Acomosus.11450
Dalata.4051	Acomosus.11448
Dalata.4054	Acomosus.11445
Dalata.4058	Acomosus.11444
Dalata.4066	Acomosus.11441
Dalata.4070	Acomosus.11438
Dalata.4072	Acomosus.11437
Dalata.4079	Acomosus.11433
Dalata.4082	Acomosus.11431
Dalata.4093	Acomosus.11424
Dalata.4100	Acomosus.11418
Dalata.4111	Acomosus.11410
Dalata.4115	Acomosus.11405
Dalata.4121	Acomosus.11396
Dalata.4130	Acomosus.11385
Dalata.4131	Acomosus.11384
Dalata.4132	Acomosus.11383
Dalata.4139	Acomosus.11378
Dalata.4140	Acomosus.11379
Dalata.4141	Acomosus.11377
Dalata.4143	Acomosus.11359
Dalata.4145	Acomosus.11361
Dalata.4161	Acomosus.11352
Dalata.4178	Acomosus.11135
Dalata.4181	Acomosus.11140
Dalata.4182	Acomosus.11142
Dalata.4186	Acomosus.11150
Dalata.4199	Acomosus.11158
Dalata.4200	Acomosus.11463
Dalata.4203	Acomosus.11465
Dalata.4205	Acomosus.11469
Dalata.4209	Acomosus.11472
Dalata.4216	Acomosus.11476
Dalata.3589	Acomosus.14930
Dalata.3610	Acomosus.14945
Dalata.3611	Acomosus.14943
Dalata.3616	Acomosus.14929
Dalata.3619	Acomosus.14926
Dalata.3623	Acomosus.14925
Dalata.3626	Acomosus.14921
Dalata.3629	Acomosus.14919
Dalata.3637	Acomosus.14918
Dalata.3640	Acomosus.14911
Dalata.3643	Acomosus.14909
Dalata.3645	Acomosus.14907
Dalata.3696	Acomosus.14890
Dalata.3710	Acomosus.14898
Dalata.3661	Acomosus.15091
Dalata.3662	Acomosus.15089
Dalata.3663	Acomosus.15082
Dalata.3664	Acomosus.15081
Dalata.3669	Acomosus.15078
Dalata.3673	Acomosus.15070
Dalata.3716	Acomosus.15095
Dalata.3737	Acomosus.15019
Dalata.3742	Acomosus.15010
Dalata.3765	Acomosus.14971
Dalata.3770	Acomosus.14975
Dalata.3772	Acomosus.14978
Dalata.3779	Acomosus.14984
Dalata.3782	Acomosus.14987
Dalata.3785	Acomosus.14989
Dalata.3790	Acomosus.14990
Dalata.3795	Acomosus.14994
Dalata.3796	Acomosus.14995
Dalata.3799	Acomosus.14999
Dalata.3813	Acomosus.14950
Dalata.3815	Acomosus.14948
Dalata.3840	Acomosus.15048
Dalata.3849	Acomosus.15043
Dalata.3852	Acomosus.15042
Dalata.3864	Acomosus.15040
Dalata.3873	Acomosus.15037
Dalata.3875	Acomosus.15036
Dalata.3884	Acomosus.15022
Dalata.3887	Acomosus.14795
Dalata.3897	Acomosus.14816
Dalata.3914	Acomosus.14799
Dalata.3915	Acomosus.14794
Dalata.3916	Acomosus.14790
Dalata.3930	Acomosus.15123
Dalata.3942	Acomosus.15134
Dalata.3967	Acomosus.15156
Dalata.3972	Acomosus.15161
Dalata.3978	Acomosus.15164
Dalata.3989	Acomosus.15171
Dalata.3991	Acomosus.15174
Dalata.3998	Acomosus.15189
Dalata.4002	Acomosus.15191
Dalata.4019	Acomosus.15203
Dalata.4020	Acomosus.15206
Dalata.4021	Acomosus.15205
Dalata.4022	Acomosus.15207
Dalata.4023	Acomosus.15208
Dalata.4034	Acomosus.15231
Dalata.4042	Acomosus.15239
Dalata.4055	Acomosus.15332
Dalata.4059	Acomosus.15331
Dalata.4069	Acomosus.15327
Dalata.4071	Acomosus.15326
Dalata.4080	Acomosus.15322
Dalata.4081	Acomosus.15321
Dalata.4084	Acomosus.15320
Dalata.4088	Acomosus.15316
Dalata.4095	Acomosus.15312
Dalata.4109	Acomosus.15305
Dalata.4112	Acomosus.15304
Dalata.4122	Acomosus.15291
Dalata.4129	Acomosus.15282
Dalata.4142	Acomosus.15273
Dalata.4146	Acomosus.15265
Dalata.4149	Acomosus.15271
Dalata.4150	Acomosus.15272
Dalata.4151	Acomosus.15260
Dalata.4153	Acomosus.15258
Dalata.4153	Acomosus.15259
Dalata.4155	Acomosus.15256
Dalata.4156	Acomosus.15255
Dalata.4176	Acomosus.15050
Dalata.4179	Acomosus.15052
Dalata.4183	Acomosus.15057
Dalata.4185	Acomosus.15061
Dalata.4191	Acomosus.15065
Dalata.4197	Acomosus.15067
Dalata.4198	Acomosus.15068
Dalata.4223	Acomosus.15923
Dalata.4229	Acomosus.15910
Dalata.4232	Acomosus.15904
Dalata.4236	Acomosus.15900
Dalata.4243	Acomosus.15897
Dalata.6691	Acomosus.489
Dalata.6693	Acomosus.496
Dalata.6700	Acomosus.479
Dalata.6708	Acomosus.467
Dalata.6710	Acomosus.462
Dalata.6715	Acomosus.458
Dalata.6717	Acomosus.456
Dalata.6718	Acomosus.455
Dalata.6724	Acomosus.168
Dalata.6732	Acomosus.164
Dalata.6740	Acomosus.155
Dalata.6754	Acomosus.143
Dalata.6758	Acomosus.140
Dalata.6761	Acomosus.138
Dalata.6770	Acomosus.129
Dalata.6772	Acomosus.132
Dalata.6777	Acomosus.128
Dalata.6779	Acomosus.125
Dalata.6809	Acomosus.107
Dalata.6813	Acomosus.105
Dalata.6815	Acomosus.104
Dalata.6818	Acomosus.102
Dalata.6829	Acomosus.211
Dalata.6852	Acomosus.226
Dalata.6862	Acomosus.238
Dalata.6867	Acomosus.241
Dalata.6876	Acomosus.254
Dalata.6881	Acomosus.256
Dalata.6888	Acomosus.589
Dalata.6890	Acomosus.588
Dalata.6896	Acomosus.575
Dalata.6906	Acomosus.571
Dalata.6913	Acomosus.566
Dalata.6929	Acomosus.2179
Dalata.6940	Acomosus.2202
Dalata.6944	Acomosus.2191
Dalata.6952	Acomosus.2225
Dalata.6954	Acomosus.2220
Dalata.6959	Acomosus.2215
Dalata.6967	Acomosus.2215
Dalata.6974	Acomosus.2227
Dalata.6979	Acomosus.2265
Dalata.6980	Acomosus.2264
Dalata.6982	Acomosus.2262
Dalata.6992	Acomosus.2256
Dalata.6999	Acomosus.2251
Dalata.7002	Acomosus.2250
Dalata.7004	Acomosus.2249
Dalata.7012	Acomosus.2240
Dalata.7028	Acomosus.2273
Dalata.7029	Acomosus.2275
Dalata.7030	Acomosus.2277
Dalata.7034	Acomosus.2279
Dalata.7045	Acomosus.2288
Dalata.7046	Acomosus.2289
Dalata.7047	Acomosus.2290
Dalata.7049	Acomosus.2291
Dalata.7050	Acomosus.2293
Dalata.7058	Acomosus.2301
Dalata.7059	Acomosus.2302
Dalata.7060	Acomosus.2298
Dalata.7064	Acomosus.2304
Dalata.7068	Acomosus.2307
Dalata.5549	Acomosus.4918
Dalata.5560	Acomosus.4916
Dalata.5572	Acomosus.4905
Dalata.5574	Acomosus.4903
Dalata.5577	Acomosus.4901
Dalata.5620	Acomosus.4929
Dalata.5632	Acomosus.4936
Dalata.5635	Acomosus.4939
Dalata.5676	Acomosus.4948
Dalata.5684	Acomosus.4941
Dalata.5685	Acomosus.4980
Dalata.5689	Acomosus.4982
Dalata.5709	Acomosus.4988
Dalata.5710	Acomosus.4989
Dalata.5723	Acomosus.4999
Dalata.5726	Acomosus.5000
Dalata.5733	Acomosus.5008
Dalata.5735	Acomosus.5009
Dalata.5740	Acomosus.5016
Dalata.5746	Acomosus.5023
Dalata.5749	Acomosus.5027
Dalata.5751	Acomosus.5029
Dalata.5768	Acomosus.5039
Dalata.5770	Acomosus.5043
Dalata.5778	Acomosus.5051
Dalata.5799	Acomosus.5080
Dalata.5807	Acomosus.5087
Dalata.5808	Acomosus.5088
Dalata.5830	Acomosus.5102
Dalata.5835	Acomosus.5106
Dalata.5854	Acomosus.5135
Dalata.5864	Acomosus.5152
Dalata.5870	Acomosus.5154
Dalata.5879	Acomosus.5156
Dalata.5880	Acomosus.5157
Dalata.5886	Acomosus.5287
Dalata.5909	Acomosus.5319
Dalata.5914	Acomosus.5325
Dalata.5917	Acomosus.5328
Dalata.5920	Acomosus.5317
Dalata.5921	Acomosus.5318
Dalata.5924	Acomosus.5316
Dalata.5927	Acomosus.5311
Dalata.5928	Acomosus.5310
Dalata.5930	Acomosus.5307
Dalata.5934	Acomosus.5295
Dalata.5948	Acomosus.5305
Dalata.5961	Acomosus.5161
Dalata.5967	Acomosus.5168
Dalata.5969	Acomosus.5170
Dalata.5978	Acomosus.5199
Dalata.5984	Acomosus.5203
Dalata.5987	Acomosus.5205
Dalata.5989	Acomosus.5206
Dalata.5992	Acomosus.5207
Dalata.6006	Acomosus.5215
Dalata.6014	Acomosus.5221
Dalata.6015	Acomosus.5222
Dalata.6020	Acomosus.5232
Dalata.6077	Acomosus.5247
Dalata.6078	Acomosus.5248
Dalata.6089	Acomosus.5252
Dalata.6095	Acomosus.5255
Dalata.6096	Acomosus.5256
Dalata.6097	Acomosus.5257
Dalata.6100	Acomosus.5261
Dalata.6135	Acomosus.5821
Dalata.6139	Acomosus.5822
Dalata.6145	Acomosus.5813
Dalata.6146	Acomosus.5825
Dalata.6164	Acomosus.5815
Dalata.6171	Acomosus.5852
Dalata.6172	Acomosus.5842
Dalata.6177	Acomosus.5890
Dalata.6194	Acomosus.5878
Dalata.6198	Acomosus.5867
Dalata.6204	Acomosus.5871
Dalata.6206	Acomosus.5900
Dalata.6235	Acomosus.5939
Dalata.6236	Acomosus.5941
Dalata.6239	Acomosus.5944
Dalata.6240	Acomosus.5945
Dalata.6243	Acomosus.5946
Dalata.6248	Acomosus.5955
Dalata.6252	Acomosus.5963
Dalata.6253	Acomosus.5965
Dalata.6256	Acomosus.5967
Dalata.6258	Acomosus.5969
Dalata.6259	Acomosus.5970
Dalata.6267	Acomosus.5982
Dalata.6272	Acomosus.5991
Dalata.6285	Acomosus.6004
Dalata.6293	Acomosus.6007
Dalata.6295	Acomosus.6009
Dalata.6297	Acomosus.6011
Dalata.6309	Acomosus.5984
Dalata.6316	Acomosus.6013
Dalata.6320	Acomosus.6018
Dalata.6326	Acomosus.6037
Dalata.6327	Acomosus.6036
Dalata.6328	Acomosus.6035
Dalata.6330	Acomosus.6029
Dalata.6332	Acomosus.6026
Dalata.6335	Acomosus.6024
Dalata.6336	Acomosus.6022
Dalata.6928	Acomosus.6546
Dalata.6932	Acomosus.6558
Dalata.6938	Acomosus.6567
Dalata.6943	Acomosus.6560
Dalata.6949	Acomosus.6555
Dalata.6953	Acomosus.6587
Dalata.6956	Acomosus.6586
Dalata.6957	Acomosus.6584
Dalata.6960	Acomosus.6588
Dalata.6964	Acomosus.6571
Dalata.6966	Acomosus.6579
Dalata.6969	Acomosus.6584
Dalata.6972	Acomosus.6588
Dalata.6977	Acomosus.6625
Dalata.6981	Acomosus.6621
Dalata.6985	Acomosus.6617
Dalata.6986	Acomosus.6615
Dalata.6994	Acomosus.6610
Dalata.7005	Acomosus.6607
Dalata.7014	Acomosus.6600
Dalata.7017	Acomosus.6595
Dalata.7025	Acomosus.6628
Dalata.7039	Acomosus.6632
Dalata.7044	Acomosus.6634
Dalata.7048	Acomosus.6636
Dalata.7069	Acomosus.6648
Dalata.5562	Acomosus.9962
Dalata.5567	Acomosus.9958
Dalata.5568	Acomosus.9957
Dalata.5607	Acomosus.9956
Dalata.5618	Acomosus.9968
Dalata.5619	Acomosus.9969
Dalata.5623	Acomosus.9973
Dalata.5625	Acomosus.9977
Dalata.5634	Acomosus.9979
Dalata.5641	Acomosus.9985
Dalata.5658	Acomosus.10002
Dalata.5660	Acomosus.10000
Dalata.5668	Acomosus.9995
Dalata.5672	Acomosus.9990
Dalata.5701	Acomosus.10020
Dalata.5716	Acomosus.10040
Dalata.5717	Acomosus.10041
Dalata.5720	Acomosus.10041
Dalata.5722	Acomosus.10043
Dalata.5732	Acomosus.10068
Dalata.5747	Acomosus.10084
Dalata.5748	Acomosus.10086
Dalata.5750	Acomosus.10087
Dalata.5753	Acomosus.10089
Dalata.5754	Acomosus.10088
Dalata.5759	Acomosus.10092
Dalata.5764	Acomosus.10095
Dalata.5781	Acomosus.10114
Dalata.5784	Acomosus.10118
Dalata.5794	Acomosus.10134
Dalata.5802	Acomosus.10138
Dalata.5805	Acomosus.10140
Dalata.5813	Acomosus.10143
Dalata.5814	Acomosus.10146
Dalata.5822	Acomosus.10158
Dalata.5826	Acomosus.10162
Dalata.5828	Acomosus.10165
Dalata.5829	Acomosus.10167
Dalata.5845	Acomosus.10181
Dalata.5863	Acomosus.10194
Dalata.5873	Acomosus.10205
Dalata.5970	Acomosus.10227
Dalata.5974	Acomosus.10232
Dalata.5983	Acomosus.10252
Dalata.5986	Acomosus.10257
Dalata.5990	Acomosus.10259
Dalata.5993	Acomosus.10262
Dalata.5994	Acomosus.10263
Dalata.6003	Acomosus.10269
Dalata.6005	Acomosus.10273
Dalata.6016	Acomosus.10281
Dalata.6017	Acomosus.10285
Dalata.6024	Acomosus.10302
Dalata.6057	Acomosus.10316
Dalata.6058	Acomosus.10315
Dalata.6063	Acomosus.10311
Dalata.6070	Acomosus.10307
Dalata.6086	Acomosus.10336
Dalata.6091	Acomosus.10344
Dalata.6094	Acomosus.10347
Dalata.6098	Acomosus.10349
Dalata.6107	Acomosus.10360
Dalata.6109	Acomosus.10486
Dalata.6110	Acomosus.10476
Dalata.6111	Acomosus.10471
Dalata.6127	Acomosus.10408
Dalata.6127	Acomosus.10422
Dalata.6165	Acomosus.10498
Dalata.6169	Acomosus.10509
Dalata.6176	Acomosus.10565
Dalata.6181	Acomosus.10555
Dalata.6187	Acomosus.10537
Dalata.6190	Acomosus.10552
Dalata.6192	Acomosus.10551
Dalata.6201	Acomosus.10524
Dalata.6202	Acomosus.10527
Dalata.6210	Acomosus.10574
Dalata.6214	Acomosus.10578
Dalata.6220	Acomosus.10582
Dalata.6242	Acomosus.10609
Dalata.6247	Acomosus.10616
Dalata.6249	Acomosus.10618
Dalata.6262	Acomosus.10636
Dalata.6278	Acomosus.10654
Dalata.6284	Acomosus.10661
Dalata.6288	Acomosus.10663
Dalata.6291	Acomosus.10664
Dalata.6301	Acomosus.10680
Dalata.6302	Acomosus.10681
Dalata.6310	Acomosus.10692
Dalata.6311	Acomosus.10693
Dalata.6329	Acomosus.10710
Dalata.6333	Acomosus.10708
Dalata.6334	Acomosus.10707
Dalata.6337	Acomosus.10705
Dalata.6340	Acomosus.10712
Dalata.5887	Acomosus.11858
Dalata.5902	Acomosus.11854
Dalata.5907	Acomosus.11849
Dalata.5922	Acomosus.11873
Dalata.5925	Acomosus.11870
Dalata.5926	Acomosus.11867
Dalata.5946	Acomosus.11865
Dalata.5947	Acomosus.11864
Dalata.6026	Acomosus.11829
Dalata.6030	Acomosus.11825
Dalata.6045	Acomosus.11823
Dalata.6051	Acomosus.11821
Dalata.6055	Acomosus.11832
Dalata.7075	Acomosus.13785
Dalata.7088	Acomosus.13802
Dalata.7113	Acomosus.13762
Dalata.7116	Acomosus.13809
Dalata.7117	Acomosus.13812
Dalata.7119	Acomosus.13813
Dalata.7130	Acomosus.13817
Dalata.7132	Acomosus.13834
Dalata.7134	Acomosus.13830
Dalata.7136	Acomosus.13833
Dalata.7158	Acomosus.13857
Dalata.7166	Acomosus.13862
Dalata.7179	Acomosus.13869
Dalata.7182	Acomosus.13877
Dalata.7200	Acomosus.13889
Dalata.7202	Acomosus.13890
Dalata.7204	Acomosus.13891
Dalata.7227	Acomosus.13898
Dalata.7242	Acomosus.13906
Dalata.6731	Acomosus.14127
Dalata.6735	Acomosus.14118
Dalata.6749	Acomosus.14101
Dalata.6756	Acomosus.14088
Dalata.6759	Acomosus.14083
Dalata.6760	Acomosus.14085
Dalata.6771	Acomosus.14072
Dalata.6775	Acomosus.14077
Dalata.6780	Acomosus.14065
Dalata.6788	Acomosus.14060
Dalata.6789	Acomosus.14059
Dalata.6792	Acomosus.14058
Dalata.6804	Acomosus.14051
Dalata.6808	Acomosus.14046
Dalata.6816	Acomosus.14044
Dalata.6821	Acomosus.14033
Dalata.6823	Acomosus.14200
Dalata.6833	Acomosus.14205
Dalata.6843	Acomosus.14215
Dalata.6845	Acomosus.14216
Dalata.6848	Acomosus.14219
Dalata.6856	Acomosus.14222
Dalata.6857	Acomosus.14223
Dalata.6858	Acomosus.14224
Dalata.6868	Acomosus.14235
Dalata.6870	Acomosus.14244
Dalata.6873	Acomosus.14248
Dalata.6874	Acomosus.14249
Dalata.6875	Acomosus.14253
Dalata.6884	Acomosus.14263
Dalata.4864	Acomosus.15356
Dalata.4865	Acomosus.15357
Dalata.4867	Acomosus.15366
Dalata.4869	Acomosus.15368
Dalata.4870	Acomosus.15369
Dalata.4873	Acomosus.15372
Dalata.4874	Acomosus.15373
Dalata.4875	Acomosus.15374
Dalata.4897	Acomosus.15380
Dalata.4900	Acomosus.15381
Dalata.4902	Acomosus.15384
Dalata.4906	Acomosus.15385
Dalata.4921	Acomosus.15396
Dalata.4923	Acomosus.15397
Dalata.4925	Acomosus.15399
Dalata.4937	Acomosus.15404
Dalata.4951	Acomosus.15445
Dalata.4953	Acomosus.15457
Dalata.4962	Acomosus.15453
Dalata.4966	Acomosus.15450
Dalata.4967	Acomosus.15449
Dalata.4975	Acomosus.15439
Dalata.4976	Acomosus.15437
Dalata.4978	Acomosus.15435
Dalata.4979	Acomosus.15434
Dalata.4987	Acomosus.15426
Dalata.4994	Acomosus.15423
Dalata.5002	Acomosus.15415
Dalata.5003	Acomosus.15413
Dalata.5010	Acomosus.15573
Dalata.5017	Acomosus.15579
Dalata.5018	Acomosus.15580
Dalata.5023	Acomosus.15583
Dalata.5033	Acomosus.15589
Dalata.5035	Acomosus.15592
Dalata.5039	Acomosus.15596
Dalata.5071	Acomosus.15783
Dalata.5083	Acomosus.15792
Dalata.5084	Acomosus.15793
Dalata.5086	Acomosus.15795
Dalata.5094	Acomosus.15802
Dalata.5097	Acomosus.15811
Dalata.5105	Acomosus.15811
Dalata.5132	Acomosus.15497
Dalata.5133	Acomosus.15495
Dalata.5138	Acomosus.15492
Dalata.5140	Acomosus.15491
Dalata.5142	Acomosus.15489
Dalata.5145	Acomosus.15487
Dalata.5149	Acomosus.15482
Dalata.5168	Acomosus.15509
Dalata.5169	Acomosus.15510
Dalata.5173	Acomosus.15515
Dalata.5175	Acomosus.15518
Dalata.5178	Acomosus.15520
Dalata.5180	Acomosus.15523
Dalata.5184	Acomosus.15525
Dalata.5186	Acomosus.15527
Dalata.5187	Acomosus.15528
Dalata.5189	Acomosus.15530
Dalata.5195	Acomosus.15540
Dalata.5196	Acomosus.15541
Dalata.5208	Acomosus.15550
Dalata.5211	Acomosus.15553
Dalata.5217	Acomosus.15556
Dalata.5219	Acomosus.15558
Dalata.5221	Acomosus.15559
Dalata.5283	Acomosus.15702
Dalata.5285	Acomosus.15703
Dalata.5290	Acomosus.15712
Dalata.5293	Acomosus.15709
Dalata.5294	Acomosus.15708
Dalata.5295	Acomosus.15713
Dalata.5296	Acomosus.15714
Dalata.5297	Acomosus.15715
Dalata.5298	Acomosus.15717
Dalata.5308	Acomosus.15723
Dalata.5312	Acomosus.15725
Dalata.5317	Acomosus.15730
Dalata.5321	Acomosus.15732
Dalata.5325	Acomosus.15733
Dalata.5336	Acomosus.15737
Dalata.5339	Acomosus.15739
Dalata.5343	Acomosus.15740
Dalata.5346	Acomosus.15741
Dalata.5349	Acomosus.15743
Dalata.5350	Acomosus.15744
Dalata.5356	Acomosus.15747
Dalata.5358	Acomosus.15748
Dalata.5361	Acomosus.15749
Dalata.5363	Acomosus.15751
Dalata.5364	Acomosus.15754
Dalata.5373	Acomosus.15696
Dalata.5375	Acomosus.15695
Dalata.5390	Acomosus.15685
Dalata.5392	Acomosus.15684
Dalata.5393	Acomosus.15683
Dalata.5400	Acomosus.15668
Dalata.5401	Acomosus.15667
Dalata.5403	Acomosus.15665
Dalata.5407	Acomosus.15662
Dalata.5413	Acomosus.15652
Dalata.5417	Acomosus.15657
Dalata.5418	Acomosus.15658
Dalata.5419	Acomosus.15651
Dalata.5431	Acomosus.15648
Dalata.5432	Acomosus.15633
Dalata.5434	Acomosus.15635
Dalata.5442	Acomosus.15645
Dalata.5449	Acomosus.15632
Dalata.5462	Acomosus.15628
Dalata.5463	Acomosus.15622
Dalata.5471	Acomosus.15619
Dalata.5477	Acomosus.15816
Dalata.5478	Acomosus.15817
Dalata.5479	Acomosus.15818
Dalata.5483	Acomosus.15821
Dalata.5485	Acomosus.15820
Dalata.5492	Acomosus.15825
Dalata.5494	Acomosus.15830
Dalata.5497	Acomosus.15831
Dalata.5502	Acomosus.15836
Dalata.5535	Acomosus.15853
Dalata.5536	Acomosus.15852
Dalata.5537	Acomosus.15851
Dalata.5540	Acomosus.15848
Dalata.5582	Acomosus.15862
Dalata.6370	Acomosus.16060
Dalata.6380	Acomosus.16065
Dalata.6383	Acomosus.16078
Dalata.6390	Acomosus.16051
Dalata.6394	Acomosus.16045
Dalata.6396	Acomosus.16046
Dalata.6397	Acomosus.16041
Dalata.6407	Acomosus.16019
Dalata.6421	Acomosus.16033
Dalata.6428	Acomosus.16014
Dalata.6431	Acomosus.16011
Dalata.6437	Acomosus.16010
Dalata.6441	Acomosus.16007
Dalata.6442	Acomosus.16006
Dalata.6454	Acomosus.16005
Dalata.6458	Acomosus.16003
Dalata.6459	Acomosus.16002
Dalata.6463	Acomosus.15999
